pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, 7.9, 39.0, None, None, 212.0, 102.0,2020-05-20 00:00:00, None,21
None, None, None, None, None, 7.4, 38.0, None, None, 212.0, 101.0,2020-05-20 01:00:00, None,21
None, None, None, None, None, 6.1, 39.0, None, None, 213.0, 99.0,2020-05-20 02:00:00, None,21
None, None, None, None, None, 4.4, 39.0, None, None, 213.0, 99.0,2020-05-20 03:00:00, None,21
None, None, None, None, None, 4.5, 39.0, None, None, 213.0, 98.0,2020-05-20 04:00:00, None,21
None, None, None, None, None, 4.3, 38.0, None, None, 213.0, 97.0,2020-05-20 05:00:00, None,21
None, None, None, None, None, 3.8, 38.0, None, None, 213.0, 97.0,2020-05-20 06:00:00, None,21
None, None, None, None, None, 3.7, 38.0, None, None, 213.0, 96.0,2020-05-20 07:00:00, None,21
None, None, None, None, None, 3.4, 38.0, None, None, 214.0, 96.0,2020-05-20 08:00:00, None,21
None, None, None, None, None, 3.2, 38.0, None, None, 214.0, 96.0,2020-05-20 09:00:00, None,21
None, None, None, None, None, 2.7, 38.0, None, None, 214.0, 94.0,2020-05-20 10:00:00, None,21
None, None, None, None, None, 1.4, 38.0, None, None, 214.0, 94.0,2020-05-20 11:00:00, None,21
None, None, None, None, None, 1.0, 38.0, None, None, 215.0, 93.0,2020-05-20 12:00:00, None,21
None, None, None, None, None, 1.6, 38.0, None, None, 215.0, 93.0,2020-05-20 13:00:00, None,21
None, None, None, None, None, 2.7, 37.0, None, None, 215.0, 92.0,2020-05-20 14:00:00, None,21
None, None, None, None, None, 3.1, 37.0, None, None, 215.0, 92.0,2020-05-20 15:00:00, None,21
None, 0.0, None, None, None, 4.7, 37.0, None, None, 215.0, 92.0,2020-05-20 16:00:00, None,21
None, None, None, None, None, 5.2, 38.0, None, None, 214.0, 92.0,2020-05-20 17:00:00, None,21
None, None, None, None, None, 6.7, 37.0, None, None, 214.0, 92.0,2020-05-20 18:00:00, None,21
None, None, None, None, None, 9.7, 36.0, None, None, 214.0, 91.0,2020-05-20 19:00:00, None,21
None, None, None, None, None, 10.8, 36.0, None, None, 214.0, 89.0,2020-05-20 20:00:00, None,21
None, None, None, None, None, 9.9, 35.0, None, None, 213.0, 88.0,2020-05-20 21:00:00, None,21
None, None, None, None, None, 5.8, 35.0, None, None, 215.0, 87.0,2020-05-20 22:00:00, None,21
None, None, None, None, None, 8.7, 36.0, None, None, 215.0, 86.0,2020-05-20 23:00:00, None,21
None, None, None, None, None, 9.9, 37.0, None, None, 215.0, 84.0,2020-05-21 00:00:00, None,21
None, None, None, None, None, 7.9, 36.0, None, None, 215.0, 83.0,2020-05-21 01:00:00, None,21
None, None, None, None, None, 5.1, 37.0, None, None, 215.0, 82.0,2020-05-21 02:00:00, None,21
None, None, None, None, None, 4.7, 36.0, None, None, 216.0, 81.0,2020-05-21 03:00:00, None,21
None, None, None, None, None, 4.0, 36.0, None, None, 216.0, 80.0,2020-05-21 04:00:00, None,21
None, None, None, None, None, 3.2, 36.0, None, None, 216.0, 79.0,2020-05-21 05:00:00, None,21
None, None, None, None, None, 2.8, 35.0, None, None, 217.0, 79.0,2020-05-21 06:00:00, None,21
None, None, None, None, None, 2.4, 37.0, None, None, 218.0, 79.0,2020-05-21 07:00:00, None,21
None, None, None, None, None, 2.0, 36.0, None, None, 218.0, 78.0,2020-05-21 08:00:00, None,21
None, None, None, None, None, 2.0, 36.0, None, None, 218.0, 77.0,2020-05-21 09:00:00, None,21
None, None, None, None, None, 1.9, 36.0, None, None, 218.0, 77.0,2020-05-21 10:00:00, None,21
None, None, None, None, None, 1.7, 36.0, None, None, 218.0, 76.0,2020-05-21 11:00:00, None,21
None, None, None, None, None, 1.5, 36.0, None, None, 218.0, 76.0,2020-05-21 12:00:00, None,21
None, None, None, None, None, 1.1, 36.0, None, None, 218.0, 76.0,2020-05-21 13:00:00, None,21
None, None, None, None, None, 1.6, 36.0, None, None, 218.0, 75.0,2020-05-21 14:00:00, None,21
None, None, None, None, None, 3.0, 36.0, None, None, 218.0, 75.0,2020-05-21 15:00:00, None,21
None, 0.0, None, None, None, 4.2, 36.0, None, None, 218.0, 75.0,2020-05-21 16:00:00, None,21
None, None, None, None, None, 5.0, 36.0, None, None, 218.0, 75.0,2020-05-21 17:00:00, None,21
