WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None, 2.35636, None,91.8632,2016-07-08 00:00:00,14.3635,28
None, None, None, 1.62401, None,91.729,2016-07-08 01:00:00,14.1684,28
None, None, None, 1.91519, None,91.437,2016-07-08 02:00:00,14.1048,28
None, None, None, 1.12383, None,91.5716,2016-07-08 03:00:00,14.1116,28
None, None, None, 1.70673, None,91.0096,2016-07-08 04:00:00,14.1002,28
None, None, None, 1.26468, None,90.8693,2016-07-08 05:00:00,14.2285,28
None, None, None, 1.7563, None,88.7511,2016-07-08 06:00:00,14.5689,28
None, None, None, 2.39362, None,87.3661,2016-07-08 07:00:00,14.8582,28
None, None, None, 2.27951, None,84.6102,2016-07-08 08:00:00,15.701,28
None, None, None, 1.90066, None,81.7746,2016-07-08 09:00:00,16.1872,28
None, None, None, 1.95352, None,79.1747,2016-07-08 10:00:00,16.8363,28
None, None, None, 2.75019, None,72.2438,2016-07-08 11:00:00,18.4071,28
None, None, None, 3.1642, None,69.6091,2016-07-08 12:00:00,18.5821,28
None, None, None, 2.75831, None,78.3154,2016-07-08 13:00:00,18.0204,28
None, None, None, 2.77032, None,69.6937,2016-07-08 14:00:00,19.5659,28
None, None, None, 2.14965, None,61.0198,2016-07-08 15:00:00,20.2964,28
None, None, None, 1.94104, None,65.1556,2016-07-08 16:00:00,19.3916,28
None, None, None, 1.5378, None,69.04,2016-07-08 17:00:00,18.9606,28
None, None, None, 1.6048, None,81.1831,2016-07-08 18:00:00,17.1639,28
None, None, None, 0.724821, None,79.2394,2016-07-08 19:00:00,17.0981,28
None, None, None, 0.970066, None,84.216,2016-07-08 20:00:00,16.2201,28
None, None, None, 0.829873, None,87.4753,2016-07-08 21:00:00,15.6068,28
None, None, None, 0.692152, None,89.3967,2016-07-08 22:00:00,15.1024,28
None, None, None, 0.991972, None,90.2996,2016-07-08 23:00:00,14.6171,28
None, None, None, 1.7305, None,88.0821,2016-07-09 00:00:00,15.2307,28
None, None, None, 2.40439, None,82.2354,2016-07-09 01:00:00,15.0239,28
None, None, None, 0.865535, None,92.2128,2016-07-09 02:00:00,13.5156,28
None, None, None, 1.0318, None,92.315,2016-07-09 03:00:00,13.3594,28
None, None, None, 0.981145, None,91.435,2016-07-09 04:00:00,13.3871,28
None, None, None, 0.655058, None,92.5999,2016-07-09 05:00:00,13.1005,28
None, None, None, 0.802523, None,93.042,2016-07-09 06:00:00,13.0538,28
None, None, None, 2.15606, None,91.1835,2016-07-09 07:00:00,14.1508,28
None, None, None, 2.85352, None,82.7205,2016-07-09 08:00:00,15.3676,28
None, None, None, 2.3191, None,76.6775,2016-07-09 09:00:00,16.299,28
None, None, None, 2.15272, None,74.2473,2016-07-09 10:00:00,16.6609,28
None, None, None, 2.04014, None,73.9228,2016-07-09 11:00:00,16.8076,28
None, None, None, 2.00883, None,72.1097,2016-07-09 12:00:00,17.187,28
None, None, None, 1.58371, None,70.1739,2016-07-09 13:00:00,17.4398,28
None, None, None, 1.81726, None,65.7509,2016-07-09 14:00:00,17.6506,28
None, None, None, 1.45643, None,73.8294,2016-07-09 15:00:00,17.4116,28
None, None, None, 1.213, None,76.3911,2016-07-09 16:00:00,16.8867,28
None, None, None, 1.14375, None,87.1452,2016-07-09 17:00:00,15.4983,28
None, None, None, 0.824316, None,89.8801,2016-07-09 18:00:00,15.1128,28
None, None, None, 0.850961, None,87.7971,2016-07-09 19:00:00,15.5283,28
None, None, None, 0.871864, None,87.6887,2016-07-09 20:00:00,15.2278,28
None, None, None, 0.858762, None,90.4146,2016-07-09 21:00:00,14.7049,28
None, None, None, 0.689812, None,92.0,2016-07-09 22:00:00,13.8794,28
None, None, None, 0.710654, None,91.6963,2016-07-09 23:00:00,13.0817,28
None, None, None, 0.814517, None,89.8211,2016-07-10 00:00:00,13.1479,28
None, None, None, 0.848818, None,89.951,2016-07-10 01:00:00,13.0445,28
None, None, None, 0.952889, None,90.2405,2016-07-10 02:00:00,12.8484,28
None, None, None, 1.0405, None,91.4359,2016-07-10 03:00:00,12.9325,28
None, None, None, 0.795683, None,89.5847,2016-07-10 04:00:00,13.3694,28
None, None, None, 0.718859, None,89.0291,2016-07-10 05:00:00,13.2693,28
None, None, None, 0.616226, None,88.3731,2016-07-10 06:00:00,13.6598,28
None, None, None, 0.85644, None,83.7467,2016-07-10 07:00:00,14.4428,28
None, None, None, 0.804157, None,77.1593,2016-07-10 08:00:00,16.1286,28
