pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,302.0, None, 1.1,1.0, 106.0, None, None, None,276.0,2022-01-22 04:00:00, None,4
None, None,302.0, None, 1.1,0.9, 106.0, None, None, None,276.0,2022-01-22 06:00:00, None,4
None, None,303.0, None, -1.1,-1.2, 103.0, None, None, None,278.0,2022-01-23 00:00:00, None,4
None, None,303.0, None, -1.3,-1.4, 103.0, None, None, 0.0,278.0,2022-01-23 01:00:00, None,4
None, None,304.0, None, -5.5,-5.7, 100.0, None, None, None,278.0,2022-01-24 03:00:00, None,4
None, None,304.0, None, -4.2,-4.3, 100.0, None, None, None,278.0,2022-01-24 06:00:00, None,4
None, None,304.0, None, -1.9,-2.1, 101.0, None, None, None,278.0,2022-01-24 21:00:00, None,4
None, None,304.0, None, -1.6,-1.7, 101.0, None, None, 0.0,278.0,2022-01-24 22:00:00, None,4
None, None,304.0, None, -0.6,-0.7, 101.0, None, None, 0.0,278.0,2022-01-24 23:00:00, None,4
None, None,304.0, None, -0.3,-0.6, 100.0, None, None, 0.0,278.0,2022-01-25 00:00:00, None,4
None, None,303.0, None, -0.5,-0.5, 101.0, None, None, None,278.0,2022-01-25 02:00:00, None,4
0.0, None,304.0, None, -0.9,-0.9, 101.0, None, None, 1.0,278.0,2022-01-25 03:00:00, None,4
None, None,304.0, None, -1.8,-2.0, 101.0, None, None, None,279.0,2022-01-25 09:00:00, None,4
0.0, None,304.0, None, -3.1,-3.1, 101.0, None, None, None,279.0,2022-01-26 00:00:00, None,4
0.0, None,304.0, None, -4.0,-4.2, 101.0, None, None, None,278.0,2022-01-26 03:00:00, None,4
None, None,304.0, None, -4.5,-4.7, 100.0, None, None, None,278.0,2022-01-26 06:00:00, None,4
None, None,304.0, None, -5.0,-5.1, 99.0, None, None, None,278.0,2022-01-26 08:00:00, None,4
None, None,304.0, None, -7.7,-7.6, 99.0, None, None, None,278.0,2022-01-26 23:00:00, None,4
None, None,305.0, None, -3.3,-3.6, 98.0, None, None, None,278.0,2022-01-27 09:00:00, None,4
None, None,304.0, None, 3.4,1.6, 98.0, None, None, None,278.0,2022-01-27 12:00:00, None,4
None, None,305.0, None, 2.1,1.0, 98.0, None, None, 1.0,278.0,2022-01-27 13:00:00, None,4
None, None,304.0, None, 0.0,-0.2, 100.0, None, None, None,280.0,2022-01-28 16:00:00, None,4
None, None,304.0, None, -0.7,-0.8, 99.0, None, None, None,280.0,2022-01-28 21:00:00, None,4
