SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,12.9, 0.0,0.0, 4.3, None,2017-07-23 00:00:00, 1.0,100.0,30
None,12.7, None,0.0, 3.3, None,2017-07-23 00:15:00, 2.0,100.0,30
None,12.6, None,0.0, 4.9, None,2017-07-23 00:30:00, 342.0,100.0,30
None,12.5, None,0.0, 5.5, None,2017-07-23 00:45:00, 356.0,100.0,30
None,12.5, 1.0,0.0, 3.5, None,2017-07-23 01:00:00, 330.0,100.0,30
None,12.3, None,0.0, 5.0, None,2017-07-23 01:15:00, 332.0,100.0,30
None,12.2, None,0.0, 3.5, None,2017-07-23 01:30:00, 346.0,100.0,30
None,12.1, None,0.0, 6.0, None,2017-07-23 01:45:00, 352.0,100.0,30
None,11.9, 0.0,0.0, 4.0, None,2017-07-23 02:00:00, 344.0,100.0,30
None,11.7, None,0.0, 3.7, None,2017-07-23 02:15:00, 337.0,100.0,30
None,11.7, None,0.0, 3.2, None,2017-07-23 02:30:00, 337.0,100.0,30
None,11.5, None,0.0, 3.4, None,2017-07-23 02:45:00, 353.0,100.0,30
None,11.4, 0.0,0.0, 4.1, None,2017-07-23 03:00:00, 333.0,100.0,30
None,11.3, None,0.0, 4.1, None,2017-07-23 03:15:00, 330.0,100.0,30
None,11.3, None,0.0, 4.7, None,2017-07-23 03:30:00, 319.0,100.0,30
None,11.2, None,0.0, 5.2, None,2017-07-23 03:45:00, 325.0,100.0,30
None,11.3, -1.0,0.0, 4.8, None,2017-07-23 04:00:00, 321.0,100.0,30
None,11.3, None,0.0, 4.9, None,2017-07-23 04:15:00, 333.0,100.0,30
None,11.3, None,0.0, 5.4, None,2017-07-23 04:30:00, 342.0,100.0,30
None,11.6, None,0.0, 5.6, None,2017-07-23 04:45:00, 345.0,100.0,30
None,11.6, 1.0,0.0, 7.2, None,2017-07-23 05:00:00, 353.0,100.0,30
None,11.6, None,0.0, 6.6, None,2017-07-23 05:15:00, 344.0,100.0,30
None,11.8, None,0.0, 4.7, None,2017-07-23 05:30:00, 352.0,100.0,30
None,11.9, None,0.0, 2.9, None,2017-07-23 05:45:00, 359.0,100.0,30
None,12.2, 0.0,0.0, 2.6, None,2017-07-23 06:00:00, 340.0,100.0,30
None,12.7, None,0.0, 1.8, None,2017-07-23 06:15:00, 336.0,100.0,30
None,13.0, None,0.0, 3.9, None,2017-07-23 06:30:00, 335.0,100.0,30
None,13.3, None,0.0, 3.4, None,2017-07-23 06:45:00, 332.0,100.0,30
None,13.8, 0.0,0.0, 3.7, None,2017-07-23 07:00:00, 329.0,100.0,30
None,14.0, None,0.0, 3.1, None,2017-07-23 07:15:00, 339.0,100.0,30
None,14.5, None,0.0, 2.5, None,2017-07-23 07:30:00, 332.0,98.0,30
None,15.0, None,0.0, 3.2, None,2017-07-23 07:45:00, 326.0,95.0,30
None,16.2, 1.0,0.0, 4.4, None,2017-07-23 08:00:00, 293.0,88.0,30
None,16.7, None,0.0, 3.6, None,2017-07-23 08:15:00, 295.0,85.0,30
None,17.1, None,0.0, 4.1, None,2017-07-23 08:30:00, 283.0,82.0,30
None,16.4, None,0.0, 2.8, None,2017-07-23 08:45:00, 209.0,86.0,30
None,16.3, 0.0,0.0, 0.9, None,2017-07-23 09:00:00, 319.0,85.0,30
None,17.9, None,0.0, 3.2, None,2017-07-23 09:15:00, 187.0,78.0,30
None,18.1, None,0.0, 3.2, None,2017-07-23 09:30:00, 141.0,78.0,30
None,18.7, None,0.0, 5.7, None,2017-07-23 09:45:00, 134.0,79.0,30
None,17.9, 0.0,0.0, 4.3, None,2017-07-23 10:00:00, 184.0,80.0,30
None,17.8, None,0.0, 8.1, None,2017-07-23 10:15:00, 141.0,78.0,30
None,18.6, None,0.0, 9.9, None,2017-07-23 10:30:00, 141.0,72.0,30
None,18.3, None,0.0, 9.6, None,2017-07-23 10:45:00, 138.0,74.0,30
None,18.6, 0.0,0.0, 8.1, None,2017-07-23 11:00:00, 145.0,72.0,30
None,18.4, None,0.0, 11.4, None,2017-07-23 11:15:00, 121.0,75.0,30
None,18.6, None,0.0, 10.3, None,2017-07-23 11:30:00, 124.0,72.0,30
None,18.8, None,0.0, 8.3, None,2017-07-23 11:45:00, 132.0,72.0,30
None,19.3, 0.0,0.0, 8.2, None,2017-07-23 12:00:00, 138.0,66.0,30
None,20.1, None,0.0, 7.5, None,2017-07-23 12:15:00, 166.0,62.0,30
None,20.4, None,0.0, 9.2, None,2017-07-23 12:30:00, 171.0,63.0,30
None,20.8, None,0.0, 8.4, None,2017-07-23 12:45:00, 164.0,60.0,30
None,21.1, -1.0,0.0, 7.9, None,2017-07-23 13:00:00, 175.0,58.0,30
None,21.3, None,0.0, 6.1, None,2017-07-23 13:15:00, 157.0,56.0,30
None,21.1, None,0.0, 10.2, None,2017-07-23 13:30:00, 133.0,58.0,30
None,21.1, None,0.0, 9.1, None,2017-07-23 13:45:00, 156.0,57.0,30
None,21.5, 1.0,0.0, 7.7, None,2017-07-23 14:00:00, 162.0,55.0,30
None,21.1, None,0.0, 8.0, None,2017-07-23 14:15:00, 191.0,53.0,30
None,22.1, None,0.0, 6.9, None,2017-07-23 14:30:00, 146.0,49.0,30
None,21.5, None,0.0, 8.2, None,2017-07-23 14:45:00, 154.0,49.0,30
None,21.8, 0.0,0.0, 7.6, None,2017-07-23 15:00:00, 159.0,51.0,30
None,20.3, None,0.0, 8.4, None,2017-07-23 15:15:00, 99.0,55.0,30
None,21.3, None,0.0, 9.4, None,2017-07-23 15:30:00, 130.0,52.0,30
None,21.8, None,0.0, 7.7, None,2017-07-23 15:45:00, 139.0,50.0,30
None,21.0, -1.0,0.0, 7.6, None,2017-07-23 16:00:00, 120.0,53.0,30
None,21.4, None,0.0, 9.1, None,2017-07-23 16:15:00, 135.0,51.0,30
None,21.4, None,0.0, 8.9, None,2017-07-23 16:30:00, 137.0,50.0,30
None,21.5, None,0.0, 6.8, None,2017-07-23 16:45:00, 132.0,50.0,30
None,21.3, 0.0,0.0, 6.7, None,2017-07-23 17:00:00, 131.0,47.0,30
None,21.1, None,0.0, 9.1, None,2017-07-23 17:15:00, 137.0,51.0,30
None,21.0, None,0.0, 7.9, None,2017-07-23 17:30:00, 124.0,50.0,30
None,20.4, None,0.0, 8.2, None,2017-07-23 17:45:00, 128.0,55.0,30
None,20.0, 0.0,0.0, 9.4, None,2017-07-23 18:00:00, 126.0,54.0,30
None,18.9, None,0.0, 6.3, None,2017-07-23 18:15:00, 134.0,60.0,30
None,18.0, None,0.0, 6.9, None,2017-07-23 18:30:00, 133.0,62.0,30
None,17.5, None,0.0, 6.2, None,2017-07-23 18:45:00, 148.0,65.0,30
None,16.9, -1.0,0.0, 5.8, None,2017-07-23 19:00:00, 150.0,70.0,30
None,16.2, None,0.0, 5.7, None,2017-07-23 19:15:00, 147.0,73.0,30
