pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
0.0, 10.29, 81.7, 24.3, 3.6, 72.41, 0.531, 123.2, 7.0, 0.5, 10.3, 10.3, 1018.7, 0.0, 7.0, 914.0, 123.0, 0.0, 82.0,2020-07-15 00:00:00, -6999.0, 914.0,29
0.0, 9.33, 85.9, 24.3, 4.9, 68.2, 0.609, 95.4, 7.0, 0.6, 9.3, 9.3, 1019.8, 0.0, 7.0, 915.0, 95.0, 0.0, 86.0,2020-07-15 01:00:00, -6999.0, 915.0,29
0.0, 8.91, 88.5, 24.3, 5.1, 73.16, 0.5, 82.6, 7.0, 0.5, 8.9, 9.0, 1018.7, 0.0, 7.0, 914.0, 83.0, 0.0, 89.0,2020-07-15 02:00:00, -6999.0, 914.0,29
0.0, 8.13, 89.9, 24.3, 3.7, 13.55, 0.402, 131.4, 6.0, 0.4, 8.1, 8.1, 1018.7, 0.0, 6.0, 914.0, 131.0, 0.0, 90.0,2020-07-15 03:00:00, -6999.0, 914.0,29
0.0, 7.472, 92.3, 24.3, 2.5, 55.99, 0.193, 159.3, 6.0, 0.2, 7.5, 7.4, 1018.7, 0.0, 6.0, 914.0, 159.0, 0.0, 92.0,2020-07-15 04:00:00, -6999.0, 914.0,29
0.0, 6.955, 93.2, 24.3, 4.7, 36.25, 0.67, 146.8, 6.0, 0.7, 7.0, 6.9, 1019.9, 0.0, 6.0, 915.0, 147.0, 0.0, 93.0,2020-07-15 05:00:00, -6999.0, 915.0,29
0.0, 6.818, 94.7, 24.3, 2.5, 48.47, 0.131, 139.6, 6.0, 0.1, 6.8, 6.8, 1019.9, 0.0, 6.0, 915.0, 140.0, 0.0, 95.0,2020-07-15 06:00:00, -6999.0, 915.0,29
0.0, 7.125, 94.6, 7.1, 4.7, 68.34, 0.708, 107.7, 6.0, 0.7, 7.1, 6.8, 1020.2, 0.0, 6.0, 915.0, 108.0, 0.0, 95.0,2020-07-15 07:00:00, -6999.0, 915.0,29
0.0, 11.81, 78.66, 11.8, 3.3, 43.33, 0.31, 100.4, 8.0, 0.3, 11.8, 6.8, 1020.1, 0.0, 8.0, 915.0, 100.0, 0.0, 79.0,2020-07-15 08:00:00, -6999.0, 915.0,29
0.0, 17.09, 51.43, 17.0, 14.2, 39.66, 4.764, 140.6, 7.0, 4.8, 17.1, 6.8, 1018.7, 0.0, 7.0, 914.0, 141.0, 0.0, 51.0,2020-07-15 09:00:00, -6999.0, 914.0,29
0.0, 21.12, 40.49, 21.1, 15.2, 48.04, 4.523, 135.4, 7.0, 4.5, 21.1, 6.8, 1018.4, 0.0, 7.0, 914.0, 135.0, 0.0, 40.0,2020-07-15 10:00:00, -6999.0, 914.0,29
None, 23.42, 34.67, None, None, 17.08, 13.49, 138.4, None, None, None, None, None, None, 6.0, 914.0, None, None, None,2020-07-15 11:00:00, None, None,29
None, 24.17, 30.99, 24.8, 27.5, 16.59, 14.59, 139.6, 6.0, 14.6, 24.2, 6.8, 1017.3, 0.0, 6.0, 913.0, 140.0, 0.0, 31.0,2020-07-15 12:00:00, -6999.0, 913.0,29
None, 25.68, 29.16, 26.1, 28.2, 17.04, 14.93, 138.4, 6.0, 14.9, 25.7, 6.8, 1017.3, 0.0, 6.0, 913.0, 138.0, 0.0, 29.0,2020-07-15 13:00:00, -6999.0, 913.0,29
None, 26.08, 28.3, None, None, 19.94, 13.61, 137.3, None, None, None, None, None, None, 6.0, 912.0, None, None, None,2020-07-15 14:00:00, None, None,29
None, 26.19, 30.37, 27.0, 34.7, 21.48, 12.54, 133.9, 7.0, 12.5, 26.2, 6.8, 1016.2, 0.0, 7.0, 912.0, 134.0, 0.0, 30.0,2020-07-15 15:00:00, -6999.0, 912.0,29
None, 27.13, 27.4, 27.0, 20.5, 34.11, 6.554, 127.3, 8.0, 6.6, 27.1, 6.8, 1016.2, 0.0, 8.0, 912.0, 127.0, 0.0, 27.0,2020-07-15 16:00:00, -6999.0, 912.0,29
None, 27.25, 25.97, 27.4, 24.4, 35.45, 10.06, 135.6, 6.0, 10.1, 27.3, 6.8, 1016.2, 0.0, 6.0, 912.0, 136.0, 0.0, 26.0,2020-07-15 17:00:00, -6999.0, 912.0,29
None, 25.51, 29.39, 27.4, 20.3, 64.93, 5.626, 140.0, 7.0, 5.6, 25.5, 6.8, 1016.4, 0.0, 7.0, 912.0, 140.0, 0.0, 29.0,2020-07-15 18:00:00, -6999.0, 912.0,29
None, 23.26, 40.6, 26.0, 11.9, 61.25, 1.716, 183.9, 10.0, 1.7, 23.3, 23.3, 1016.6, 0.0, 10.0, 912.0, 184.0, 0.0, 41.0,2020-07-15 19:00:00, -6999.0, 912.0,29
None, 20.89, 51.05, 26.0, 4.2, 72.87, 0.918, 258.9, 11.0, 0.9, 20.9, 21.0, 1016.4, 0.0, 11.0, 912.0, 259.0, 0.0, 51.0,2020-07-15 20:00:00, -6999.0, 912.0,29
None, 17.61, 61.74, 26.0, 3.6, 77.44, 0.508, 5.952, 10.0, 0.5, 17.6, 17.7, 1016.2, 0.0, 10.0, 912.0, 6.0, 0.0, 62.0,2020-07-15 21:00:00, -6999.0, 912.0,29
None, 15.46, 73.68, 26.0, 6.1, 77.7, 0.482, 282.9, 11.0, 0.5, 15.5, 15.5, 1017.1, 0.0, 11.0, 913.0, 283.0, 0.0, 74.0,2020-07-15 22:00:00, -6999.0, 913.0,29
None, 13.62, 77.96, 26.0, 3.2, 58.67, 0.509, 136.8, 10.0, 0.5, 13.6, 13.7, 1017.1, 0.0, 10.0, 913.0, 137.0, 0.0, 78.0,2020-07-15 23:00:00, -6999.0, 913.0,29
None, 12.47, 83.6, 26.0, 4.7, 69.01, 0.559, 112.0, 10.0, 0.6, 12.5, 12.5, 1017.1, 0.0, 10.0, 913.0, 112.0, 0.0, 84.0,2020-07-16 00:00:00, -6999.0, 913.0,29
None, 11.22, 86.7, 26.0, 5.2, 66.99, 0.602, 147.9, 9.0, 0.6, 11.2, 11.2, 1017.1, 0.0, 9.0, 913.0, 148.0, 0.0, 87.0,2020-07-16 01:00:00, -6999.0, 913.0,29
None, 10.46, 90.5, 26.0, 4.1, 71.31, 0.908, 151.0, 9.0, 0.9, 10.5, 10.3, 1017.1, 0.0, 9.0, 913.0, 151.0, 0.0, 91.0,2020-07-16 02:00:00, -6999.0, 913.0,29
None, 9.74, 92.0, 26.0, 4.5, 53.37, 0.584, 163.2, 9.0, 0.6, 9.7, 9.7, 1017.2, 0.0, 9.0, 913.0, 163.0, 0.0, 92.0,2020-07-16 03:00:00, -6999.0, 913.0,29
None, 9.16, 93.7, 26.0, 3.7, 55.31, 0.626, 134.3, 8.0, 0.6, 9.2, 9.2, 1017.1, 0.0, 8.0, 913.0, 134.0, 0.0, 94.0,2020-07-16 04:00:00, -6999.0, 913.0,29
None, 8.95, 95.3, 26.0, 3.0, 73.87, 0.287, 209.1, 8.0, 0.3, 9.0, 8.8, 1017.1, 0.0, 8.0, 913.0, 209.0, 0.0, 95.0,2020-07-16 05:00:00, -6999.0, 913.0,29
None, 8.94, 95.1, 26.0, 4.1, 39.02, 0.632, 139.9, 9.0, 0.6, 8.9, 8.4, 1017.3, 0.0, 9.0, 913.0, 140.0, 0.0, 95.0,2020-07-16 06:00:00, -6999.0, 913.0,29
None, 11.02, 90.9, 11.0, 3.2, 58.66, 0.244, 113.3, 10.0, 0.2, 11.0, 8.9, 1017.3, 0.0, 10.0, 913.0, 113.0, 0.0, 91.0,2020-07-16 07:00:00, -6999.0, 913.0,29
None, 13.22, 80.1, 13.1, 6.6, 47.16, 1.595, 119.3, 10.0, 1.6, 13.2, 8.9, 1016.2, 0.0, 10.0, 912.0, 119.0, 0.0, 80.0,2020-07-16 08:00:00, -6999.0, 912.0,29
None, 17.29, 63.28, 17.2, 6.4, 46.35, 1.404, 112.7, 10.0, 1.4, 17.3, 8.9, 1016.2, 0.0, 10.0, 912.0, 113.0, 0.0, 63.0,2020-07-16 09:00:00, -6999.0, 912.0,29
None, 20.48, 54.44, 20.4, 8.9, 40.61, 2.993, 139.1, 11.0, 3.0, 20.5, 8.9, 1014.9, 0.0, 11.0, 911.0, 139.0, 0.0, 54.0,2020-07-16 10:00:00, -6999.0, 911.0,29
