pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
0.0, None,255.0, None,9.9,13.0, None, None, 0.0,-2.0, None,2021-07-09 00:00:00, None,28
0.0, None,255.0, None,8.6,14.0, None, None, 0.0,-2.0, None,2021-07-09 01:00:00, None,28
0.0, None,255.0, None,7.9,13.0, None, None, 0.0,-2.0, None,2021-07-09 02:00:00, None,28
0.0, None,255.0, None,7.8,13.0, None, None, 0.0,-3.0, None,2021-07-09 03:00:00, None,28
0.0, None,255.0, None,8.0,13.0, None, None, 0.0,-3.0, None,2021-07-09 04:00:00, None,28
0.0, None,255.0, None,7.7,13.0, None, None, 0.0,-3.0, None,2021-07-09 05:00:00, None,28
0.0, None,255.0, None,7.9,14.0, None, None, 0.0,-3.0, None,2021-07-09 06:00:00, None,28
0.0, None,255.0, None,10.8,13.0, None, None, 0.0,-3.0, None,2021-07-09 07:00:00, None,28
0.0, None,255.0, None,14.8,12.0, None, None, 0.0,-3.0, None,2021-07-09 08:00:00, None,28
None, None,254.0, None,17.1,12.0, None, None, None,-3.0, None,2021-07-09 09:00:00, None,28
0.0, None,254.0, None,18.2,12.0, None, None, 0.0,-3.0, None,2021-07-09 10:00:00, None,28
0.0, None,254.0, None,18.7,14.0, None, None, 0.0,-3.0, None,2021-07-09 11:00:00, None,28
0.0, None,254.0, None,19.8,13.0, None, None, 0.0,-3.0, None,2021-07-09 12:00:00, None,28
0.0, None,254.0, None,20.5,14.0, None, None, 0.0,-3.0, None,2021-07-09 13:00:00, None,28
0.0, None,254.0, None,20.3,13.0, None, None, 0.0,-3.0, None,2021-07-09 14:00:00, None,28
None, None,254.0, None,23.6,14.0, None, None, 0.0,-3.0, None,2021-07-09 15:00:00, None,28
0.0, None,255.0, None,23.9,11.0, None, None, 1.0,-3.0, None,2021-07-09 16:00:00, None,28
0.0, None,255.0, None,25.2,12.0, None, None, 0.0,-3.0, None,2021-07-09 17:00:00, None,28
0.0, None,255.0, None,21.9,12.0, None, None, 0.0,-2.0, None,2021-07-09 18:00:00, None,28
None, None,254.0, None,19.9,13.0, None, None, None,-2.0, None,2021-07-09 19:00:00, None,28
0.0, None,255.0, None,18.7,13.0, None, None, 1.0,-2.0, None,2021-07-09 20:00:00, None,28
0.0, None,255.0, None,16.2,13.0, None, None, 0.0,-2.0, None,2021-07-09 21:00:00, None,28
0.0, None,255.0, None,15.0,13.0, None, None, 0.0,-2.0, None,2021-07-09 22:00:00, None,28
0.0, None,255.0, None,13.2,13.0, None, None, 0.0,-2.0, None,2021-07-09 23:00:00, None,28
0.0, None,255.0, None,11.4,13.0, None, None, 0.0,-2.0, None,2021-07-10 00:00:00, None,28
0.0, None,255.0, None,11.7,13.0, None, None, 0.0,-3.0, None,2021-07-10 01:00:00, None,28
0.0, None,255.0, None,10.1,13.0, None, None, 0.0,-2.0, None,2021-07-10 02:00:00, None,28
0.0, None,255.0, None,8.5,13.0, None, None, 0.0,-2.0, None,2021-07-10 03:00:00, None,28
0.0, None,255.0, None,9.6,13.0, None, None, 0.0,-3.0, None,2021-07-10 04:00:00, None,28
0.0, None,255.0, None,8.0,13.0, None, None, 0.0,-3.0, None,2021-07-10 05:00:00, None,28
0.0, None,255.0, None,8.9,13.0, None, None, 0.0,-3.0, None,2021-07-10 06:00:00, None,28
0.0, None,255.0, None,14.2,13.0, None, None, 0.0,-3.0, None,2021-07-10 07:00:00, None,28
None, None,254.0, None,15.2,12.0, None, None, None,-3.0, None,2021-07-10 08:00:00, None,28
0.0, None,254.0, None,16.2,12.0, None, None, 0.0,-3.0, None,2021-07-10 09:00:00, None,28
0.0, None,254.0, None,17.8,12.0, None, None, 0.0,-3.0, None,2021-07-10 10:00:00, None,28
0.0, None,254.0, None,19.4,13.0, None, None, 0.0,-3.0, None,2021-07-10 11:00:00, None,28
0.0, None,254.0, None,19.4,13.0, None, None, 0.0,-3.0, None,2021-07-10 12:00:00, None,28
