pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
0.0, None, 373.0, None, 11.8, 6.0, None, None, 0.0, -5.0, None,2020-07-15 00:00:00, None,29
None, None, 373.0, None, 11.1, -27.0, None, None, 0.0, -5.0, None,2020-07-15 01:00:00, None,29
0.0, None, 373.0, None, 10.6, 8.0, None, None, 0.0, -5.0, None,2020-07-15 02:00:00, None,29
0.0, None, 373.0, None, 10.5, 9.0, None, None, 0.0, -5.0, None,2020-07-15 03:00:00, None,29
0.0, None, 373.0, None, 9.6, 11.0, None, None, 0.0, -5.0, None,2020-07-15 04:00:00, None,29
1.0, None, 374.0, None, 9.9, 12.0, None, None, 1.0, -5.0, None,2020-07-15 05:00:00, None,29
0.0, None, 373.0, None, 9.0, 9.0, None, None, None, -5.0, None,2020-07-15 06:00:00, None,29
0.0, None, 373.0, None, 10.8, 8.0, None, None, 0.0, -5.0, None,2020-07-15 07:00:00, None,29
0.0, None, 373.0, None, 11.0, 13.0, None, None, 0.0, -5.0, None,2020-07-15 08:00:00, None,29
0.0, None, 373.0, None, 14.4, 10.0, None, None, 0.0, -5.0, None,2020-07-15 09:00:00, None,29
0.0, None, 373.0, None, 12.8, 11.0, None, None, 0.0, -5.0, None,2020-07-15 10:00:00, None,29
0.0, None, 373.0, None, 14.8, 10.0, None, None, 0.0, -5.0, None,2020-07-15 11:00:00, None,29
1.0, None, 373.0, None, 17.4, 9.0, None, None, 0.0, -5.0, None,2020-07-15 12:00:00, None,29
1.0, None, 373.0, None, 17.2, 7.0, None, None, 0.0, -5.0, None,2020-07-15 13:00:00, None,29
1.0, None, 373.0, None, 18.1, 8.0, None, None, 0.0, -5.0, None,2020-07-15 14:00:00, None,29
0.0, None, 373.0, None, 16.2, 7.0, None, None, 0.0, -5.0, None,2020-07-15 15:00:00, None,29
0.0, 0.0, 373.0, None, 15.3, 10.0, None, None, 0.0, -5.0, None,2020-07-15 16:00:00, None,29
0.0, None, 373.0, None, 15.0, 11.0, None, None, 0.0, -5.0, None,2020-07-15 17:00:00, None,29
0.0, None, 373.0, None, 14.1, -30.0, None, None, 0.0, -5.0, None,2020-07-15 18:00:00, None,29
0.0, None, 373.0, None, 14.3, 9.0, None, None, 0.0, -5.0, None,2020-07-15 19:00:00, None,29
0.0, None, 373.0, None, 13.4, 9.0, None, None, 0.0, -5.0, None,2020-07-15 20:00:00, None,29
0.0, None, 373.0, None, 12.5, 9.0, None, None, 0.0, -5.0, None,2020-07-15 21:00:00, None,29
0.0, None, 373.0, None, 10.6, 12.0, None, None, 0.0, -5.0, None,2020-07-15 22:00:00, None,29
0.0, None, 373.0, None, 9.8, 10.0, None, None, 0.0, -5.0, None,2020-07-15 23:00:00, None,29
0.0, None, 373.0, None, 9.7, 8.0, None, None, 0.0, -5.0, None,2020-07-16 00:00:00, None,29
0.0, None, 373.0, None, 9.0, 13.0, None, None, 0.0, -5.0, None,2020-07-16 01:00:00, None,29
