RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
62.88, None, None, None, 5.742, None, None, None, -1.0, None, None, None, None, None, None, 78.0, None,5.079, None, None, None, None, None, None, None, None, None,2016-04-01 00:00:00, None,14
61.49, None, None, None, 5.636, None, None, None, -2.0, None, None, None, None, None, None, 77.8, None,5.128, None, None, None, None, None, None, None, None, None,2016-04-01 01:00:00, None,14
61.82, None, None, None, 5.85, None, None, None, -1.0, None, None, None, None, None, None, 77.7, None,5.319, None, None, None, None, None, None, None, None, None,2016-04-01 02:00:00, None,14
63.28, None, None, None, 3.352, None, None, None, -2.0, None, None, None, None, None, None, 77.6, None,4.658, None, None, None, None, None, None, None, None, None,2016-04-01 03:00:00, None,14
65.19, None, None, None, 4.671, None, None, None, -2.0, None, None, None, None, None, None, 77.6, None,4.185, None, None, None, None, None, None, None, None, None,2016-04-01 04:00:00, None,14
66.05, None, None, None, 3.528, None, None, None, -2.0, None, None, None, None, None, None, 77.6, None,4.185, None, None, None, None, None, None, None, None, None,2016-04-01 05:00:00, None,14
65.72, None, None, None, 3.847, None, None, None, -2.0, None, None, None, None, None, None, 77.7, None,3.949, None, None, None, None, None, None, None, None, None,2016-04-01 06:00:00, None,14
64.66, None, None, None, 4.006, None, None, None, -2.0, None, None, None, None, None, None, 77.5, None,4.138, None, None, None, None, None, None, None, None, None,2016-04-01 07:00:00, None,14
64.66, None, None, None, 3.638, None, None, None, -2.0, None, None, None, None, None, None, 77.5, None,4.232, None, None, None, None, None, None, None, None, None,2016-04-01 08:00:00, None,14
61.89, None, None, None, 3.599, None, None, None, -2.0, None, None, None, None, None, None, 77.6, None,4.847, None, None, None, None, None, None, None, None, None,2016-04-01 09:00:00, None,14
55.02, None, None, None, 4.181, None, None, None, -2.0, None, None, None, None, None, None, 77.6, None,6.217, None, None, None, None, None, None, None, None, None,2016-04-01 10:00:00, None,14
45.16, None, None, None, 5.134, None, None, None, -2.0, None, None, None, None, None, None, 77.2, None,9.63, None, None, None, None, None, None, None, None, None,2016-04-01 11:00:00, None,14
47.33, None, None, None, 6.448, None, None, None, -1.0, None, None, None, None, None, None, 76.9, None,10.08, None, None, None, None, None, None, None, None, None,2016-04-01 12:00:00, None,14
41.78, None, None, None, 6.339, None, None, None, -2.0, None, None, None, None, None, None, 77.6, None,10.75, None, None, None, None, None, None, None, None, None,2016-04-01 13:00:00, None,14
37.88, None, None, None, 7.89, None, None, None, -2.0, None, None, None, None, None, None, 76.6, None,12.28, None, None, None, None, None, None, None, None, None,2016-04-01 14:00:00, None,14
39.12, None, None, None, 8.77, None, None, None, -1.0, None, None, None, None, None, None, 76.6, None,12.67, None, None, None, None, None, None, None, None, None,2016-04-01 15:00:00, None,14
39.39, None, None, None, 8.98, None, None, None, -1.0, None, None, None, None, None, None, 75.9, None,12.45, None, None, None, None, None, None, None, None, None,2016-04-01 16:00:00, None,14
42.17, None, None, None, 8.12, None, None, None, -1.0, None, None, None, None, None, None, 75.6, None,11.39, None, None, None, None, None, None, None, None, None,2016-04-01 17:00:00, None,14
54.79, None, None, None, 8.96, None, None, None, 0.0, None, None, None, None, None, None, 75.1, None,8.81, None, None, None, None, None, None, None, None, None,2016-04-01 18:00:00, None,14
60.15, None, None, None, 6.716, None, None, None, 0.0, None, None, None, None, None, None, 74.9, None,7.42, None, None, None, None, None, None, None, None, None,2016-04-01 19:00:00, None,14
72.5, None, None, None, 3.422, None, None, None, 0.0, None, None, None, None, None, None, 74.8, None,5.01, None, None, None, None, None, None, None, None, None,2016-04-01 20:00:00, None,14
81.6, None, None, None, 1.724, None, None, None, 0.0, None, None, None, None, None, None, 75.0, None,3.129, None, None, None, None, None, None, None, None, None,2016-04-01 21:00:00, None,14
78.5, None, None, None, 3.936, None, None, None, 0.0, None, None, None, None, None, None, 75.0, None,3.665, None, None, None, None, None, None, None, None, None,2016-04-01 22:00:00, None,14
73.2, None, None, None, 5.567, None, None, None, -1.0, None, None, None, None, None, None, 75.0, None,3.193, None, None, None, None, None, None, None, None, None,2016-04-01 23:00:00, None,14
70.1, None, None, None, 6.011, None, None, None, -2.0, None, None, None, None, None, None, 74.9, None,2.767, None, None, None, None, None, None, None, None, None,2016-04-02 00:00:00, None,14
72.5, None, None, None, 6.367, None, None, None, -2.0, None, None, None, None, None, None, 74.7, None,2.437, None, None, None, None, None, None, None, None, None,2016-04-02 01:00:00, None,14
80.6, None, None, None, 4.097, None, None, None, -1.0, None, None, None, None, None, None, 74.5, None,1.492, None, None, None, None, None, None, None, None, None,2016-04-02 02:00:00, None,14
74.5, None, None, None, 3.597, None, None, None, -2.0, None, None, None, None, None, None, 74.4, None,1.87, None, None, None, None, None, None, None, None, None,2016-04-02 03:00:00, None,14
84.6, None, None, None, 5.036, None, None, None, -1.0, None, None, None, None, None, None, 74.5, None,1.161, None, None, None, None, None, None, None, None, None,2016-04-02 04:00:00, None,14
83.8, None, None, None, 3.348, None, None, None, -1.0, None, None, None, None, None, None, 74.5, None,1.161, None, None, None, None, None, None, None, None, None,2016-04-02 05:00:00, None,14
86.9, None, None, None, 3.995, None, None, None, -1.0, None, None, None, None, None, None, 74.4, None,0.83, None, None, None, None, None, None, None, None, None,2016-04-02 06:00:00, None,14
85.7, None, None, None, 2.942, None, None, None, -1.0, None, None, None, None, None, None, 74.5, None,0.783, None, None, None, None, None, None, None, None, None,2016-04-02 07:00:00, None,14
82.4, None, None, None, 3.762, None, None, None, -1.0, None, None, None, None, None, None, 74.4, None,1.161, None, None, None, None, None, None, None, None, None,2016-04-02 08:00:00, None,14
79.5, None, None, None, 7.03, None, None, None, -2.0, None, None, None, None, None, None, 74.4, None,1.397, None, None, None, None, None, None, None, None, None,2016-04-02 09:00:00, None,14
75.8, None, None, None, 6.831, None, None, None, -2.0, None, None, None, None, None, None, 74.3, None,1.822, None, None, None, None, None, None, None, None, None,2016-04-02 10:00:00, None,14
67.24, None, None, None, 8.5, None, None, None, -2.0, None, None, None, None, None, None, 74.1, None,3.618, None, None, None, None, None, None, None, None, None,2016-04-02 11:00:00, None,14
67.02, None, None, None, 7.91, None, None, None, -2.0, None, None, None, None, None, None, 74.6, None,3.782, None, None, None, None, None, None, None, None, None,2016-04-02 12:00:00, None,14
68.08, None, None, None, 9.02, None, None, None, -2.0, None, None, None, None, None, None, 74.1, None,3.498, None, None, None, None, None, None, None, None, None,2016-04-02 13:00:00, None,14
62.93, None, None, None, 7.64, None, None, None, -2.0, None, None, None, None, None, None, 74.3, None,4.396, None, None, None, None, None, None, None, None, None,2016-04-02 14:00:00, None,14
55.78, None, None, None, 8.95, None, None, None, -2.0, None, None, None, None, None, None, 73.7, None,6.505, None, None, None, None, None, None, None, None, None,2016-04-02 15:00:00, None,14
55.12, None, None, None, 8.46, None, None, None, -2.0, None, None, None, None, None, None, 72.1, None,5.976, None, None, None, None, None, None, None, None, None,2016-04-02 16:00:00, None,14
57.43, None, None, None, 7.99, None, None, None, -4.0, None, None, None, None, None, None, 72.3, None,3.948, None, None, None, None, None, None, None, None, None,2016-04-02 17:00:00, None,14
68.27, None, None, None, 6.418, None, None, None, -2.0, None, None, None, None, None, None, 71.7, None,2.884, None, None, None, None, None, None, None, None, None,2016-04-02 18:00:00, None,14
69.59, None, None, None, 5.181, None, None, None, -3.0, None, None, None, None, None, None, 71.9, None,2.412, None, None, None, None, None, None, None, None, None,2016-04-02 19:00:00, None,14
71.0, None, None, None, 5.761, None, None, None, -3.0, None, None, None, None, None, None, 71.8, None,2.191, None, None, None, None, None, None, None, None, None,2016-04-02 20:00:00, None,14
69.22, None, None, None, 6.894, None, None, None, -4.0, None, None, None, None, None, None, 71.9, None,1.113, None, None, None, None, None, None, None, None, None,2016-04-02 21:00:00, None,14
73.4, None, None, None, 4.957, None, None, None, -3.0, None, None, None, None, None, None, 71.8, None,0.877, None, None, None, None, None, None, None, None, None,2016-04-02 22:00:00, None,14
68.89, None, None, None, 5.486, None, None, None, -4.0, None, None, None, None, None, None, 71.8, None,0.783, None, None, None, None, None, None, None, None, None,2016-04-02 23:00:00, None,14
79.6, None, None, None, 2.847, None, None, None, -3.0, None, None, None, None, None, None, 71.7, None,-0.635, None, None, None, None, None, None, None, None, None,2016-04-03 00:00:00, None,14
78.5, None, None, None, 2.494, None, None, None, -4.0, None, None, None, None, None, None, 71.6, None,-1.013, None, None, None, None, None, None, None, None, None,2016-04-03 01:00:00, None,14
79.9, None, None, None, 1.21, None, None, None, -4.0, None, None, None, None, None, None, 71.6, None,-1.438, None, None, None, None, None, None, None, None, None,2016-04-03 02:00:00, None,14
79.6, None, None, None, 2.151, None, None, None, -4.0, None, None, None, None, None, None, 71.6, None,-1.338, None, None, None, None, None, None, None, None, None,2016-04-03 03:00:00, None,14
78.4, None, None, None, 2.908, None, None, None, -5.0, None, None, None, None, None, None, 71.6, None,-1.663, None, None, None, None, None, None, None, None, None,2016-04-03 04:00:00, None,14
80.5, None, None, None, 4.389, None, None, None, -4.0, None, None, None, None, None, None, 71.5, None,-1.899, None, None, None, None, None, None, None, None, None,2016-04-03 05:00:00, None,14
80.7, None, None, None, 4.246, None, None, None, -5.0, None, None, None, None, None, None, 71.5, None,-2.133, None, None, None, None, None, None, None, None, None,2016-04-03 06:00:00, None,14
79.5, None, None, None, 4.645, None, None, None, -5.0, None, None, None, None, None, None, 71.4, None,-2.084, None, None, None, None, None, None, None, None, None,2016-04-03 07:00:00, None,14
78.6, None, None, None, 4.15, None, None, None, -5.0, None, None, None, None, None, None, 71.4, None,-1.89, None, None, None, None, None, None, None, None, None,2016-04-03 08:00:00, None,14
76.2, None, None, None, 2.209, None, None, None, -5.0, None, None, None, None, None, None, 71.4, None,-1.614, None, None, None, None, None, None, None, None, None,2016-04-03 09:00:00, None,14
70.2, None, None, None, 3.333, None, None, None, -4.0, None, None, None, None, None, None, 71.4, None,0.358, None, None, None, None, None, None, None, None, None,2016-04-03 10:00:00, None,14
64.98, None, None, None, 4.064, None, None, None, -4.0, None, None, None, None, None, None, 71.1, None,2.133, None, None, None, None, None, None, None, None, None,2016-04-03 11:00:00, None,14
57.84, None, None, None, 5.681, None, None, None, -4.0, None, None, None, None, None, None, 71.5, None,3.309, None, None, None, None, None, None, None, None, None,2016-04-03 12:00:00, None,14
49.59, None, None, None, 7.49, None, None, None, -5.0, None, None, None, None, None, None, 71.6, None,4.443, None, None, None, None, None, None, None, None, None,2016-04-03 13:00:00, None,14
52.48, None, None, None, 9.12, None, None, None, -4.0, None, None, None, None, None, None, 71.6, None,4.656, None, None, None, None, None, None, None, None, None,2016-04-03 14:00:00, None,14
51.35, None, None, None, 7.26, None, None, None, -5.0, None, None, None, None, None, None, 71.5, None,4.229, None, None, None, None, None, None, None, None, None,2016-04-03 15:00:00, None,14
47.92, None, None, None, 7.36, None, None, None, -6.0, None, None, None, None, None, None, 71.2, None,4.559, None, None, None, None, None, None, None, None, None,2016-04-03 16:00:00, None,14
48.33, None, None, None, 6.97, None, None, None, -5.0, None, None, None, None, None, None, 71.4, None,4.582, None, None, None, None, None, None, None, None, None,2016-04-03 17:00:00, None,14
55.0, None, None, None, 4.977, None, None, None, -4.0, None, None, None, None, None, None, 71.1, None,3.734, None, None, None, None, None, None, None, None, None,2016-04-03 18:00:00, None,14
49.13, None, None, None, 5.97, None, None, None, -6.0, None, None, None, None, None, None, 71.0, None,3.545, None, None, None, None, None, None, None, None, None,2016-04-03 19:00:00, None,14
61.41, None, None, None, 6.524, None, None, None, -4.0, None, None, None, None, None, None, 71.1, None,2.416, None, None, None, None, None, None, None, None, None,2016-04-03 20:00:00, None,14
63.41, None, None, None, 4.562, None, None, None, -4.0, None, None, None, None, None, None, 70.9, None,2.577, None, None, None, None, None, None, None, None, None,2016-04-03 21:00:00, None,14
63.94, None, None, None, 5.457, None, None, None, -3.0, None, None, None, None, None, None, 70.9, None,2.72, None, None, None, None, None, None, None, None, None,2016-04-03 22:00:00, None,14
64.53, None, None, None, 6.343, None, None, None, -3.0, None, None, None, None, None, None, 70.8, None,2.578, None, None, None, None, None, None, None, None, None,2016-04-03 23:00:00, None,14
73.4, None, None, None, 5.094, None, None, None, -2.0, None, None, None, None, None, None, 70.6, None,1.87, None, None, None, None, None, None, None, None, None,2016-04-04 00:00:00, None,14
74.2, None, None, None, 3.496, None, None, None, -2.0, None, None, None, None, None, None, 70.7, None,1.633, None, None, None, None, None, None, None, None, None,2016-04-04 01:00:00, None,14
