CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 8.86, 75.61, None,2016-04-01 00:00:00, None, None,22.76, 7.916,166.6, None, None, None, None, None, 30.59,14
None, 8.65, 75.45, None,2016-04-01 01:00:00, None, None,51.28, 2.351,147.4, None, None, None, None, None, 30.6,14
None, 7.667, 75.77, None,2016-04-01 02:00:00, None, None,41.49, 3.791,123.2, None, None, None, None, None, 30.36,14
None, 7.636, 73.95, None,2016-04-01 03:00:00, None, None,42.49, 1.459,81.5, None, None, None, None, None, 29.97,14
None, 7.088, 78.0, None,2016-04-01 04:00:00, None, None,37.58, 2.736,149.0, None, None, None, None, None, 29.78,14
None, 6.735, 78.54, None,2016-04-01 05:00:00, None, None,45.01, 2.013,172.6, None, None, None, None, None, 30.27,14
None, 6.681, 76.82, None,2016-04-01 06:00:00, None, None,49.53, 0.849,8.47, None, None, None, None, None, 30.17,14
None, 6.633, 77.15, None,2016-04-01 07:00:00, None, None,73.68, 0.009,294.3, None, None, None, None, None, 30.33,14
None, 6.546, 75.57, None,2016-04-01 08:00:00, None, None,44.11, 1.338,51.71, None, None, None, None, None, 29.98,14
None, 7.335, 71.28, None,2016-04-01 09:00:00, None, None,72.01, 0.619,82.6, None, None, None, None, None, 30.44,14
None, 10.06, 68.57, None,2016-04-01 10:00:00, None, None,51.74, 1.698,234.8, None, None, None, None, None, 30.09,14
None, 13.2, 50.88, None,2016-04-01 11:00:00, None, None,30.74, 6.464,158.8, None, None, None, None, None, 29.59,14
None, 14.81, 48.27, None,2016-04-01 12:00:00, None, None,19.93, 11.9,166.8, None, None, None, None, None, 28.79,14
None, 15.36, 45.25, None,2016-04-01 13:00:00, None, None,20.61, 13.79,168.4, None, None, None, None, None, 28.94,14
None, 16.18, 44.99, None,2016-04-01 14:00:00, None, None,19.82, 14.13,168.6, None, None, None, None, None, 27.91,14
None, 17.36, 43.11, None,2016-04-01 15:00:00, None, None,30.06, 11.3,186.5, None, None, None, None, None, 26.32,14
None, 17.73, 41.78, None,2016-04-01 16:00:00, None, None,38.4, 7.595,204.7, None, None, None, None, None, 25.6,14
None, 16.54, 46.51, None,2016-04-01 17:00:00, None, None,60.75, 7.634,263.1, None, None, None, None, None, 26.22,14
None, 16.44, 43.85, None,2016-04-01 18:00:00, None, None,44.3, 8.44,283.8, None, None, None, None, None, 25.16,14
None, 13.14, 54.63, None,2016-04-01 19:00:00, None, None,43.75, 6.19,239.7, None, None, None, None, None, 25.03,14
None, 11.84, 60.03, None,2016-04-01 20:00:00, None, None,20.7, 9.76,192.6, None, None, None, None, None, 24.89,14
None, 10.76, 67.71, None,2016-04-01 21:00:00, None, None,14.19, 14.57,157.0, None, None, None, None, None, 24.7,14
None, 9.81, 72.91, None,2016-04-01 22:00:00, None, None,10.64, 17.0,154.0, None, None, None, None, None, 24.27,14
