pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, 22.1, 0.0, None, None,383.0, 10.0,2018-06-18 00:00:00, None,25
None, None, None, None, None, 21.7, 0.0, None, None,383.0, 10.0,2018-06-18 01:00:00, None,25
None, None, None, None, None, 20.6, 0.0, None, None,383.0, 10.0,2018-06-18 02:00:00, None,25
None, None, None, None, None, 19.4, 0.0, None, None,383.0, 9.0,2018-06-18 03:00:00, None,25
None, None, None, None, None, 18.1, 0.0, None, None,384.0, 9.0,2018-06-18 04:00:00, None,25
None, None, None, None, None, 16.8, 0.0, None, None,384.0, 8.0,2018-06-18 05:00:00, None,25
None, None, None, None, None, 14.7, 0.0, None, None,384.0, 7.0,2018-06-18 06:00:00, None,25
None, None, None, None, None, 12.9, None, None, None,385.0, 7.0,2018-06-18 07:00:00, None,25
None, None, None, None, None, 10.1, None, None, None,385.0, 5.0,2018-06-18 08:00:00, None,25
None, None, None, None, None, 8.3, None, None, None,385.0, 4.0,2018-06-18 09:00:00, None,25
None, None, None, None, None, 7.0, None, None, None,386.0, 3.0,2018-06-18 10:00:00, None,25
None, None, None, None, None, 6.3, None, None, None,386.0, 2.0,2018-06-18 11:00:00, None,25
None, None, None, None, None, 5.7, None, None, None,386.0, 1.0,2018-06-18 12:00:00, None,25
None, None, None, None, None, 5.9, None, None, None,386.0, 0.0,2018-06-18 13:00:00, None,25
None, None, None, None, None, 7.1, None, None, None,386.0, None,2018-06-18 14:00:00, None,25
None, None, None, None, None, 9.9, None, None, None,386.0, None,2018-06-18 15:00:00, None,25
None, 0.0, None, None, None, 13.9, None, None, None,386.0, None,2018-06-18 16:00:00, None,25
None, None, None, None, None, 18.9, None, None, None,386.0, 0.0,2018-06-18 17:00:00, None,25
None, None, None, None, None, 21.8, 0.0, None, None,385.0, 1.0,2018-06-18 18:00:00, None,25
None, None, None, None, None, 22.5, 1.0, None, None,384.0, 4.0,2018-06-18 19:00:00, None,25
None, None, None, None, None, 25.5, None, None, None,383.0, 7.0,2018-06-18 20:00:00, None,25
None, None, None, None, None, 25.3, None, None, None,382.0, 8.0,2018-06-18 21:00:00, None,25
None, None, None, None, None, 26.5, None, None, None,382.0, 9.0,2018-06-18 22:00:00, None,25
