pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None,6.6, 10.0, None, None,936.0, None, None,2018-10-22 00:00:00, None,43
None, None, None, None,4.8, 14.0, None, None,936.0, None, None,2018-10-22 01:00:00, None,43
None, None, None, None,1.9, 11.0, None, None,936.0, None, None,2018-10-22 02:00:00, None,43
None, None, None, None,3.3, 11.0, None, None,940.0, None, None,2018-10-22 03:00:00, None,43
None, None, None, None,3.3, 12.0, None, None,935.0, None, None,2018-10-22 04:00:00, None,43
None, None, None, None,3.5, 12.0, None, None,936.0, None, None,2018-10-22 05:00:00, None,43
None, None, None, None,5.0, 12.0, None, None,936.0, None, None,2018-10-22 06:00:00, None,43
None, None, None, None,4.3, 11.0, None, None,935.0, None, None,2018-10-22 07:00:00, None,43
None, None, None, None,3.9, 12.0, None, None,936.0, None, None,2018-10-22 08:00:00, None,43
None, None, None, None,3.2, 12.0, None, None,938.0, None, None,2018-10-22 09:00:00, None,43
None, None, None, None,3.8, 13.0, None, None,935.0, None, None,2018-10-22 10:00:00, None,43
None, None, None, None,4.4, 12.0, None, None,934.0, None, None,2018-10-22 11:00:00, None,43
None, None, None, None,3.3, 13.0, None, None,935.0, None, None,2018-10-22 12:00:00, None,43
None, None, None, None,1.4, 12.0, None, None,935.0, None, None,2018-10-22 13:00:00, None,43
None, None, None, None,1.6, 12.0, None, None,935.0, None, None,2018-10-22 14:00:00, None,43
None, None, None, None,-0.2, 12.0, None, None,934.0, None, None,2018-10-22 15:00:00, None,43
None, None, None, None,-0.3, 11.0, None, None,934.0, None, None,2018-10-22 16:00:00, None,43
None, None, None, None,4.4, 11.0, None, None,935.0, None, None,2018-10-22 17:00:00, None,43
None, None, None, None,8.1, 13.0, None, None,934.0, None, None,2018-10-22 18:00:00, None,43
None, None, None, None,8.6, 13.0, None, None,933.0, None, None,2018-10-22 19:00:00, None,43
None, None, None, None,9.2, 11.0, None, None,935.0, None, None,2018-10-22 20:00:00, None,43
None, None, None, None,9.6, 11.0, None, None,935.0, None, None,2018-10-22 21:00:00, None,43
None, None, None, None,10.7, 10.0, None, None,935.0, 0.0, None,2018-10-22 22:00:00, None,43
None, None, None, None,10.7, 9.0, None, None,936.0, 1.0, None,2018-10-22 23:00:00, None,43
None, None, None, None,9.1, 9.0, None, None,936.0, 1.0, None,2018-10-23 00:00:00, None,43
None, None, None, None,4.7, 9.0, None, None,936.0, None, None,2018-10-23 01:00:00, None,43
None, None, None, None,1.8, 11.0, None, None,936.0, None, None,2018-10-23 02:00:00, None,43
None, None, None, None,2.5, 11.0, None, None,936.0, None, None,2018-10-23 03:00:00, None,43
None, None, None, None,3.1, 9.0, None, None,936.0, None, None,2018-10-23 04:00:00, None,43
None, None, None, None,6.0, 9.0, None, None,936.0, None, None,2018-10-23 05:00:00, None,43
