station_observations
time, tasmin, tasmax, pcp
2016-01-01 00:00:00, -15.5, -11.2, 0.5
2016-01-02 00:00:00, -15.0, -11.6, 0.1
2016-01-03 00:00:00, -15.3, -12.5, 0.8
2016-01-04 00:00:00, -15.8, -12.3, 0.2
2016-01-05 00:00:00, -16.2, -8.7, 0.8
2016-01-06 00:00:00, -13.0, -7.1, 0.0
2016-01-07 00:00:00, -15.1, -2.8, 0.0
2016-01-08 00:00:00, -13.1, -11.1, 0.0
2016-01-09 00:00:00, -11.3, -9.2, 0.0
2016-01-10 00:00:00, -11.5, -6.9, 0.0
2016-01-11 00:00:00, -12.5, -8.8, 0.9
2016-01-12 00:00:00, -11.7, -5.1, 9.3
2016-01-13 00:00:00, -6.8, -3.5, 9.6
2016-01-14 00:00:00, -6.0, -0.8, 4.2
2016-01-15 00:00:00, -6.3, -0.8, 3.5
2016-01-16 00:00:00, -4.6, -3.0, 9.3
2016-01-17 00:00:00, -8.6, -2.8, 13.0
2016-01-18 00:00:00, -11.4, -4.2, 15.9
2016-01-19 00:00:00, -9.5, -0.6, 7.7
2016-01-20 00:00:00, -9.7, 1.8, 2.0
2016-01-21 00:00:00, -5.1, 0.6, 10.1
2016-01-22 00:00:00, -3.2, 0.4, 7.2
2016-01-23 00:00:00, -6.9, 0.9, 1.4
2016-01-24 00:00:00, -11.0, -1.9, 0.5
2016-01-25 00:00:00, -5.2, 2.7, 22.7
2016-01-26 00:00:00, -1.2, 2.7, 66.2
2016-01-27 00:00:00, -2.9, 2.4, 16.9
2016-01-28 00:00:00, -2.8, 1.1, 59.2
2016-01-29 00:00:00, -4.6, -1.7, 35.1
2016-01-30 00:00:00, -5.4, -3.0, 2.8
2016-01-31 00:00:00, -4.1, -1.5, 1.3
2016-02-01 00:00:00, -4.4, -3.6, 0.0
2016-02-02 00:00:00, -10.8, 1.0, 0.0
2016-02-03 00:00:00, -9.6, -3.4, 5.1
2016-02-04 00:00:00, -4.3, -0.2, 7.8
2016-02-05 00:00:00, -2.4, 2.3, 30.0
2016-02-06 00:00:00, -7.5, -1.5, 18.8
2016-02-07 00:00:00, -5.9, 1.4, 19.4
2016-02-08 00:00:00, 2.0, 3.4, 8.7
2016-02-09 00:00:00, 2.7, 11.5, 0.8
2016-02-10 00:00:00, -0.8, 5.1, 0.0
2016-02-11 00:00:00, -2.9, 1.4, 1.6
2016-02-12 00:00:00, -2.0, 4.6, 12.7
2016-02-13 00:00:00, -4.8, -0.8, 10.4
2016-02-14 00:00:00, -1.7, 0.9, 22.1
2016-02-15 00:00:00, -3.2, 0.6, 8.3
2016-02-16 00:00:00, -2.9, 0.5, 17.1
2016-02-17 00:00:00, -5.3, -1.4, 14.6
2016-02-18 00:00:00, -3.2, 0.6, 3.4
2016-02-19 00:00:00, -6.8, 1.6, 0.0
2016-02-20 00:00:00, -9.3, -0.1, 0.0
2016-02-21 00:00:00, -7.8, 1.1, 8.1
2016-02-22 00:00:00, -8.4, 0.6, 0.0
2016-02-23 00:00:00, -11.1, 0.2, 5.2
2016-02-24 00:00:00, -4.3, 5.6, 0.4
2016-02-25 00:00:00, -3.7, 5.4, 0.1
2016-02-26 00:00:00, -1.6, 3.7, 4.4
2016-02-27 00:00:00, -3.1, 4.7, 0.0
2016-02-28 00:00:00, -2.7, 0.2, 8.7
2016-02-29 00:00:00, -6.9, 3.0, 1.4
2016-03-01 00:00:00, -9.0, -3.5, 10.7
2016-03-02 00:00:00, -3.6, -0.3, 1.2
2016-03-03 00:00:00, -3.0, 5.1, 11.1
2016-03-04 00:00:00, -1.7, 3.4, 39.0
2016-03-05 00:00:00, -4.6, 2.8, 35.2
2016-03-06 00:00:00, -4.0, 3.7, 15.9
2016-03-07 00:00:00, -4.4, 1.5, 0.2
2016-03-08 00:00:00, -6.2, 2.3, 12.6
2016-03-09 00:00:00, -8.6, 3.2, 13.7
2016-03-10 00:00:00, -3.7, 1.4, 10.5
2016-03-11 00:00:00, -9.6, -1.5, 5.1
2016-03-12 00:00:00, -8.1, 0.8, 8.7
2016-03-13 00:00:00, -8.8, 2.4, 2.9
2016-03-14 00:00:00, -5.1, 1.1, 0.0
2016-03-15 00:00:00, -6.0, 1.7, 0.0
2016-03-16 00:00:00, -7.5, 1.6, 1.0
2016-03-17 00:00:00, -12.8, 3.0, 5.7
2016-03-18 00:00:00, -7.6, 3.4, 8.4
2016-03-19 00:00:00, -2.2, 5.0, 0.0
2016-03-20 00:00:00, -2.0, 6.1, 3.5
2016-03-21 00:00:00, -3.9, 3.6, 1.0
2016-03-22 00:00:00, -1.7, 5.6, 0.0
2016-03-23 00:00:00, -2.3, 3.4, 11.0
2016-03-24 00:00:00, -4.0, 1.6, 7.3
2016-03-25 00:00:00, -3.7, 5.2, 0.0
2016-03-26 00:00:00, -1.6, 4.2, 9.9
2016-03-27 00:00:00, -3.1, 5.1, 0.0
2016-03-28 00:00:00, -4.1, 5.8, 0.1
2016-03-29 00:00:00, 1.5, 12.8, 0.1
2016-03-30 00:00:00, 3.5, 13.7, 0.2
2016-03-31 00:00:00, 0.6, 16.9, 0.1
2016-04-01 00:00:00, -1.6, 11.9, 0.0
2016-04-02 00:00:00, 1.0, 7.3, 0.1
2016-04-03 00:00:00, -2.9, 8.1, 3.7
2016-04-04 00:00:00, 1.3, 5.8, 2.8
2016-04-05 00:00:00, 0.3, 5.6, 13.8
2016-04-06 00:00:00, 0.4, 6.7, 0.5
2016-04-07 00:00:00, -2.0, 12.8, 0.0
2016-04-08 00:00:00, 0.3, 8.7, 0.7
2016-04-09 00:00:00, -1.6, 9.3, 0.2
2016-04-10 00:00:00, -2.1, 11.0, 0.1
2016-04-11 00:00:00, 0.9, 7.8, 0.1
2016-04-12 00:00:00, 0.6, 6.0, 10.3
2016-04-13 00:00:00, -1.8, 5.3, 3.9
2016-04-14 00:00:00, -2.9, 8.9, 0.3
2016-04-15 00:00:00, -1.3, 6.0, 2.0
2016-04-16 00:00:00, 0.1, 6.4, 11.9
2016-04-17 00:00:00, 1.3, 12.8, 5.6
2016-04-18 00:00:00, 2.4, 14.0, 1.2
2016-04-19 00:00:00, -1.6, 10.7, 0.1
2016-04-20 00:00:00, -1.0, 15.5, 0.1
2016-04-21 00:00:00, 2.1, 8.1, 0.7
2016-04-22 00:00:00, 1.7, 6.9, 5.1
2016-04-23 00:00:00, 2.1, 8.5, 5.3
2016-04-24 00:00:00, 1.6, 4.3, 0.0
2016-04-25 00:00:00, -1.4, 6.4, 0.0
2016-04-26 00:00:00, -1.6, 7.4, 7.4
2016-04-27 00:00:00, 1.8, 6.2, 0.1
2016-04-28 00:00:00, -0.3, 9.0, 5.5
2016-04-29 00:00:00, -1.4, 7.3, 0.5
2016-04-30 00:00:00, -1.3, 8.7, 0.1
2016-05-01 00:00:00, 1.1, 14.8, 0.0
2016-05-02 00:00:00, 3.0, 15.2, 0.1
2016-05-03 00:00:00, 4.3, 10.1, 6.3
2016-05-04 00:00:00, 1.2, 7.7, 0.5
2016-05-05 00:00:00, -1.3, 11.1, 0.1
2016-05-06 00:00:00, 0.7, 14.4, 0.0
2016-05-07 00:00:00, 3.3, 11.4, 5.3
2016-05-08 00:00:00, 0.7, 7.1, 0.4
2016-05-09 00:00:00, -0.5, 11.1, 0.0
2016-05-10 00:00:00, 1.3, 9.9, 0.0
2016-05-11 00:00:00, 2.6, 7.0, 2.9
2016-05-12 00:00:00, 3.1, 8.8, 0.1
2016-05-13 00:00:00, -0.7, 11.5, 0.1
2016-05-14 00:00:00, -0.1, 14.5, 0.1
2016-05-15 00:00:00, 1.3, 15.6, 0.1
2016-05-16 00:00:00, 5.4, 10.9, 0.1
2016-05-17 00:00:00, 3.6, 8.0, 5.0
2016-05-18 00:00:00, 1.3, 9.3, 2.5
2016-05-19 00:00:00, 1.1, 7.3, 0.9
2016-05-20 00:00:00, 0.0, 3.6, 0.1
2016-05-21 00:00:00, -0.6, 8.7, 0.0
2016-05-22 00:00:00, 4.7, 12.1, 0.1
2016-05-23 00:00:00, 4.1, 11.5, 0.0
2016-05-24 00:00:00, 1.7, 12.0, 0.1
2016-05-25 00:00:00, -1.0, 10.8, 0.0
2016-05-26 00:00:00, 0.6, 7.5, 0.3
2016-05-27 00:00:00, -0.1, 4.8, 10.5
2016-05-28 00:00:00, -1.2, 10.6, 2.3
2016-05-29 00:00:00, 1.4, 8.4, 0.4
2016-05-30 00:00:00, -1.0, 10.7, 0.1
2016-05-31 00:00:00, 3.0, 9.7, 2.5
2016-06-01 00:00:00, 2.7, 8.6, 2.8
2016-06-02 00:00:00, 2.2, 6.6, 1.9
2016-06-03 00:00:00, 2.3, 10.7, 10.3
2016-06-04 00:00:00, 3.3, 17.8, 0.1
2016-06-05 00:00:00, 4.1, 20.6, 0.0
2016-06-06 00:00:00, 5.8, 15.4, 0.0
2016-06-07 00:00:00, 2.0, 18.3, 0.0
2016-06-08 00:00:00, 3.6, 13.9, 0.2
2016-06-09 00:00:00, 0.8, 13.4, 0.0
2016-06-10 00:00:00, 2.5, 14.8, 7.8
2016-06-11 00:00:00, 3.8, 7.5, 1.1
2016-06-12 00:00:00, 2.8, 8.9, 1.3
2016-06-13 00:00:00, 1.0, 7.6, 2.7
2016-06-14 00:00:00, 0.5, 2.8, 16.6
2016-06-15 00:00:00, 0.7, 2.7, 4.1
2016-06-16 00:00:00, 1.4, 5.4, 0.7
2016-06-17 00:00:00, 4.0, 9.6, 0.0
2016-06-18 00:00:00, 4.4, 17.7, 0.0
2016-06-19 00:00:00, 6.8, 11.1, 0.0
2016-06-20 00:00:00, 5.1, 19.1, 0.0
2016-06-21 00:00:00, 5.4, 9.6, 3.5
2016-06-22 00:00:00, 5.0, 13.8, 1.9
2016-06-23 00:00:00, 4.4, 18.0, 0.0
2016-06-24 00:00:00, 7.4, 12.7, 0.0
2016-06-25 00:00:00, 5.7, 11.0, 0.0
2016-06-26 00:00:00, 4.2, 20.8, 0.0
2016-06-27 00:00:00, 7.3, 23.6, 0.0
2016-06-28 00:00:00, 7.6, 22.8, 0.0
