air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,-1.642, None, None, None, None, None,2017-04-09 00:00:00, None, None, None,15
None,-1.632, None, None, None, None, None,2017-04-09 01:00:00, None, None, None,15
None,-1.809, None, None, None, None, None,2017-04-09 02:00:00, None, None, None,15
None,-1.763, None, None, None, None, None,2017-04-09 03:00:00, None, None, None,15
None,-1.932, None, None, None, None, None,2017-04-09 04:00:00, None, None, None,15
None,-2.071, None, None, None, None, None,2017-04-09 05:00:00, None, None, None,15
None,-2.081, None, None, None, None, None,2017-04-09 06:00:00, None, None, None,15
None,-2.211, None, None, None, None, None,2017-04-09 07:00:00, None, None, None,15
None,-1.745, None, None, None, None, None,2017-04-09 08:00:00, None, None, None,15
None,-1.342, None, None, None, None, None,2017-04-09 09:00:00, None, None, None,15
None,-0.287, None, None, None, None, None,2017-04-09 10:00:00, None, None, None,15
None,0.896, None, None, None, None, None,2017-04-09 11:00:00, None, None, None,15
None,4.445, None, None, None, None, None,2017-04-09 12:00:00, None, None, None,15
None,4.315, None, None, None, None, None,2017-04-09 13:00:00, None, None, None,15
None,4.079, None, None, None, None, None,2017-04-09 14:00:00, None, None, None,15
None,4.239, None, None, None, None, None,2017-04-09 15:00:00, None, None, None,15
None,5.14, None, None, None, None, None,2017-04-09 16:00:00, None, None, None,15
None,4.416, None, None, None, None, None,2017-04-09 17:00:00, None, None, None,15
None,3.77, None, None, None, None, None,2017-04-09 18:00:00, None, None, None,15
None,3.405, None, None, None, None, None,2017-04-09 19:00:00, None, None, None,15
None,2.751, None, None, None, None, None,2017-04-09 20:00:00, None, None, None,15
None,1.808, None, None, None, None, None,2017-04-09 21:00:00, None, None, None,15
None,1.202, None, None, None, None, None,2017-04-09 22:00:00, None, None, None,15
None,0.987, None, None, None, None, None,2017-04-09 23:00:00, None, None, None,15
None,1.098, None, None, None, None, None,2017-04-10 00:00:00, None, None, None,15
None,1.246, None, None, None, None, None,2017-04-10 01:00:00, None, None, None,15
None,1.21, None, None, None, None, None,2017-04-10 02:00:00, None, None, None,15
