station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, MEASURED_WIND_DIRECTION1, MEASURED_WIND_SPEED1, air_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, dwpt_temp, time
-4.133, 11.27, None, None, None, 7.29, None, 309.1, 16.68, None, None, -28.0, None, None, 2016-01-01 00:00:00
-3.473, 10.74, None, None, None, 10.7, None, 295.8, 14.77, None, None, -27.0, None, None, 2016-01-01 01:00:00
-3.332, 9.42, None, None, None, 6.276, None, 315.5, 15.96, None, None, -29.0, None, None, 2016-01-01 02:00:00
-3.473, 9.03, None, None, None, 7.38, None, 316.5, 18.14, None, None, -29.0, None, None, 2016-01-01 03:00:00
-3.237, 9.49, None, None, None, 6.756, None, 313.3, 16.95, None, None, -28.0, None, None, 2016-01-01 04:00:00
-2.954, 10.48, None, None, None, 6.451, None, 316.0, 19.11, None, None, -27.0, None, None, 2016-01-01 05:00:00
-3.426, 10.28, None, None, None, 4.563, None, 319.5, 21.02, None, None, -28.0, None, None, 2016-01-01 06:00:00
-1.873, 7.38, None, None, None, 4.774, None, 320.2, 18.53, None, None, -30.0, None, None, 2016-01-01 07:00:00
-1.84, 7.11, None, None, None, 4.899, None, 330.2, 15.48, None, None, -30.0, None, None, 2016-01-01 08:00:00
-1.187, 7.38, None, None, None, 4.659, None, 323.8, 17.68, None, None, -29.0, None, None, 2016-01-01 09:00:00
-0.504, 7.44, None, None, None, 5.747, None, 323.4, 15.11, None, None, -29.0, None, None, 2016-01-01 10:00:00
-1.07, 8.89, None, None, None, 4.723, None, 320.8, 12.8, None, None, -27.0, None, None, 2016-01-01 11:00:00
-0.976, 9.55, None, None, None, 6.259, None, 322.7, 13.94, None, None, -27.0, None, None, 2016-01-01 12:00:00
-0.976, 10.21, None, None, None, 5.128, None, 321.2, 12.75, None, None, -26.0, None, None, 2016-01-01 13:00:00
-0.835, 10.73, None, None, None, 5.436, None, 327.8, 13.19, None, None, -25.0, None, None, 2016-01-01 14:00:00
-0.797, 9.94, None, None, None, 12.07, None, 347.2, 14.15, None, None, -26.0, None, None, 2016-01-01 15:00:00
-0.883, 7.84, None, None, None, 13.87, None, 27.4, 16.55, None, None, -28.0, None, None, 2016-01-01 16:00:00
-1.193, 7.05, None, None, None, 5.122, None, 21.2, 17.04, None, None, -30.0, None, None, 2016-01-01 17:00:00
-0.858, 7.71, None, None, None, 18.07, None, 58.8, 14.52, None, None, -29.0, None, None, 2016-01-01 18:00:00
-1.235, 8.63, None, None, None, 33.27, None, 77.2, 8.08, None, None, -28.0, None, None, 2016-01-01 19:00:00
-1.329, 8.56, None, None, None, 42.78, None, 50.76, 4.924, None, None, -28.0, None, None, 2016-01-01 20:00:00
-1.423, 9.16, None, None, None, 35.95, None, 73.1, 5.115, None, None, -27.0, None, None, 2016-01-01 21:00:00
-1.093, 7.44, None, None, None, 18.46, None, 118.2, 8.47, None, None, -29.0, None, None, 2016-01-01 22:00:00
-1.093, 7.9, None, None, None, 12.63, None, 125.9, 12.0, None, None, -28.0, None, None, 2016-01-01 23:00:00
0.273, 5.072, None, None, None, 14.16, None, 112.8, 8.89, None, None, -35.0, None, None, 2016-01-02 00:00:00
-0.104, 5.994, None, None, None, 17.7, None, 138.3, 7.38, None, None, -30.0, None, None, 2016-01-02 01:00:00
-1.282, 7.97, None, None, None, 40.88, None, 116.3, 5.064, None, None, -29.0, None, None, 2016-01-02 02:00:00
-2.413, 10.01, None, None, None, 27.08, None, 148.8, 8.74, None, None, -27.0, None, None, 2016-01-02 03:00:00
-2.083, 10.27, None, None, None, 15.19, None, 137.0, 13.79, None, None, -27.0, None, None, 2016-01-02 04:00:00
-2.083, 9.35, None, None, None, 8.75, None, 142.8, 16.24, None, None, -28.0, None, None, 2016-01-02 05:00:00
-1.706, 7.97, None, None, None, 6.517, None, 151.4, 14.14, None, None, -29.0, None, None, 2016-01-02 06:00:00
-2.79, 9.88, None, None, None, 10.49, None, 141.3, 13.57, None, None, -28.0, None, None, 2016-01-02 07:00:00
-2.13, 8.56, None, None, None, 11.14, None, 146.0, 14.26, None, None, -29.0, None, None, 2016-01-02 08:00:00
-1.046, 7.64, None, None, None, 9.3, None, 144.9, 12.55, None, None, -29.0, None, None, 2016-01-02 09:00:00
0.061, 7.57, None, None, None, 5.494, None, 150.3, 10.23, None, None, -31.0, None, None, 2016-01-02 10:00:00
-0.317, 8.03, None, None, None, 13.3, None, 147.0, 9.01, None, None, -28.0, None, None, 2016-01-02 11:00:00
-0.743, 8.89, None, None, None, 8.75, None, 148.8, 8.91, None, None, -27.0, None, None, 2016-01-02 12:00:00
