station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 39.14, 213.2, None, None, None, None, None, None, None, None, None, None, None, -8.52, None, None, None, None, 3.315, None, None, None, None, 2016-01-01 00:00:00, None
None, None, None, None, 40.59, 210.7, None, None, None, None, None, None, None, None, None, None, None, -8.29, None, None, None, None, 3.234, None, None, None, None, 2016-01-01 01:00:00, None
None, None, None, None, 40.95, 212.0, None, None, None, None, None, None, None, None, None, None, None, -9.07, None, None, None, None, 2.808, None, None, None, None, 2016-01-01 02:00:00, None
None, None, None, None, 37.9, 212.6, None, None, None, None, None, None, None, None, None, None, None, -9.1, None, None, None, None, 6.214, None, None, None, None, 2016-01-01 03:00:00, None
None, None, None, None, 39.85, 209.7, None, None, None, None, None, None, None, None, None, None, None, -8.46, None, None, None, None, 4.663, None, None, None, None, 2016-01-01 04:00:00, None
None, None, None, None, 31.29, 212.7, None, None, None, None, None, None, None, None, None, None, None, -8.38, None, None, None, None, 5.287, None, None, None, None, 2016-01-01 05:00:00, None
None, None, None, None, 29.56, 213.5, None, None, None, None, None, None, None, None, None, None, None, -7.63, None, None, None, None, 6.201, None, None, None, None, 2016-01-01 06:00:00, None
None, None, None, None, 35.15, 212.2, None, None, None, None, None, None, None, None, None, None, None, -7.57, None, None, None, None, 6.338, None, None, None, None, 2016-01-01 07:00:00, None
None, None, None, None, 28.63, 219.5, None, None, None, None, None, None, None, None, None, None, None, -7.01, None, None, None, None, 8.53, None, None, None, None, 2016-01-01 08:00:00, None
None, None, None, None, 26.44, 224.8, None, None, None, None, None, None, None, None, None, None, None, -7.37, None, None, None, None, 13.62, None, None, None, None, 2016-01-01 09:00:00, None
None, None, None, None, 28.98, 210.6, None, None, None, None, None, None, None, None, None, None, None, -6.682, None, None, None, None, 9.83, None, None, None, None, 2016-01-01 10:00:00, None
