station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
6.454, None, None, None, 11.79, 47.94, None, None, -42.0, None, None, None, None, None, None, None, None, None, -15.59, None, None, None, None, 20.47, None, None, None, None, 2016-01-01 00:00:00, None
42.37, None, None, None, 13.11, 47.31, None, None, -25.0, None, None, None, None, None, None, None, None, None, -15.83, None, None, None, None, 20.78, None, None, None, None, 2016-01-01 01:00:00, None
49.49, None, None, None, 14.66, 46.77, None, None, -23.0, None, None, None, None, None, None, None, None, None, -16.02, None, None, None, None, 19.15, None, None, None, None, 2016-01-01 02:00:00, None
54.06, None, None, None, 12.51, 43.68, None, None, -23.0, None, None, None, None, None, None, None, None, None, -16.21, None, None, None, None, 19.99, None, None, None, None, 2016-01-01 03:00:00, None
54.32, None, None, None, 9.65, 48.45, None, None, -23.0, None, None, None, None, None, None, None, None, None, -16.41, None, None, None, None, 23.1, None, None, None, None, 2016-01-01 04:00:00, None
54.27, None, None, None, 12.58, 43.28, None, None, -23.0, None, None, None, None, None, None, None, None, None, -16.63, None, None, None, None, 20.48, None, None, None, None, 2016-01-01 05:00:00, None
54.81, None, None, None, 12.05, 44.81, None, None, -23.0, None, None, None, None, None, None, None, None, None, -16.67, None, None, None, None, 20.34, None, None, None, None, 2016-01-01 06:00:00, None
54.27, None, None, None, 8.24, 42.59, None, None, -23.0, None, None, None, None, None, None, None, None, None, -16.82, None, None, None, None, 20.97, None, None, None, None, 2016-01-01 07:00:00, None
55.16, None, None, None, 8.63, 47.92, None, None, -23.0, None, None, None, None, None, None, None, None, None, -16.69, None, None, None, None, 22.46, None, None, None, None, 2016-01-01 08:00:00, None
55.16, None, None, None, 13.1, 46.37, None, None, -23.0, None, None, None, None, None, None, None, None, None, -16.6, None, None, None, None, 18.32, None, None, None, None, 2016-01-01 09:00:00, None
55.12, None, None, None, 13.42, 44.57, None, None, -22.0, None, None, None, None, None, None, None, None, None, -16.23, None, None, None, None, 20.86, None, None, None, None, 2016-01-01 10:00:00, None
55.01, None, None, None, 17.17, 41.89, None, None, -22.0, None, None, None, None, None, None, None, None, None, -15.74, None, None, None, None, 18.78, None, None, None, None, 2016-01-01 11:00:00, None
54.88, None, None, None, 16.61, 41.19, None, None, -22.0, None, None, None, None, None, None, None, None, None, -15.35, None, None, None, None, 20.49, None, None, None, None, 2016-01-01 12:00:00, None
54.62, None, None, None, 20.65, 41.13, None, None, -21.0, None, None, None, None, None, None, None, None, None, -14.82, None, None, None, None, 17.2, None, None, None, None, 2016-01-01 13:00:00, None
54.31, None, None, None, 18.83, 43.52, None, None, -21.0, None, None, None, None, None, None, None, None, None, -14.66, None, None, None, None, 17.01, None, None, None, None, 2016-01-01 14:00:00, None
54.49, None, None, None, 18.69, 43.84, None, None, -21.0, None, None, None, None, None, None, None, None, None, -14.58, None, None, None, None, 18.37, None, None, None, None, 2016-01-01 15:00:00, None
54.68, None, None, None, 23.21, 45.26, None, None, -21.0, None, None, None, None, None, None, None, None, None, -14.66, None, None, None, None, 18.37, None, None, None, None, 2016-01-01 16:00:00, None
54.7, None, None, None, 23.56, 43.01, None, None, -21.0, None, None, None, None, None, None, None, None, None, -14.73, None, None, None, None, 18.1, None, None, None, None, 2016-01-01 17:00:00, None
54.5, None, None, None, 21.43, 45.8, None, None, -21.0, None, None, None, None, None, None, None, None, None, -14.55, None, None, None, None, 19.11, None, None, None, None, 2016-01-01 18:00:00, None
53.99, None, None, None, 27.92, 42.14, None, None, -21.0, None, None, None, None, None, None, None, None, None, -14.15, None, None, None, None, 16.65, None, None, None, None, 2016-01-01 19:00:00, None
53.83, None, None, None, 34.6, 44.94, None, None, -20.0, None, None, None, None, None, None, None, None, None, -13.45, None, None, None, None, 14.56, None, None, None, None, 2016-01-01 20:00:00, None
53.63, None, None, None, 35.75, 43.39, None, None, -20.0, None, None, None, None, None, None, None, None, None, -13.16, None, None, None, None, 13.34, None, None, None, None, 2016-01-01 21:00:00, None
53.79, None, None, None, 35.96, 48.0, None, None, -20.0, None, None, None, None, None, None, None, None, None, -13.29, None, None, None, None, 13.42, None, None, None, None, 2016-01-01 22:00:00, None
53.58, None, None, None, 35.19, 46.89, None, None, -20.0, None, None, None, None, None, None, None, None, None, -12.88, None, None, None, None, 13.79, None, None, None, None, 2016-01-01 23:00:00, None
54.28, None, None, None, 32.62, 42.13, None, None, -20.0, None, None, None, None, None, None, None, None, None, -13.71, None, None, None, None, 13.92, None, None, None, None, 2016-01-02 00:00:00, None
53.69, None, None, None, 36.1, 42.31, None, None, -20.0, None, None, None, None, None, None, None, None, None, -13.25, None, None, None, None, 13.34, None, None, None, None, 2016-01-02 01:00:00, None
