station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
22.36, None, None, None, 12.98, 242.5, None, None, -23.0, None, None, None, None, None, None, None, None, -6.363, None, None, None, None, 6.391, None, None, None, None, None, 2016-01-01 00:00:00, None
22.28, None, None, None, 14.12, 240.2, None, None, -22.0, None, None, None, None, None, None, None, None, -6.097, None, None, None, None, 7.49, None, None, None, None, None, 2016-01-01 01:00:00, None
21.98, None, None, None, 15.82, 229.2, None, None, -22.0, None, None, None, None, None, None, None, None, -5.092, None, None, None, None, 6.798, None, None, None, None, None, 2016-01-01 02:00:00, None
21.73, None, None, None, 13.92, 228.8, None, None, -21.0, None, None, None, None, None, None, None, None, -4.259, None, None, None, None, 9.83, None, None, None, None, None, 2016-01-01 03:00:00, None
21.31, None, None, None, 4.975, 195.6, None, None, -20.0, None, None, None, None, None, None, None, None, -2.873, None, None, None, None, 30.75, None, None, None, None, None, 2016-01-01 04:00:00, None
21.39, None, None, None, 1.951, 172.7, None, None, -20.0, None, None, None, None, None, None, None, None, -3.132, None, None, None, None, 22.78, None, None, None, None, None, 2016-01-01 05:00:00, None
20.94, None, None, None, 4.065, 147.8, None, None, -19.0, None, None, None, None, None, None, None, None, -1.63, None, None, None, None, 20.93, None, None, None, None, None, 2016-01-01 06:00:00, None
20.79, None, None, None, 3.861, 121.4, None, None, -19.0, None, None, None, None, None, None, None, None, -1.142, None, None, None, None, 26.98, None, None, None, None, None, 2016-01-01 07:00:00, None
20.96, None, None, None, 1.709, 59.48, None, None, -19.0, None, None, None, None, None, None, None, None, -1.696, None, None, None, None, 45.32, None, None, None, None, None, 2016-01-01 08:00:00, None
20.05, None, None, None, 0.392, 305.5, None, None, -19.0, None, None, None, None, None, None, None, None, 1.328, None, None, None, None, 55.78, None, None, None, None, None, 2016-01-01 09:00:00, None
20.33, None, None, None, 2.128, 106.2, None, None, -20.0, None, None, None, None, None, None, None, None, 0.414, None, None, None, None, 21.47, None, None, None, None, None, 2016-01-01 10:00:00, None
19.97, None, None, None, 1.219, 111.7, None, None, -19.0, None, None, None, None, None, None, None, None, 1.594, None, None, None, None, 21.74, None, None, None, None, None, 2016-01-01 11:00:00, None
20.56, None, None, None, 1.717, 10.8, None, None, -18.0, None, None, None, None, None, None, None, None, -0.356, None, None, None, None, 39.13, None, None, None, None, None, 2016-01-01 12:00:00, None
20.01, None, None, None, 1.46, 20.35, None, None, -19.0, None, None, None, None, None, None, None, None, 1.483, None, None, None, None, 32.92, None, None, None, None, None, 2016-01-01 13:00:00, None
20.04, None, None, None, 2.306, 58.39, None, None, -19.0, None, None, None, None, None, None, None, None, 1.363, None, None, None, None, 29.07, None, None, None, None, None, 2016-01-01 14:00:00, None
20.0, None, None, None, 1.829, 7.33, None, None, -19.0, None, None, None, None, None, None, None, None, 1.486, None, None, None, None, 33.19, None, None, None, None, None, 2016-01-01 15:00:00, None
20.16, None, None, None, 1.917, 3.393, None, None, -19.0, None, None, None, None, None, None, None, None, 0.959, None, None, None, None, 27.74, None, None, None, None, None, 2016-01-01 16:00:00, None
20.2, None, None, None, 2.517, 40.29, None, None, -19.0, None, None, None, None, None, None, None, None, 0.848, None, None, None, None, 16.79, None, None, None, None, None, 2016-01-01 17:00:00, None
20.1, None, None, None, 2.245, 45.78, None, None, -19.0, None, None, None, None, None, None, None, None, 1.158, None, None, None, None, 14.92, None, None, None, None, None, 2016-01-01 18:00:00, None
20.1, None, None, None, 2.542, 27.13, None, None, -19.0, None, None, None, None, None, None, None, None, 1.157, None, None, None, None, 37.24, None, None, None, None, None, 2016-01-01 19:00:00, None
20.17, None, None, None, 5.499, 57.78, None, None, -19.0, None, None, None, None, None, None, None, None, 0.948, None, None, None, None, 15.9, None, None, None, None, None, 2016-01-01 20:00:00, None
20.01, None, None, None, 3.509, 36.07, None, None, -19.0, None, None, None, None, None, None, None, None, 1.463, None, None, None, None, 30.91, None, None, None, None, None, 2016-01-01 21:00:00, None
20.14, None, None, None, 1.995, 54.1, None, None, -19.0, None, None, None, None, None, None, None, None, 1.034, None, None, None, None, 46.85, None, None, None, None, None, 2016-01-01 22:00:00, None
20.27, None, None, None, 3.282, 89.9, None, None, -20.0, None, None, None, None, None, None, None, None, 0.605, None, None, None, None, 40.26, None, None, None, None, None, 2016-01-01 23:00:00, None
20.33, None, None, None, 5.013, 55.08, None, None, -20.0, None, None, None, None, None, None, None, None, 0.414, None, None, None, None, 22.46, None, None, None, None, None, 2016-01-02 00:00:00, None
20.06, None, None, None, 5.06, 47.44, None, None, -19.0, None, None, None, None, None, None, None, None, 1.31, None, None, None, None, 46.23, None, None, None, None, None, 2016-01-02 01:00:00, None
20.11, None, None, None, 8.74, 55.41, None, None, -19.0, None, None, None, None, None, None, None, None, 1.149, None, None, None, None, 20.2, None, None, None, None, None, 2016-01-02 02:00:00, None
20.05, None, None, None, 6.017, 55.82, None, None, -19.0, None, None, None, None, None, None, None, None, 1.33, None, None, None, None, 28.45, None, None, None, None, None, 2016-01-02 03:00:00, None
19.9, None, None, None, 6.213, 60.64, None, None, -19.0, None, None, None, None, None, None, None, None, 1.817, None, None, None, None, 29.92, None, None, None, None, None, 2016-01-02 04:00:00, None
