station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
80.2, None, None, None, 0.98, 284.4, None, None, -16.0, None, None, None, None, None, None, 114.6, None, None, -13.26, None, None, None, None, 14.43, None, None, None, None, None, 2016-01-01 00:00:00, None
80.5, None, None, None, 1.182, 287.1, None, None, -15.0, None, None, None, None, None, None, 116.7, None, None, -13.01, None, None, None, None, 18.06, None, None, None, None, None, 2016-01-01 01:00:00, None
80.8, None, None, None, 1.327, 280.0, None, None, -15.0, None, None, None, None, None, None, 116.4, None, None, -12.85, None, None, None, None, 18.77, None, None, None, None, None, 2016-01-01 02:00:00, None
81.0, None, None, None, 1.382, 282.9, None, None, -15.0, None, None, None, None, None, None, 116.3, None, None, -12.66, None, None, None, None, 21.51, None, None, None, None, None, 2016-01-01 03:00:00, None
81.3, None, None, None, 1.409, 291.7, None, None, -15.0, None, None, None, None, None, None, 116.3, None, None, -12.54, None, None, None, None, 16.32, None, None, None, None, None, 2016-01-01 04:00:00, None
81.2, None, None, None, 1.309, 281.8, None, None, -15.0, None, None, None, None, None, None, 115.4, None, None, -12.47, None, None, None, None, 18.52, None, None, None, None, None, 2016-01-01 05:00:00, None
81.7, None, None, None, 1.468, 275.9, None, None, -15.0, None, None, None, None, None, None, 115.3, None, None, -12.36, None, None, None, None, 22.44, None, None, None, None, None, 2016-01-01 06:00:00, None
81.2, None, None, None, 1.785, 283.8, None, None, -15.0, None, None, None, None, None, None, 114.6, None, None, -12.37, None, None, None, None, 22.0, None, None, None, None, None, 2016-01-01 07:00:00, None
80.9, None, None, None, 1.896, 285.4, None, None, -15.0, None, None, None, None, None, None, 114.4, None, None, -12.55, None, None, None, None, 25.47, None, None, None, None, None, 2016-01-01 08:00:00, None
80.4, None, None, None, 1.392, 280.2, None, None, -15.0, None, None, None, None, None, None, 114.3, None, None, -12.88, None, None, None, None, 22.21, None, None, None, None, None, 2016-01-01 09:00:00, None
