station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, snwfl_amt_pst1hr, stn_pres
-11.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 13:00:00, None, None, None
-11.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 14:00:00, None, None, None
-11.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 15:00:00, None, None, None
-11.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 16:00:00, None, None, None
-10.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 17:00:00, None, None, None
-11.43, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 18:00:00, None, None, None
-9.36, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 19:00:00, None, None, None
-9.82, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 20:00:00, None, None, None
-9.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 21:00:00, None, None, None
-8.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 22:00:00, None, None, None
-9.59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-04 23:00:00, None, None, None
-9.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 00:00:00, None, None, None
-9.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 01:00:00, None, None, None
-9.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 02:00:00, None, None, None
-8.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 03:00:00, None, None, None
-8.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 04:00:00, None, None, None
-8.73, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 05:00:00, None, None, None
-8.78, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 06:00:00, None, None, None
-8.73, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 07:00:00, None, None, None
-8.82, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 08:00:00, None, None, None
-8.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 09:00:00, None, None, None
-7.85, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 10:00:00, None, None, None
-6.993, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 11:00:00, None, None, None
-6.508, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 12:00:00, None, None, None
-5.926, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 13:00:00, None, None, None
-6.242, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 14:00:00, None, None, None
-5.043, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 15:00:00, None, None, None
-6.182, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 16:00:00, None, None, None
-5.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 17:00:00, None, None, None
-5.043, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 18:00:00, None, None, None
-4.721, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 19:00:00, None, None, None
-5.024, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 20:00:00, None, None, None
-4.371, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 21:00:00, None, None, None
-4.712, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 22:00:00, None, None, None
-4.896, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-05 23:00:00, None, None, None
-4.682, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 00:00:00, None, None, None
-4.859, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 01:00:00, None, None, None
-5.249, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 02:00:00, None, None, None
-5.121, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 03:00:00, None, None, None
-4.382, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 04:00:00, None, None, None
-4.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 05:00:00, None, None, None
-4.614, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 06:00:00, None, None, None
-4.557, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 07:00:00, None, None, None
-4.801, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 08:00:00, None, None, None
-3.916, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 09:00:00, None, None, None
-4.177, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 10:00:00, None, None, None
-3.354, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 11:00:00, None, None, None
-2.747, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 12:00:00, None, None, None
-2.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 13:00:00, None, None, None
-2.575, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 14:00:00, None, None, None
-2.739, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 15:00:00, None, None, None
-3.59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 16:00:00, None, None, None
-3.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 17:00:00, None, None, None
-3.018, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 18:00:00, None, None, None
-2.806, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 19:00:00, None, None, None
-2.737, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 20:00:00, None, None, None
-2.66, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 21:00:00, None, None, None
-3.056, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 22:00:00, None, None, None
-2.67, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-06 23:00:00, None, None, None
-2.94, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 00:00:00, None, None, None
-3.028, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 01:00:00, None, None, None
-3.753, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 02:00:00, None, None, None
-3.481, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 03:00:00, None, None, None
-3.819, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 04:00:00, None, None, None
-3.81, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 05:00:00, None, None, None
-3.761, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 06:00:00, None, None, None
-4.255, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 07:00:00, None, None, None
-4.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 08:00:00, None, None, None
-4.274, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 09:00:00, None, None, None
-3.914, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 10:00:00, None, None, None
-3.566, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 11:00:00, None, None, None
-4.344, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 12:00:00, None, None, None
-4.822, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 13:00:00, None, None, None
-4.743, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 14:00:00, None, None, None
-5.172, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 15:00:00, None, None, None
-5.458, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 16:00:00, None, None, None
-5.789, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 17:00:00, None, None, None
-6.282, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 18:00:00, None, None, None
-6.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 19:00:00, None, None, None
-6.728, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 20:00:00, None, None, None
-6.866, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 21:00:00, None, None, None
-6.508, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 22:00:00, None, None, None
-6.745, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-07 23:00:00, None, None, None
-6.996, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 00:00:00, None, None, None
-6.856, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 01:00:00, None, None, None
-7.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 02:00:00, None, None, None
-7.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 03:00:00, None, None, None
-7.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 04:00:00, None, None, None
-7.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 05:00:00, None, None, None
-7.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 06:00:00, None, None, None
-7.59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 07:00:00, None, None, None
-7.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 08:00:00, None, None, None
-7.84, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 09:00:00, None, None, None
-7.36, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 10:00:00, None, None, None
-7.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 11:00:00, None, None, None
-4.884, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 12:00:00, None, None, None
-2.039, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 13:00:00, None, None, None
-3.151, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 14:00:00, None, None, None
-4.489, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 15:00:00, None, None, None
-6.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 16:00:00, None, None, None
-7.66, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 17:00:00, None, None, None
-8.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 18:00:00, None, None, None
-7.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 19:00:00, None, None, None
-7.95, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 20:00:00, None, None, None
-8.02, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 21:00:00, None, None, None
-8.36, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 22:00:00, None, None, None
-8.48, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-08 23:00:00, None, None, None
-8.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 00:00:00, None, None, None
-8.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 01:00:00, None, None, None
-9.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 02:00:00, None, None, None
-9.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 03:00:00, None, None, None
-9.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 04:00:00, None, None, None
-9.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 05:00:00, None, None, None
-8.99, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 06:00:00, None, None, None
-9.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 07:00:00, None, None, None
-9.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 08:00:00, None, None, None
-8.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 09:00:00, None, None, None
-8.45, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 10:00:00, None, None, None
-8.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 11:00:00, None, None, None
-7.88, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 12:00:00, None, None, None
-6.954, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 13:00:00, None, None, None
-7.51, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 14:00:00, None, None, None
-8.13, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 15:00:00, None, None, None
-8.69, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 16:00:00, None, None, None
-9.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 17:00:00, None, None, None
-9.82, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 18:00:00, None, None, None
-10.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 19:00:00, None, None, None
-10.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 20:00:00, None, None, None
-10.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 21:00:00, None, None, None
-10.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 22:00:00, None, None, None
-10.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-09 23:00:00, None, None, None
-10.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 00:00:00, None, None, None
-10.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 01:00:00, None, None, None
-10.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 02:00:00, None, None, None
-11.15, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 03:00:00, None, None, None
-11.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 04:00:00, None, None, None
-11.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 05:00:00, None, None, None
-11.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 06:00:00, None, None, None
-11.53, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 07:00:00, None, None, None
-11.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 08:00:00, None, None, None
-11.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 09:00:00, None, None, None
-10.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 10:00:00, None, None, None
-10.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 11:00:00, None, None, None
-7.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 12:00:00, None, None, None
-6.785, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 13:00:00, None, None, None
-7.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 14:00:00, None, None, None
-7.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 15:00:00, None, None, None
-10.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 16:00:00, None, None, None
-10.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 17:00:00, None, None, None
-10.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2016-01-10 18:00:00, None, None, None
