station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, stn_pres
None, None, -11.87, 76.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, None, 2016-01-01 00:00:00, None, None, None, None
None, None, -12.01, 76.5, None, None, None, None, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, None, 2016-01-01 01:00:00, None, None, None, None
None, None, -12.16, 77.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, None, 2016-01-01 02:00:00, None, None, None, None
None, None, -11.96, 77.0, None, None, None, None, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, None, 2016-01-01 03:00:00, None, None, None, None
None, None, -11.85, 77.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, None, 2016-01-01 04:00:00, None, None, None, None
None, None, -11.77, 80.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, 2016-01-01 05:00:00, None, None, None, None
None, None, -11.67, 80.7, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, 2016-01-01 06:00:00, None, None, None, None
None, None, -11.7, 78.2, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, 2016-01-01 07:00:00, None, None, None, None
None, None, -11.7, 80.0, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, 2016-01-01 08:00:00, None, None, None, None
None, None, -11.06, 80.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None, None, 2016-01-01 09:00:00, None, None, None, None
None, None, -7.44, 73.7, None, None, None, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None, None, 2016-01-01 10:00:00, None, None, None, None
None, None, -5.896, 51.86, None, None, None, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None, None, 2016-01-01 11:00:00, None, None, None, None
None, None, -6.165, 51.18, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, 2016-01-01 12:00:00, None, None, None, None
None, None, -6.752, 52.31, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, 2016-01-01 13:00:00, None, None, None, None
None, None, -6.639, 53.66, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, 2016-01-01 14:00:00, None, None, None, None
None, None, -6.972, 52.16, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, 2016-01-01 15:00:00, None, None, None, None
None, None, -8.06, 75.7, None, None, None, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None, None, 2016-01-01 16:00:00, None, None, None, None
None, None, -8.22, 77.7, None, None, None, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None, None, 2016-01-01 17:00:00, None, None, None, None
None, None, -8.2, 84.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None, None, 2016-01-01 18:00:00, None, None, None, None
None, None, -8.39, 86.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None, None, 2016-01-01 19:00:00, None, None, None, None
None, None, -7.93, 84.2, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None, None, 2016-01-01 20:00:00, None, None, None, None
None, None, -7.78, 89.1, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, None, 2016-01-01 21:00:00, None, None, None, None
None, None, -7.65, 81.6, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None, None, 2016-01-01 22:00:00, None, None, None, None
