station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 5.58, 89.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.165, None, None, None, None, 2016-01-01 00:00:00, None
None, None, None, None, 2.076, 93.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2.75, None, None, None, None, 2016-01-01 01:00:00, None
None, None, None, None, 1.253, 106.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 1.899, None, None, None, None, 2016-01-01 02:00:00, None
None, None, None, None, 1.06, 112.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.994, None, None, None, None, 2016-01-01 03:00:00, None
None, None, None, None, 0.273, 112.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 1.062, None, None, None, None, 2016-01-01 04:00:00, None
None, None, None, None, 4.04, 75.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.734, None, None, None, None, 2016-01-01 05:00:00, None
None, None, None, None, 2.665, 94.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 13.53, None, None, None, None, 2016-01-01 06:00:00, None
None, None, None, None, 9.62, 116.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.239, None, None, None, None, 2016-01-01 07:00:00, None
None, None, None, None, 6.064, 111.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.396, None, None, None, None, 2016-01-01 08:00:00, None
None, None, None, None, 8.59, 93.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.057, None, None, None, None, 2016-01-01 09:00:00, None
None, None, None, None, 9.12, 84.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 6.07, None, None, None, None, 2016-01-01 10:00:00, None
None, None, None, None, 5.756, 70.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2.279, None, None, None, None, 2016-01-01 11:00:00, None
None, None, None, None, 6.208, 70.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.108, None, None, None, None, 2016-01-01 12:00:00, None
None, None, None, None, 11.63, 71.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.413, None, None, None, None, 2016-01-01 13:00:00, None
None, None, None, None, 9.56, 79.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 1.361, None, None, None, None, 2016-01-01 14:00:00, None
None, None, None, None, 3.228, 71.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 1.456, None, None, None, None, 2016-01-01 15:00:00, None
None, None, None, None, 8.57, 78.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.097, None, None, None, None, 2016-01-01 16:00:00, None
None, None, None, None, 10.0, 97.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 13.31, None, None, None, None, 2016-01-01 17:00:00, None
None, None, None, None, 6.968, 108.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 8.43, None, None, None, None, 2016-01-01 18:00:00, None
None, None, None, None, 4.083, 92.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.501, None, None, None, None, 2016-01-01 19:00:00, None
None, None, None, None, 0.15, 91.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None, 2016-01-01 20:00:00, None
None, None, None, None, 0.202, 46.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 10.79, None, None, None, None, 2016-01-01 21:00:00, None
None, None, None, None, 0.365, 4.823, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.331, None, None, None, None, 2016-01-01 22:00:00, None
None, None, None, None, 0.003, 1.285, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.223, None, None, None, None, 2016-01-01 23:00:00, None
None, None, None, None, 0.0, 1.229, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.025, None, None, None, None, 2016-01-02 00:00:00, None
None, None, None, None, 0.03, 4.386, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.807, None, None, None, None, 2016-01-02 01:00:00, None
None, None, None, None, 0.003, 8.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2.029, None, None, None, None, 2016-01-02 02:00:00, None
None, None, None, None, 0.002, 20.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.194, None, None, None, None, 2016-01-02 03:00:00, None
None, None, None, None, 0.109, 22.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.345, None, None, None, None, 2016-01-02 04:00:00, None
None, None, None, None, 0.003, 33.54, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None, 2016-01-02 05:00:00, None
None, None, None, None, 0.002, 33.81, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.082, None, None, None, None, 2016-01-02 06:00:00, None
None, None, None, None, 2.575, 112.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 10.04, None, None, None, None, 2016-01-02 07:00:00, None
None, None, None, None, 11.49, 129.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 9.9, None, None, None, None, 2016-01-02 08:00:00, None
None, None, None, None, 11.51, 124.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.494, None, None, None, None, 2016-01-02 09:00:00, None
None, None, None, None, 5.613, 101.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 9.43, None, None, None, None, 2016-01-02 10:00:00, None
None, None, None, None, 1.133, 94.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.515, None, None, None, None, 2016-01-02 11:00:00, None
None, None, None, None, 0.686, 89.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 5.436, None, None, None, None, 2016-01-02 12:00:00, None
None, None, None, None, 0.013, 69.06, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.079, None, None, None, None, 2016-01-02 13:00:00, None
None, None, None, None, 0.002, 69.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.016, None, None, None, None, 2016-01-02 14:00:00, None
None, None, None, None, 0.002, 69.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.025, None, None, None, None, 2016-01-02 15:00:00, None
None, None, None, None, 0.002, 69.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.024, None, None, None, None, 2016-01-02 16:00:00, None
None, None, None, None, 0.002, 69.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.027, None, None, None, None, 2016-01-02 17:00:00, None
None, None, None, None, 3.203, 139.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 8.17, None, None, None, None, 2016-01-02 18:00:00, None
None, None, None, None, 1.849, 162.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 11.88, None, None, None, None, 2016-01-02 19:00:00, None
None, None, None, None, 5.29, 171.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 7.59, None, None, None, None, 2016-01-02 20:00:00, None
None, None, None, None, 10.59, 161.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.138, None, None, None, None, 2016-01-02 21:00:00, None
None, None, None, None, 8.0, 134.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 11.96, None, None, None, None, 2016-01-02 22:00:00, None
None, None, None, None, 11.68, 88.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 15.97, None, None, None, None, 2016-01-02 23:00:00, None
None, None, None, None, 10.73, 73.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 10.24, None, None, None, None, 2016-01-03 00:00:00, None
None, None, None, None, 9.9, 67.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 9.69, None, None, None, None, 2016-01-03 01:00:00, None
None, None, None, None, 12.17, 68.66, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 12.21, None, None, None, None, 2016-01-03 02:00:00, None
None, None, None, None, 10.37, 64.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 17.15, None, None, None, None, 2016-01-03 03:00:00, None
None, None, None, None, 11.45, 65.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 12.5, None, None, None, None, 2016-01-03 04:00:00, None
