station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
75.4, None, None, None, 19.58, 91.8, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.54, None, None, None, None, 3.314, None, None, None, None, 2016-01-01 00:00:00, None
75.4, None, None, None, 22.12, 93.5, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.66, None, None, None, None, 3.991, None, None, None, None, 2016-01-01 01:00:00, None
75.4, None, None, None, 21.18, 91.5, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.68, None, None, None, None, 3.876, None, None, None, None, 2016-01-01 02:00:00, None
75.4, None, None, None, 22.0, 92.5, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.68, None, None, None, None, 3.685, None, None, None, None, 2016-01-01 03:00:00, None
75.4, None, None, None, 24.83, 93.4, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.71, None, None, None, None, 2.997, None, None, None, None, 2016-01-01 04:00:00, None
75.4, None, None, None, 28.67, 93.1, None, None, -16.0, None, None, None, None, None, None, None, None, None, -13.19, None, None, None, None, 4.235, None, None, None, None, 2016-01-01 05:00:00, None
75.5, None, None, None, 28.17, 94.9, None, None, -16.0, None, None, None, None, None, None, None, None, None, -13.05, None, None, None, None, 4.756, None, None, None, None, 2016-01-01 06:00:00, None
75.5, None, None, None, 26.34, 99.6, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.83, None, None, None, None, 5.98, None, None, None, None, 2016-01-01 07:00:00, None
75.4, None, None, None, 27.25, 99.7, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.79, None, None, None, None, 6.905, None, None, None, None, 2016-01-01 08:00:00, None
75.4, None, None, None, 29.5, 96.3, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.99, None, None, None, None, 5.521, None, None, None, None, 2016-01-01 09:00:00, None
75.3, None, None, None, 30.77, 95.7, None, None, -16.0, None, None, None, None, None, None, None, None, None, -13.01, None, None, None, None, 6.778, None, None, None, None, 2016-01-01 10:00:00, None
75.3, None, None, None, 31.69, 95.3, None, None, -16.0, None, None, None, None, None, None, None, None, None, -13.09, None, None, None, None, 6.376, None, None, None, None, 2016-01-01 11:00:00, None
75.3, None, None, None, 32.77, 96.7, None, None, -16.0, None, None, None, None, None, None, None, None, None, -13.3, None, None, None, None, 5.975, None, None, None, None, 2016-01-01 12:00:00, None
75.3, None, None, None, 32.1, 95.9, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.98, None, None, None, None, 6.166, None, None, None, None, 2016-01-01 13:00:00, None
75.3, None, None, None, 30.92, 95.0, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.63, None, None, None, None, 5.411, None, None, None, None, 2016-01-01 14:00:00, None
75.3, None, None, None, 31.41, 94.3, None, None, -16.0, None, None, None, None, None, None, None, None, None, -12.45, None, None, None, None, 5.49, None, None, None, None, 2016-01-01 15:00:00, None
75.4, None, None, None, 31.32, 91.8, None, None, -15.0, None, None, None, None, None, None, None, None, None, -12.34, None, None, None, None, 4.602, None, None, None, None, 2016-01-01 16:00:00, None
75.4, None, None, None, 31.8, 91.3, None, None, -15.0, None, None, None, None, None, None, None, None, None, -12.41, None, None, None, None, 3.635, None, None, None, None, 2016-01-01 17:00:00, None
75.4, None, None, None, 30.96, 90.7, None, None, -15.0, None, None, None, None, None, None, None, None, None, -11.67, None, None, None, None, 4.164, None, None, None, None, 2016-01-01 18:00:00, None
75.4, None, None, None, 27.74, 90.3, None, None, -15.0, None, None, None, None, None, None, None, None, None, -11.62, None, None, None, None, 4.4, None, None, None, None, 2016-01-01 19:00:00, None
75.5, None, None, None, 29.72, 91.8, None, None, -14.0, None, None, None, None, None, None, None, None, None, -11.34, None, None, None, None, 4.537, None, None, None, None, 2016-01-01 20:00:00, None
75.6, None, None, None, 28.21, 91.9, None, None, -14.0, None, None, None, None, None, None, None, None, None, -10.72, None, None, None, None, 4.182, None, None, None, None, 2016-01-01 21:00:00, None
75.6, None, None, None, 25.34, 95.3, None, None, -13.0, None, None, None, None, None, None, None, None, None, -10.22, None, None, None, None, 5.39, None, None, None, None, 2016-01-01 22:00:00, None
75.7, None, None, None, 24.66, 89.2, None, None, -13.0, None, None, None, None, None, None, None, None, None, -10.11, None, None, None, None, 7.02, None, None, None, None, 2016-01-01 23:00:00, None
75.6, None, None, None, 22.73, 87.4, None, None, -13.0, None, None, None, None, None, None, None, None, None, -9.94, None, None, None, None, 6.793, None, None, None, None, 2016-01-02 00:00:00, None
75.9, None, None, None, 26.38, 89.8, None, None, -12.0, None, None, None, None, None, None, None, None, None, -9.31, None, None, None, None, 5.565, None, None, None, None, 2016-01-02 01:00:00, None
75.7, None, None, None, 28.28, 90.4, None, None, -13.0, None, None, None, None, None, None, None, None, None, -9.92, None, None, None, None, 4.106, None, None, None, None, 2016-01-02 02:00:00, None
