station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
88.0, None, None, None, 0.069, 317.2, None, None, -5.0, 908.0, None, None, None, None, None, 49.97, None, None, -3.947, None, None, None, None, 12.01, None, None, None, None, None, 2016-01-01 00:00:00, None
87.3, None, None, None, 0.067, 316.8, None, None, -5.0, 908.0, None, None, None, None, None, 50.04, None, None, -3.752, None, None, None, None, 16.19, None, None, None, None, None, 2016-01-01 01:00:00, None
89.1, None, None, None, 0.068, 316.2, None, None, -5.0, 908.0, None, None, None, None, None, 49.95, None, None, -3.604, None, None, None, None, 12.92, None, None, None, None, None, 2016-01-01 02:00:00, None
89.6, None, None, None, 0.063, 296.1, None, None, -4.0, 909.0, None, None, None, None, None, 50.27, None, None, -2.681, None, None, None, None, 25.7, None, None, None, None, None, 2016-01-01 03:00:00, None
85.5, None, None, None, 0.064, 304.5, None, None, -5.0, 908.0, None, None, None, None, None, 50.1, None, None, -2.722, None, None, None, None, 24.93, None, None, None, None, None, 2016-01-01 04:00:00, None
82.7, None, None, None, 0.062, 297.7, None, None, -4.0, 908.0, None, None, None, None, None, 50.25, None, None, -2.206, None, None, None, None, 27.97, None, None, None, None, None, 2016-01-01 05:00:00, None
81.4, None, None, None, 0.064, 295.6, None, None, -5.0, 908.0, None, None, None, None, None, 50.19, None, None, -2.284, None, None, None, None, 24.35, None, None, None, None, None, 2016-01-01 06:00:00, None
83.5, None, None, None, 0.061, 313.9, None, None, -5.0, 909.0, None, None, None, None, None, 49.97, None, None, -2.401, None, None, None, None, 29.75, None, None, None, None, None, 2016-01-01 07:00:00, None
81.3, None, None, None, 0.068, 325.7, None, None, -4.0, 910.0, None, None, None, None, None, 49.92, None, None, -1.955, None, None, None, None, 13.98, None, None, None, None, None, 2016-01-01 08:00:00, None
81.6, None, None, None, 0.068, 312.3, None, None, -4.0, 910.0, None, None, None, None, None, 49.83, None, None, -2.032, None, None, None, None, 13.11, None, None, None, None, None, 2016-01-01 09:00:00, None
81.2, None, None, None, 0.07, 319.8, None, None, -5.0, 910.0, None, None, None, None, None, 49.81, None, None, -2.091, None, None, None, None, 8.54, None, None, None, None, None, 2016-01-01 10:00:00, None
83.0, None, None, None, 0.069, 319.9, None, None, -4.0, 911.0, None, None, None, None, None, 49.75, None, None, -2.013, None, None, None, None, 11.79, None, None, None, None, None, 2016-01-01 11:00:00, None
83.0, None, None, None, 0.069, 317.5, None, None, -4.0, 910.0, None, None, None, None, None, 49.62, None, None, -1.974, None, None, None, None, 11.92, None, None, None, None, None, 2016-01-01 12:00:00, None
80.0, None, None, None, 0.069, 312.4, None, None, -5.0, 910.0, None, None, None, None, None, 49.63, None, None, -1.888, None, None, None, None, 8.89, None, None, None, None, None, 2016-01-01 13:00:00, None
81.0, None, None, None, 0.066, 314.7, None, None, -5.0, 910.0, None, None, None, None, None, 49.56, None, None, -2.294, None, None, None, None, 18.99, None, None, None, None, None, 2016-01-01 14:00:00, None
86.8, None, None, None, 0.069, 316.2, None, None, -4.0, 910.0, None, None, None, None, None, 49.53, None, None, -2.672, None, None, None, None, 12.5, None, None, None, None, None, 2016-01-01 15:00:00, None
94.7, None, None, None, 0.07, 312.2, None, None, -4.0, 910.0, None, None, None, None, None, 49.68, None, None, -3.128, None, None, None, None, 4.288, None, None, None, None, None, 2016-01-01 16:00:00, None
96.7, None, None, None, 0.07, 311.8, None, None, -4.0, 910.0, None, None, None, None, None, 49.58, None, None, -3.644, None, None, None, None, 5.052, None, None, None, None, None, 2016-01-01 17:00:00, None
98.3, None, None, None, 0.07, 314.7, None, None, -4.0, 909.0, None, None, None, None, None, 49.62, None, None, -3.966, None, None, None, None, 5.475, None, None, None, None, None, 2016-01-01 18:00:00, None
99.6, None, None, None, 0.07, 311.1, None, None, -4.0, 909.0, None, None, None, None, None, 49.61, None, None, -3.879, None, None, None, None, 6.396, None, None, None, None, None, 2016-01-01 19:00:00, None
97.4, None, None, None, 0.07, 314.7, None, None, -5.0, 908.0, None, None, None, None, None, 49.42, None, None, -4.77, None, None, None, None, 5.469, None, None, None, None, None, 2016-01-01 20:00:00, None
98.4, None, None, None, 0.07, 313.9, None, None, -6.0, 908.0, None, None, None, None, None, 49.32, None, None, -5.546, None, None, None, None, 6.607, None, None, None, None, None, 2016-01-01 21:00:00, None
99.3, None, None, None, 0.069, 315.5, None, None, -6.0, 908.0, None, None, None, None, None, 49.24, None, None, -6.219, None, None, None, None, 9.54, None, None, None, None, None, 2016-01-01 22:00:00, None
99.9, None, None, None, 0.068, 319.3, None, None, -7.0, 908.0, None, None, None, None, None, 49.36, None, None, -6.889, None, None, None, None, 15.49, None, None, None, None, None, 2016-01-01 23:00:00, None
100.2, None, None, None, 0.069, 317.8, None, None, -7.0, 908.0, None, None, None, None, None, 49.37, None, None, -7.26, None, None, None, None, 10.26, None, None, None, None, None, 2016-01-02 00:00:00, None
99.9, None, None, None, 0.07, 323.7, None, None, -8.0, 908.0, None, None, None, None, None, 49.12, None, None, -8.05, None, None, None, None, 5.117, None, None, None, None, None, 2016-01-02 01:00:00, None
98.4, None, None, None, 0.069, 319.4, None, None, -9.0, 908.0, None, None, None, None, None, 48.98, None, None, -9.22, None, None, None, None, 12.28, None, None, None, None, None, 2016-01-02 02:00:00, None
95.8, None, None, None, 0.07, 319.9, None, None, -11.0, 908.0, None, None, None, None, None, 49.0, None, None, -10.78, None, None, None, None, 7.1, None, None, None, None, None, 2016-01-02 03:00:00, None
94.0, None, None, None, 0.063, 317.4, None, None, -12.0, 907.0, None, None, None, None, None, 49.27, None, None, -11.63, None, None, None, None, 26.01, None, None, None, None, None, 2016-01-02 04:00:00, None
92.5, None, None, None, 0.069, 318.9, None, None, -13.0, 907.0, None, None, None, None, None, 49.22, None, None, -12.38, None, None, None, None, 10.03, None, None, None, None, None, 2016-01-02 05:00:00, None
92.3, None, None, None, 0.066, 319.2, None, None, -14.0, 907.0, None, None, None, None, None, 49.22, None, None, -12.8, None, None, None, None, 19.22, None, None, None, None, None, 2016-01-02 06:00:00, None
93.8, None, None, None, 0.063, 321.6, None, None, -13.0, 906.0, None, None, None, None, None, 49.24, None, None, -12.6, None, None, None, None, 26.93, None, None, None, None, None, 2016-01-02 07:00:00, None
95.3, None, None, None, 0.055, 315.9, None, None, -12.0, 906.0, None, None, None, None, None, 49.31, None, None, -11.84, None, None, None, None, 38.08, None, None, None, None, None, 2016-01-02 08:00:00, None
96.9, None, None, None, 0.067, 321.6, None, None, -11.0, 905.0, None, None, None, None, None, 49.33, None, None, -11.06, None, None, None, None, 17.93, None, None, None, None, None, 2016-01-02 09:00:00, None
97.3, None, None, None, 0.069, 320.4, None, None, -11.0, 905.0, None, None, None, None, None, 49.34, None, None, -10.6, None, None, None, None, 9.19, None, None, None, None, None, 2016-01-02 10:00:00, None
97.6, None, None, None, 0.069, 320.8, None, None, -10.0, 905.0, None, None, None, None, None, 49.33, None, None, -9.97, None, None, None, None, 11.51, None, None, None, None, None, 2016-01-02 11:00:00, None
97.9, None, None, None, 0.067, 320.9, None, None, -9.0, 905.0, None, None, None, None, None, 49.36, None, None, -8.89, None, None, None, None, 16.77, None, None, None, None, None, 2016-01-02 12:00:00, None
98.6, None, None, None, 0.068, 317.6, None, None, -8.0, 905.0, None, None, None, None, None, 49.48, None, None, -7.74, None, None, None, None, 13.17, None, None, None, None, None, 2016-01-02 13:00:00, None
98.2, None, None, None, 0.066, 317.4, None, None, -7.0, 905.0, None, None, None, None, None, 49.46, None, None, -6.91, None, None, None, None, 18.98, None, None, None, None, None, 2016-01-02 14:00:00, None
96.5, None, None, None, 0.067, 316.7, None, None, -8.0, 905.0, None, None, None, None, None, 49.31, None, None, -7.11, None, None, None, None, 17.69, None, None, None, None, None, 2016-01-02 15:00:00, None
95.8, None, None, None, 0.068, 319.3, None, None, -8.0, 905.0, None, None, None, None, None, 49.26, None, None, -8.0, None, None, None, None, 15.65, None, None, None, None, None, 2016-01-02 16:00:00, None
94.4, None, None, None, 0.069, 318.6, None, None, -10.0, 905.0, None, None, None, None, None, 49.24, None, None, -9.38, None, None, None, None, 12.85, None, None, None, None, None, 2016-01-02 17:00:00, None
93.3, None, None, None, 0.069, 317.6, None, None, -11.0, 904.0, None, None, None, None, None, 49.12, None, None, -10.7, None, None, None, None, 10.89, None, None, None, None, None, 2016-01-02 18:00:00, None
92.7, None, None, None, 0.069, 319.8, None, None, -13.0, 905.0, None, None, None, None, None, 48.92, None, None, -11.68, None, None, None, None, 12.39, None, None, None, None, None, 2016-01-02 19:00:00, None
