station_observations
CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-14.75, None, None, None, 9.77, 23.68, 199.9, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 00:00:00, None, None, None, None
-13.39, None, None, None, 9.24, 21.59, 205.4, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 01:00:00, None, None, None, None
-13.47, None, None, None, 9.35, 26.26, 201.2, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 02:00:00, None, None, None, None
-11.88, None, None, None, 8.64, 27.12, 204.0, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 04:00:00, None, None, None, None
-10.97, None, None, None, 9.03, 25.67, 198.6, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 05:00:00, None, None, None, None
-11.05, None, None, None, 10.82, 19.67, 199.1, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 06:00:00, None, None, None, None
-10.81, None, None, None, 10.64, 19.17, 195.7, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 07:00:00, None, None, None, None
-11.89, None, None, None, 9.29, 24.28, 194.3, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 08:00:00, None, None, None, None
-11.22, None, None, None, 8.74, 23.5, 198.1, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 09:00:00, None, None, None, None
-10.93, None, None, None, 9.62, 20.98, 200.5, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 10:00:00, None, None, None, None
-9.7, None, None, None, 11.94, 18.52, 201.3, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 11:00:00, None, None, None, None
-9.01, None, None, None, 13.41, 17.07, 198.4, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 12:00:00, None, None, None, None
-8.3, None, None, None, 13.36, 19.85, 186.6, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 13:00:00, None, None, None, None
-8.33, None, None, None, 14.35, 15.35, 200.5, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 14:00:00, None, None, None, None
-8.4, None, None, None, 9.87, 22.09, 199.3, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 15:00:00, None, None, None, None
-7.49, None, None, None, 10.54, 20.64, 192.9, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 16:00:00, None, None, None, None
-7.24, None, None, None, 8.39, 28.62, 181.4, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 17:00:00, None, None, None, None
-7.45, None, None, None, 10.78, 26.51, 191.9, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 18:00:00, None, None, None, None
-7.59, None, None, None, 9.44, 28.5, 194.5, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 19:00:00, None, None, None, None
-8.23, None, None, None, 11.6, 24.96, 197.8, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 20:00:00, None, None, None, None
-8.24, None, None, None, 6.849, 23.9, 195.6, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 21:00:00, None, None, None, None
-9.97, None, None, None, 11.36, 20.91, 203.9, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 22:00:00, None, None, None, None
-10.63, None, None, None, 9.44, 28.39, 201.4, None, None, None, None, None, None, None, None, None, None, None, 2016-01-01 23:00:00, None, None, None, None
-10.52, None, None, None, 12.69, 23.82, 202.7, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 00:00:00, None, None, None, None
-8.32, None, None, None, 17.8, 15.33, 212.4, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 01:00:00, None, None, None, None
-8.15, None, None, None, 18.88, 11.78, 208.9, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 02:00:00, None, None, None, None
-8.39, None, None, None, 14.12, 16.05, 205.3, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 03:00:00, None, None, None, None
-8.7, None, None, None, 9.24, 22.15, 198.6, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 04:00:00, None, None, None, None
-8.77, None, None, None, 8.07, 27.55, 194.5, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 05:00:00, None, None, None, None
-9.6, None, None, None, 10.39, 27.48, 197.9, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 06:00:00, None, None, None, None
-8.44, None, None, None, 9.23, 25.26, 198.4, None, None, None, None, None, None, None, None, None, None, None, 2016-01-02 07:00:00, None, None, None, None
