station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
88.2, None, None, None, 0.0, 294.3, None, None, None, None, None, None, None, None, None, 74.31, None, None, -11.35, None, None, None, None, 57.11, None, None, None, None, 2016-01-01 00:00:00
88.0, None, None, None, 0.0, 253.2, None, None, None, None, None, None, None, None, None, 74.36, None, None, -11.52, None, None, None, None, 0.209, None, None, None, None, 2016-01-01 01:00:00
88.2, None, None, None, 0.0, 253.1, None, None, None, None, None, None, None, None, None, 74.48, None, None, -11.29, None, None, None, None, 0.206, None, None, None, None, 2016-01-01 02:00:00
88.1, None, None, None, 0.0, 284.4, None, None, None, None, None, None, None, None, None, 73.92, None, None, -11.51, None, None, None, None, 45.95, None, None, None, None, 2016-01-01 03:00:00
88.2, None, None, None, 0.0, 26.63, None, None, None, None, None, None, None, None, None, 73.91, None, None, -10.7, None, None, None, None, 37.8, None, None, None, None, 2016-01-01 04:00:00
88.5, None, None, None, 0.0, 351.3, None, None, None, None, None, None, None, None, None, 73.97, None, None, -10.46, None, None, None, None, 7.397, None, None, None, None, 2016-01-01 05:00:00
None, None, None, None, 0.0, 10.73, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2.886, None, None, None, None, 2016-01-01 06:00:00
None, None, None, None, 0.0, 9.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 3.028, None, None, None, None, 2016-01-01 07:00:00
87.4, None, None, None, 0.0, 43.35, None, None, None, None, None, None, None, None, None, 73.85, None, None, -10.43, None, None, None, None, 14.02, None, None, None, None, 2016-01-01 08:00:00
89.0, None, None, None, 0.0, 42.32, None, None, None, None, None, None, None, None, None, 73.66, None, None, None, None, None, None, None, 6.938, None, None, None, None, 2016-01-01 09:00:00
None, None, None, None, 0.0, 15.69, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 16.29, None, None, None, None, 2016-01-01 10:00:00
84.9, None, None, None, 0.0, 348.4, None, None, None, None, None, None, None, None, None, 72.33, None, None, -9.74, None, None, None, None, 10.83, None, None, None, None, 2016-01-01 11:00:00
81.0, None, None, None, 0.0, 344.3, None, None, None, None, None, None, None, None, None, 72.42, None, None, -9.62, None, None, None, None, 11.64, None, None, None, None, 2016-01-01 12:00:00
83.0, None, None, None, 0.0, 344.8, None, None, None, None, None, None, None, None, None, 72.36, None, None, -9.8, None, None, None, None, 11.96, None, None, None, None, 2016-01-01 13:00:00
81.9, None, None, None, 0.0, 338.6, None, None, None, None, None, None, None, None, None, 72.08, None, None, -10.03, None, None, None, None, 10.79, None, None, None, None, 2016-01-01 14:00:00
85.1, None, None, None, 0.0, 348.1, None, None, None, None, None, None, None, None, None, 70.78, None, None, -10.07, None, None, None, None, 11.1, None, None, None, None, 2016-01-01 15:00:00
81.9, None, None, None, 0.0, 342.1, None, None, None, None, None, None, None, None, None, 72.8, None, None, -9.11, None, None, None, None, 10.31, None, None, None, None, 2016-01-01 16:00:00
83.9, None, None, None, 0.0, 342.6, None, None, None, None, None, None, None, None, None, 72.86, None, None, -9.06, None, None, None, None, 11.96, None, None, None, None, 2016-01-01 17:00:00
82.6, None, None, None, 0.0, 355.1, None, None, None, None, None, None, None, None, None, 72.88, None, None, -10.55, None, None, None, None, 10.59, None, None, None, None, 2016-01-01 18:00:00
82.7, None, None, None, 0.0, 347.7, None, None, None, None, None, None, None, None, None, 72.72, None, None, -10.89, None, None, None, None, 10.39, None, None, None, None, 2016-01-01 19:00:00
78.31, None, None, None, 0.0, 347.7, None, None, None, None, None, None, None, None, None, 72.72, None, None, -9.64, None, None, None, None, 9.55, None, None, None, None, 2016-01-01 20:00:00
78.16, None, None, None, 0.0, 348.5, None, None, None, None, None, None, None, None, None, 72.73, None, None, -9.95, None, None, None, None, 14.9, None, None, None, None, 2016-01-01 21:00:00
79.13, None, None, None, 0.0, 346.1, None, None, None, None, None, None, None, None, None, 72.41, None, None, -9.83, None, None, None, None, 9.76, None, None, None, None, 2016-01-01 22:00:00
73.97, None, None, None, 0.0, 342.8, None, None, None, None, None, None, None, None, None, 72.75, None, None, -8.68, None, None, None, None, 11.3, None, None, None, None, 2016-01-01 23:00:00
73.72, None, None, None, 0.0, 338.6, None, None, None, None, None, None, None, None, None, 72.59, None, None, -8.71, None, None, None, None, 11.35, None, None, None, None, 2016-01-02 00:00:00
80.5, None, None, None, 0.0, 340.1, None, None, None, None, None, None, None, None, None, 72.51, None, None, -9.65, None, None, None, None, 11.32, None, None, None, None, 2016-01-02 01:00:00
80.3, None, None, None, 0.0, 343.0, None, None, None, None, None, None, None, None, None, 73.55, None, None, -9.65, None, None, None, None, 11.17, None, None, None, None, 2016-01-02 02:00:00
76.1, None, None, None, 0.0, 349.6, None, None, None, None, None, None, None, None, None, 72.65, None, None, -8.06, None, None, None, None, 11.76, None, None, None, None, 2016-01-02 03:00:00
None, None, None, None, 0.0, 348.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 13.08, None, None, None, None, 2016-01-02 04:00:00
75.61, None, None, None, 0.0, 349.0, None, None, None, None, None, None, None, None, None, 72.43, None, None, -8.32, None, None, None, None, 11.16, None, None, None, None, 2016-01-02 05:00:00
77.35, None, None, None, 0.0, 340.8, None, None, None, None, None, None, None, None, None, 72.55, None, None, -8.31, None, None, None, None, 11.13, None, None, None, None, 2016-01-02 06:00:00
80.0, None, None, None, 0.0, 344.1, None, None, None, None, None, None, None, None, None, 72.34, None, None, -8.78, None, None, None, None, 9.56, None, None, None, None, 2016-01-02 07:00:00
84.6, None, None, None, 0.0, 348.7, None, None, None, None, None, None, None, None, None, 72.54, None, None, -10.32, None, None, None, None, 6.632, None, None, None, None, 2016-01-02 08:00:00
80.0, None, None, None, 0.0, 341.7, None, None, None, None, None, None, None, None, None, 72.21, None, None, -9.26, None, None, None, None, 10.31, None, None, None, None, 2016-01-02 09:00:00
68.55, None, None, None, 0.0, 350.9, None, None, None, None, None, None, None, None, None, 72.09, None, None, -6.142, None, None, None, None, 10.1, None, None, None, None, 2016-01-02 10:00:00
75.9, None, None, None, 0.0, 0.503, None, None, None, None, None, None, None, None, None, 72.06, None, None, -7.203, None, None, None, None, 6.824, None, None, None, None, 2016-01-02 12:00:00
74.0, None, None, None, 0.0, 344.2, None, None, None, None, None, None, None, None, None, 72.08, None, None, -5.722, None, None, None, None, 7.341, None, None, None, None, 2016-01-02 13:00:00
None, None, None, None, 0.0, 347.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 12.67, None, None, None, None, 2016-01-02 14:00:00
81.1, None, None, None, 0.0, 318.1, None, None, None, None, None, None, None, None, None, 71.95, None, None, -7.632, None, None, None, None, 30.01, None, None, None, None, 2016-01-02 15:00:00
None, None, None, None, 0.0, 351.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18.41, None, None, None, None, 2016-01-02 16:00:00
85.2, None, None, None, 0.0, 1.395, None, None, None, None, None, None, None, None, None, 72.0, None, None, -8.5, None, None, None, None, 38.46, None, None, None, None, 2016-01-02 17:00:00
77.39, None, None, None, 0.0, 340.3, None, None, None, None, None, None, None, None, None, 71.74, None, None, -7.359, None, None, None, None, 53.5, None, None, None, None, 2016-01-02 18:00:00
63.46, None, None, None, 0.0, 242.9, None, None, None, None, None, None, None, None, None, 71.8, None, None, -6.56, None, None, None, None, 21.12, None, None, None, None, 2016-01-02 19:00:00
62.8, None, None, None, 0.0, 286.3, None, None, None, None, None, None, None, None, None, 71.91, None, None, -6.712, None, None, None, None, 69.93, None, None, None, None, 2016-01-02 20:00:00
68.17, None, None, None, 0.0, 349.9, None, None, None, None, None, None, None, None, None, 71.66, None, None, -7.064, None, None, None, None, 38.86, None, None, None, None, 2016-01-02 21:00:00
56.58, None, None, None, 0.0, 268.5, None, None, None, None, None, None, None, None, None, 71.73, None, None, -6.138, None, None, None, None, 0.186, None, None, None, None, 2016-01-02 22:00:00
54.08, None, None, None, 0.0, 296.8, None, None, None, None, None, None, None, None, None, 71.61, None, None, -5.537, None, None, None, None, 51.29, None, None, None, None, 2016-01-02 23:00:00
