station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
50.89, None, None, None, 18.78, 276.9, None, None, -10.0, 933.0, None, None, None, None, None, 10.4, None, None, -2.688, None, None, None, None, 10.26, None, None, None, None, None, None, 2016-01-01 00:00:00, None
53.4, None, None, None, 8.51, 282.9, None, None, -11.0, 933.0, None, None, None, None, None, 10.76, None, None, -3.925, None, None, None, None, 11.79, None, None, None, None, None, None, 2016-01-01 01:00:00, None
40.79, None, None, None, 16.37, 261.3, None, None, -11.0, 932.0, None, None, None, None, None, 10.35, None, None, -0.937, None, None, None, None, 12.82, None, None, None, None, None, None, 2016-01-01 02:00:00, None
39.86, None, None, None, 17.47, 262.2, None, None, -12.0, 932.0, None, None, None, None, None, 10.38, None, None, -0.947, None, None, None, None, 10.59, None, None, None, None, None, None, 2016-01-01 03:00:00, None
47.79, None, None, None, 6.508, 273.1, None, None, -11.0, 932.0, None, None, None, None, None, 10.19, None, None, -2.822, None, None, None, None, 21.18, None, None, None, None, None, None, 2016-01-01 04:00:00, None
49.54, None, None, None, 16.36, 265.9, None, None, -11.0, 932.0, None, None, None, None, None, 10.44, None, None, -2.611, None, None, None, None, 12.47, None, None, None, None, None, None, 2016-01-01 05:00:00, None
49.46, None, None, None, 17.22, 266.9, None, None, -11.0, 932.0, None, None, None, None, None, 10.43, None, None, -2.862, None, None, None, None, 10.25, None, None, None, None, None, None, 2016-01-01 06:00:00, None
49.36, None, None, None, 14.17, 269.1, None, None, -11.0, 932.0, None, None, None, None, None, 10.41, None, None, -3.115, None, None, None, None, 9.99, None, None, None, None, None, None, 2016-01-01 07:00:00, None
50.28, None, None, None, 17.0, 273.5, None, None, -11.0, 932.0, None, None, None, None, None, 10.45, None, None, -3.534, None, None, None, None, 10.77, None, None, None, None, None, None, 2016-01-01 08:00:00, None
49.28, None, None, None, 16.18, 283.2, None, None, -11.0, 933.0, None, None, None, None, None, 10.52, None, None, -3.226, None, None, None, None, 10.4, None, None, None, None, None, None, 2016-01-01 09:00:00, None
46.23, None, None, None, 15.98, 275.3, None, None, -11.0, 933.0, None, None, None, None, None, 10.48, None, None, -2.449, None, None, None, None, 10.26, None, None, None, None, None, None, 2016-01-01 10:00:00, None
42.65, None, None, None, 19.97, 271.3, None, None, -11.0, 934.0, None, None, None, None, None, 10.41, None, None, -1.29, None, None, None, None, 11.38, None, None, None, None, None, None, 2016-01-01 11:00:00, None
36.71, None, None, None, 22.81, 262.2, None, None, -13.0, 933.0, None, None, None, None, None, 10.25, None, None, 0.084, None, None, None, None, 9.16, None, None, None, None, None, None, 2016-01-01 12:00:00, None
31.34, None, None, None, 22.97, 257.8, None, None, -13.0, 932.0, None, None, None, None, None, 10.31, None, None, 1.93, None, None, None, None, 12.16, None, None, None, None, None, None, 2016-01-01 13:00:00, None
