station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, -1.999, 32.05, None, None, None, None, 7.57, None, 0.0, 72.1, None, None, None, None, None, -15.0, None, None, None, None, None, None, 2016-01-01 00:00:00, None, None, 122.3
None, None, -1.267, 26.3, None, None, None, None, 8.71, None, 0.0, 72.1, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2016-01-01 01:00:00, None, None, 122.7
None, None, -1.535, 27.19, None, None, None, None, 7.4, None, 0.0, 75.5, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2016-01-01 02:00:00, None, None, 122.1
None, None, -1.637, 28.06, None, None, None, None, 5.006, None, 0.0, 70.0, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2016-01-01 03:00:00, None, None, 121.8
None, None, -0.572, 24.81, None, None, None, None, 5.709, None, 0.0, 72.2, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2016-01-01 04:00:00, None, None, 121.5
None, None, -0.602, 23.96, None, None, None, None, 6.901, None, 0.0, 69.79, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-01 05:00:00, None, None, 120.8
None, None, -0.603, 24.13, None, None, None, None, 6.274, None, 0.0, 76.7, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-01 06:00:00, None, None, 121.4
None, None, -0.195, 22.66, None, None, None, None, 6.157, None, 0.0, 78.4, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-01 07:00:00, None, None, 120.3
None, None, -1.315, 26.09, None, None, None, None, 6.069, None, 0.0, 74.2, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-01 08:00:00, None, None, 120.6
None, None, 1.354, 21.23, None, None, None, None, 6.883, None, 0.0, 78.7, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2016-01-01 09:00:00, None, None, 120.8
None, None, 2.501, 20.45, None, None, None, None, 6.818, None, 0.0, 79.2, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2016-01-01 10:00:00, None, None, 121.2
None, None, 4.122, 23.35, None, None, None, None, 7.09, None, 0.0, 72.7, None, None, None, None, None, -15.0, None, None, None, None, None, None, 2016-01-01 11:00:00, None, None, 121.0
None, None, 5.433, 22.26, None, None, None, None, 6.012, None, 0.0, 67.58, None, None, None, None, None, -14.0, None, None, None, None, None, None, 2016-01-01 12:00:00, None, None, 121.8
None, None, 6.322, 20.76, None, None, None, None, 9.36, None, 0.0, 70.4, None, None, None, None, None, -15.0, None, None, None, None, None, None, 2016-01-01 13:00:00, None, None, 121.3
None, None, 5.441, 21.21, None, None, None, None, 6.837, None, 0.0, 72.4, None, None, None, None, None, -15.0, None, None, None, None, None, None, 2016-01-01 14:00:00, None, None, 121.1
None, None, 5.157, 20.93, None, None, None, None, 6.724, None, 0.0, 72.4, None, None, None, None, None, -15.0, None, None, None, None, None, None, 2016-01-01 15:00:00, None, None, 121.0
None, None, 3.657, 21.56, None, None, None, None, 6.444, None, 0.0, 77.2, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2016-01-01 16:00:00, None, None, 121.1
None, None, 2.893, 22.91, None, None, None, None, 4.676, None, 0.0, 77.9, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2016-01-01 17:00:00, None, None, 121.0
None, None, 2.224, 28.9, None, None, None, None, 5.904, None, 0.0, 71.7, None, None, None, None, None, -14.0, None, None, None, None, None, None, 2016-01-01 18:00:00, None, None, 120.7
None, None, 2.599, 23.86, None, None, None, None, 5.772, None, 0.0, 76.9, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2016-01-01 19:00:00, None, None, 120.1
None, None, 2.748, 21.11, None, None, None, None, 7.32, None, 0.0, 67.66, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-01 20:00:00, None, None, 121.3
None, None, 0.894, 24.65, None, None, None, None, 11.85, None, 0.0, 61.8, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-01 21:00:00, None, None, 120.7
None, None, 1.031, 24.27, None, None, None, None, 6.071, None, 0.0, 62.1, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-01 22:00:00, None, None, 120.8
None, None, 0.962, 22.67, None, None, None, None, 10.84, None, 0.0, 76.8, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2016-01-01 23:00:00, None, None, 120.1
None, None, 0.506, 21.79, None, None, None, None, 7.86, None, 0.0, 66.36, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2016-01-02 00:00:00, None, None, 120.3
None, None, 1.493, 20.75, None, None, None, None, 4.081, None, 0.0, 68.02, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2016-01-02 01:00:00, None, None, 120.3
None, None, 1.949, 20.18, None, None, None, None, 5.367, None, 0.0, 66.17, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2016-01-02 02:00:00, None, None, 120.6
None, None, 3.234, 19.61, None, None, None, None, 6.844, None, 0.0, 70.1, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2016-01-02 03:00:00, None, None, 119.7
None, None, 3.11, 19.58, None, None, None, None, 11.46, None, 0.0, 71.9, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2016-01-02 04:00:00, None, None, 120.2
None, None, 1.816, 20.03, None, None, None, None, 13.86, None, 0.0, 62.01, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2016-01-02 05:00:00, None, None, 121.4
None, None, -1.308, 21.78, None, None, None, None, 8.99, None, 0.0, 64.62, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2016-01-02 06:00:00, None, None, 120.0
None, None, 0.724, 20.55, None, None, None, None, 7.28, None, 0.0, 76.3, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2016-01-02 07:00:00, None, None, 119.1
None, None, 1.892, 20.01, None, None, None, None, 7.55, None, 0.0, 82.7, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2016-01-02 08:00:00, None, None, 119.2
None, None, 0.933, 20.36, None, None, None, None, 6.295, None, 0.0, 83.4, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2016-01-02 09:00:00, None, None, 121.2
None, None, 2.407, 19.85, None, None, None, None, 6.578, None, 0.0, 86.5, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2016-01-02 10:00:00, None, None, 121.1
None, None, 3.321, 20.27, None, None, None, None, 7.13, None, 0.0, 91.2, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2016-01-02 11:00:00, None, None, 120.2
