RelativeHumidity,AirTemperature,time,Rain,week_of_year
None,15.0,2016-07-22 00:00:00,0.0,30
None,14.7,2016-07-22 00:15:00,0.0,30
None,14.9,2016-07-22 00:30:00,0.0,30
None,14.4,2016-07-22 00:45:00,0.0,30
None,14.1,2016-07-22 01:00:00,0.0,30
None,13.9,2016-07-22 01:15:00,0.0,30
None,13.9,2016-07-22 01:30:00,0.0,30
None,13.5,2016-07-22 01:45:00,0.0,30
None,13.2,2016-07-22 02:00:00,0.0,30
None,13.0,2016-07-22 02:15:00,0.0,30
None,12.8,2016-07-22 02:30:00,0.0,30
None,12.6,2016-07-22 02:45:00,0.0,30
None,12.4,2016-07-22 03:00:00,0.0,30
None,12.4,2016-07-22 03:15:00,0.0,30
None,12.3,2016-07-22 03:30:00,0.0,30
None,12.3,2016-07-22 03:45:00,0.0,30
None,12.0,2016-07-22 04:00:00,1.27,30
None,12.0,2016-07-22 04:15:00,0.76,30
None,12.1,2016-07-22 04:30:00,0.51,30
None,12.0,2016-07-22 04:45:00,0.25,30
None,12.2,2016-07-22 05:00:00,0.0,30
None,12.4,2016-07-22 05:15:00,0.0,30
None,12.6,2016-07-22 05:30:00,0.0,30
None,12.7,2016-07-22 05:45:00,0.0,30
None,12.8,2016-07-22 06:00:00,0.0,30
None,12.8,2016-07-22 06:15:00,0.0,30
None,12.8,2016-07-22 06:30:00,0.0,30
None,12.9,2016-07-22 06:45:00,0.0,30
None,13.0,2016-07-22 07:00:00,0.0,30
None,13.0,2016-07-22 07:15:00,0.0,30
None,13.4,2016-07-22 07:30:00,0.0,30
None,14.2,2016-07-22 07:45:00,0.0,30
None,14.1,2016-07-22 08:00:00,0.0,30
None,14.8,2016-07-22 08:15:00,0.0,30
None,15.0,2016-07-22 08:30:00,0.0,30
None,15.5,2016-07-22 08:45:00,0.0,30
None,15.7,2016-07-22 09:00:00,0.0,30
None,16.1,2016-07-22 09:15:00,0.0,30
None,16.3,2016-07-22 09:30:00,0.0,30
None,16.5,2016-07-22 09:45:00,0.0,30
None,16.7,2016-07-22 10:00:00,0.0,30
None,17.3,2016-07-22 10:15:00,0.0,30
None,17.9,2016-07-22 10:30:00,0.0,30
None,17.7,2016-07-22 10:45:00,0.0,30
None,17.9,2016-07-22 11:00:00,0.0,30
None,18.1,2016-07-22 11:15:00,0.0,30
None,18.2,2016-07-22 11:30:00,0.0,30
None,18.4,2016-07-22 11:45:00,0.0,30
None,18.4,2016-07-22 12:00:00,0.0,30
None,18.5,2016-07-22 12:15:00,0.0,30
None,18.8,2016-07-22 12:30:00,0.0,30
None,18.6,2016-07-22 12:45:00,0.0,30
None,19.7,2016-07-22 13:00:00,0.0,30
None,18.8,2016-07-22 13:15:00,0.0,30
None,20.0,2016-07-22 13:30:00,0.0,30
