AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
-0.7, 0.0,0.0, 6.2,2019-10-29 00:00:00, 28.0, 68.0,44
-0.5, None,0.0, 7.2,2019-10-29 00:15:00, 18.0, 59.0,44
-0.3, None,0.0, 7.5,2019-10-29 00:30:00, 14.0, 61.0,44
-0.3, None,0.0, 8.8,2019-10-29 00:45:00, 29.0, 54.0,44
-0.4, 0.0,0.0, 9.1,2019-10-29 01:00:00, 32.0, 57.0,44
-0.4, None,0.0, 7.9,2019-10-29 01:15:00, 31.0, 57.0,44
-0.6, None,0.0, 7.1,2019-10-29 01:30:00, 37.0, 63.0,44
-0.5, None,0.0, 11.6,2019-10-29 01:45:00, 43.0, 51.0,44
-0.6, 0.0,0.0, 9.9,2019-10-29 02:00:00, 38.0, 54.0,44
-0.8, None,0.0, 9.9,2019-10-29 02:15:00, 36.0, 50.0,44
-0.9, None,0.0, 10.6,2019-10-29 02:30:00, 37.0, 46.0,44
-1.0, None,0.0, 10.6,2019-10-29 02:45:00, 34.0, 45.0,44
-1.2, 0.0,0.0, 8.7,2019-10-29 03:00:00, 35.0, 47.0,44
-1.3, None,0.0, 10.7,2019-10-29 03:15:00, 28.0, 44.0,44
-1.4, None,0.0, 8.4,2019-10-29 03:30:00, 37.0, 48.0,44
-1.6, None,0.0, 10.7,2019-10-29 03:45:00, 41.0, 45.0,44
-1.7, 0.0,0.0, 7.9,2019-10-29 04:00:00, 30.0, 44.0,44
-1.7, None,0.0, 8.3,2019-10-29 04:15:00, 35.0, 42.0,44
-1.9, None,0.0, 8.7,2019-10-29 04:30:00, 35.0, 44.0,44
-2.0, None,0.0, 8.2,2019-10-29 04:45:00, 36.0, 45.0,44
-2.1, 0.0,0.0, 7.0,2019-10-29 05:00:00, 34.0, 45.0,44
-2.3, None,0.0, 6.9,2019-10-29 05:15:00, 37.0, 49.0,44
-2.4, None,0.0, 7.6,2019-10-29 05:30:00, 42.0, 46.0,44
-2.5, None,0.0, 6.4,2019-10-29 05:45:00, 36.0, 51.0,44
-2.7, 0.0,0.0, 6.1,2019-10-29 06:00:00, 30.0, 51.0,44
-2.7, None,0.0, 7.8,2019-10-29 06:15:00, 43.0, 51.0,44
-2.6, None,0.0, 8.9,2019-10-29 06:30:00, 45.0, 54.0,44
-2.7, None,0.0, 7.0,2019-10-29 06:45:00, 44.0, 57.0,44
-2.7, 0.0,0.0, 6.5,2019-10-29 07:00:00, 47.0, 62.0,44
-2.6, None,0.0, 6.8,2019-10-29 07:15:00, 44.0, 63.0,44
-2.5, None,0.0, 6.4,2019-10-29 07:30:00, 45.0, 68.0,44
-2.3, None,0.0, 5.8,2019-10-29 07:45:00, 42.0, 72.0,44
-2.1, 0.0,0.0, 5.4,2019-10-29 08:00:00, 40.0, 73.0,44
-1.6, None,0.0, 4.5,2019-10-29 08:15:00, 40.0, 71.0,44
-0.7, None,0.0, 4.3,2019-10-29 08:30:00, 34.0, 68.0,44
-0.2, None,0.0, 4.6,2019-10-29 08:45:00, 34.0, 68.0,44
0.2, 0.0,0.0, 3.8,2019-10-29 09:00:00, 37.0, 66.0,44
0.4, None,0.0, 4.6,2019-10-29 09:15:00, 38.0, 61.0,44
0.9, None,0.0, 4.5,2019-10-29 09:30:00, 24.0, 55.0,44
1.0, None,0.0, 4.8,2019-10-29 09:45:00, 32.0, 51.0,44
1.2, 0.0,0.0, 5.1,2019-10-29 10:00:00, 28.0, 50.0,44
