AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
,14.0, None,2017-04-09,-5.7,0.6,15,,,,,
,7.0, None,2017-04-10,-8.3,0.0,15,,,,,
,0.0, None,2017-04-11,-9.6,2.9,15,,,,,
,3.0, None,2017-04-12,-5.5,1.4,15,,,,,
,12.0, None,2017-04-13,-2.9,3.5,15,,,,,
,3.0, None,2017-04-14,-6.6,3.9,15,,,,,
,5.0, None,2017-04-15,-8.1,3.2,15,,,,,
,,,2017-04-09 00:00:00, None, None,15,224.0,463.0, None, None,0.3
,,,2017-04-09 01:00:00, None, None,15,224.0,463.0, None, None,-0.4
,,,2017-04-09 02:00:00, None, None,15,224.0,463.0, None, None,-1.4
,,,2017-04-09 03:00:00, None, None,15,225.0,463.0, None, None,-1.6
,,,2017-04-09 04:00:00, None, None,15,226.0,463.0, None, None,-1.9
,,,2017-04-09 05:00:00, None, None,15,228.0,463.0, None, None,-1.8
,,,2017-04-09 06:00:00, None, None,15,230.0,463.0, None, None,-2.2
,,,2017-04-09 07:00:00, None, None,15,231.0,463.0, None, None,-2.5
,,,2017-04-09 08:00:00, None, None,15,231.0,463.0, None, None,-2.8
,,,2017-04-09 09:00:00, None, None,15,232.0,463.0, None, None,-3.0
,,,2017-04-09 10:00:00, None, None,15,234.0,464.0, None, None,-3.1
,,,2017-04-09 11:00:00, None, None,15,235.0,465.0, None, None,-3.4
,,,2017-04-09 12:00:00, None, None,15,236.0,466.0, None, None,-3.5
,,,2017-04-09 13:00:00, None, None,15,237.0,467.0, None, None,-3.6
,,,2017-04-09 14:00:00, None, None,15,238.0,469.0, None, None,-3.6
,,,2017-04-09 15:00:00, None, None,15,239.0,470.0, None, None,-3.3
,,,2017-04-09 16:00:00, None, None,15,240.0,470.0, 454.0, None,-3.0
,,,2017-04-09 17:00:00, None, None,15,241.0,472.0, None, None,-2.5
,,,2017-04-09 18:00:00, None, None,15,241.0,472.0, None, None,-2.0
,,,2017-04-09 19:00:00, None, None,15,242.0,473.0, None, None,-1.7
,,,2017-04-09 20:00:00, None, None,15,243.0,473.0, None, None,-1.4
,,,2017-04-09 21:00:00, None, None,15,244.0,474.0, None, None,-0.6
,,,2017-04-09 22:00:00, None, None,15,244.0,475.0, None, None,-0.7
,,,2017-04-09 23:00:00, None, None,15,244.0,476.0, None, None,-0.2
,,,2017-04-10 00:00:00, None, None,15,244.0,477.0, None, None,-0.3
,,,2017-04-10 01:00:00, None, None,15,244.0,478.0, None, None,-0.9
,,,2017-04-10 02:00:00, None, None,15,245.0,479.0, None, None,-1.2
,,,2017-04-10 03:00:00, None, None,15,245.0,479.0, None, None,-2.1
,,,2017-04-10 04:00:00, None, None,15,245.0,479.0, None, None,-2.7
,,,2017-04-10 05:00:00, None, None,15,245.0,481.0, None, None,-4.1
,,,2017-04-10 06:00:00, None, None,15,245.0,481.0, None, None,-5.6
