CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 11.38, 54.54, None,2016-04-08 00:00:00, None, None,10.88, 6.792,35.46, None, None, None, None, None, -2.864,15
None, 10.94, 56.57, None,2016-04-08 01:00:00, None, None,12.13, 5.489,20.15, None, None, None, None, None, -2.944,15
None, 10.3, 59.97, None,2016-04-08 02:00:00, None, None,10.37, 5.858,15.1, None, None, None, None, None, -2.908,15
None, 10.54, 58.02, None,2016-04-08 03:00:00, None, None,17.01, 4.268,19.46, None, None, None, None, None, -2.882,15
None, 10.42, 58.78, None,2016-04-08 04:00:00, None, None,54.04, 4.099,173.2, None, None, None, None, None, -2.851,15
None, 10.08, 59.55, None,2016-04-08 05:00:00, None, None,15.08, 1.97,183.9, None, None, None, None, None, -2.852,15
None, 9.25, 65.24, None,2016-04-08 06:00:00, None, None,44.74, 0.599,186.1, None, None, None, None, None, -2.889,15
None, 9.46, 64.03, None,2016-04-08 07:00:00, None, None,34.79, 1.746,174.1, None, None, None, None, None, -2.918,15
None, 8.83, 68.24, None,2016-04-08 08:00:00, None, None,46.19, 2.739,181.5, None, None, None, None, None, -2.864,15
None, 11.18, 62.85, None,2016-04-08 09:00:00, None, None,53.89, 3.526,187.1, None, None, None, None, None, -3.031,15
None, 13.85, 56.31, None,2016-04-08 10:00:00, None, None,35.97, 4.268,174.7, None, None, None, None, None, -2.839,15
None, 16.45, 43.82, None,2016-04-08 11:00:00, None, None,25.47, 9.07,171.7, None, None, None, None, None, -2.744,15
None, 18.42, 34.01, None,2016-04-08 12:00:00, None, None,20.32, 14.15,170.3, None, None, None, None, None, -2.407,15
None, 19.65, 31.95, None,2016-04-08 13:00:00, None, None,21.08, 14.51,166.8, None, None, None, None, None, -2.219,15
None, 20.53, 33.35, None,2016-04-08 14:00:00, None, None,33.12, 10.09,184.2, None, None, None, None, None, -2.675,15
None, 20.93, 28.25, None,2016-04-08 15:00:00, None, None,53.19, 8.58,221.8, None, None, None, None, None, -2.746,15
None, 20.94, 26.55, None,2016-04-08 16:00:00, None, None,51.11, 9.72,228.6, None, None, None, None, None, -2.762,15
None, 18.94, 32.0, None,2016-04-08 17:00:00, None, None,45.28, 11.34,233.7, None, None, None, None, None, -2.752,15
None, 15.79, 36.64, None,2016-04-08 19:00:00, None, None,45.97, 9.66,211.4, None, None, None, None, None, -2.908,15
None, 13.74, 46.04, None,2016-04-08 20:00:00, None, None,22.85, 12.73,183.6, None, None, None, None, None, -2.795,15
None, 12.43, 48.88, None,2016-04-08 21:00:00, None, None,20.22, 15.27,165.6, None, None, None, None, None, -2.753,15
None, 11.57, 52.67, None,2016-04-08 22:00:00, None, None,12.42, 15.67,163.3, None, None, None, None, None, -2.784,15
None, 10.87, 55.6, None,2016-04-08 23:00:00, None, None,12.73, 16.06,160.9, None, None, None, None, None, -2.659,15
None, 9.96, 59.33, None,2016-04-09 00:00:00, None, None,16.4, 13.44,156.4, None, None, None, None, None, -2.748,15
