pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None,0.615, None, None, None, None, None, None, None, None, None, None,2016-04-08 00:00:00, None, None,15
None,0.151, None, None, None, None, None, None, None, None, None, None,2016-04-08 01:00:00, None, None,15
None,-0.133, None, None, None, None, None, None, None, None, None, None,2016-04-08 02:00:00, None, None,15
None,-0.494, None, None, None, None, None, None, None, None, None, None,2016-04-08 03:00:00, None, None,15
None,-0.559, None, None, None, None, None, None, None, None, None, None,2016-04-08 04:00:00, None, None,15
None,-0.654, None, None, None, None, None, None, None, None, None, None,2016-04-08 05:00:00, None, None,15
None,-0.653, None, None, None, None, None, None, None, None, None, None,2016-04-08 06:00:00, None, None,15
None,-0.01, None, None, None, None, None, None, None, None, None, None,2016-04-08 07:00:00, None, None,15
None,0.5, None, None, None, None, None, None, None, None, None, None,2016-04-08 08:00:00, None, None,15
None,1.611, None, None, None, None, None, None, None, None, None, None,2016-04-08 09:00:00, None, None,15
None,3.118, None, None, None, None, None, None, None, None, None, None,2016-04-08 10:00:00, None, None,15
None,5.43, None, None, None, None, None, None, None, None, None, None,2016-04-08 11:00:00, None, None,15
None,6.667, None, None, None, None, None, None, None, None, None, None,2016-04-08 12:00:00, None, None,15
None,7.96, None, None, None, None, None, None, None, None, None, None,2016-04-08 13:00:00, None, None,15
None,8.93, None, None, None, None, None, None, None, None, None, None,2016-04-08 14:00:00, None, None,15
None,8.46, None, None, None, None, None, None, None, None, None, None,2016-04-08 15:00:00, None, None,15
None,7.25, None, None, None, None, None, None, None, None, None, None,2016-04-08 16:00:00, None, None,15
None,8.29, None, None, None, None, None, None, None, None, None, None,2016-04-08 17:00:00, None, None,15
None,6.118, None, None, None, None, None, None, None, None, None, None,2016-04-08 19:00:00, None, None,15
None,5.468, None, None, None, None, None, None, None, None, None, None,2016-04-08 20:00:00, None, None,15
None,4.954, None, None, None, None, None, None, None, None, None, None,2016-04-08 21:00:00, None, None,15
None,5.088, None, None, None, None, None, None, None, None, None, None,2016-04-08 22:00:00, None, None,15
None,3.659, None, None, None, None, None, None, None, None, None, None,2016-04-08 23:00:00, None, None,15
None,2.956, None, None, None, None, None, None, None, None, None, None,2016-04-09 00:00:00, None, None,15
None,1.847, None, None, None, None, None, None, None, None, None, None,2016-04-09 01:00:00, None, None,15
None,1.232, None, None, None, None, None, None, None, None, None, None,2016-04-09 02:00:00, None, None,15
None,0.407, None, None, None, None, None, None, None, None, None, None,2016-04-09 03:00:00, None, None,15
None,-0.313, None, None, None, None, None, None, None, None, None, None,2016-04-09 04:00:00, None, None,15
None,-0.749, None, None, None, None, None, None, None, None, None, None,2016-04-09 05:00:00, None, None,15
None,-1.221, None, None, None, None, None, None, None, None, None, None,2016-04-09 06:00:00, None, None,15
None,-1.041, None, None, None, None, None, None, None, None, None, None,2016-04-09 07:00:00, None, None,15
None,-1.05, None, None, None, None, None, None, None, None, None, None,2016-04-09 08:00:00, None, None,15
None,-0.652, None, None, None, None, None, None, None, None, None, None,2016-04-09 09:00:00, None, None,15
None,0.927, None, None, None, None, None, None, None, None, None, None,2016-04-09 10:00:00, None, None,15
None,5.315, None, None, None, None, None, None, None, None, None, None,2016-04-09 11:00:00, None, None,15
None,8.27, None, None, None, None, None, None, None, None, None, None,2016-04-09 12:00:00, None, None,15
None,10.14, None, None, None, None, None, None, None, None, None, None,2016-04-09 13:00:00, None, None,15
None,11.0, None, None, None, None, None, None, None, None, None, None,2016-04-09 14:00:00, None, None,15
None,11.13, None, None, None, None, None, None, None, None, None, None,2016-04-09 15:00:00, None, None,15
None,10.39, None, None, None, None, None, None, None, None, None, None,2016-04-09 16:00:00, None, None,15
None,7.92, None, None, None, None, None, None, None, None, None, None,2016-04-09 17:00:00, None, None,15
None,8.98, None, None, None, None, None, None, None, None, None, None,2016-04-09 18:00:00, None, None,15
None,6.301, None, None, None, None, None, None, None, None, None, None,2016-04-09 19:00:00, None, None,15
None,3.571, None, None, None, None, None, None, None, None, None, None,2016-04-09 20:00:00, None, None,15
None,2.093, None, None, None, None, None, None, None, None, None, None,2016-04-09 21:00:00, None, None,15
None,0.93, None, None, None, None, None, None, None, None, None, None,2016-04-09 22:00:00, None, None,15
None,0.33, None, None, None, None, None, None, None, None, None, None,2016-04-09 23:00:00, None, None,15
None,-0.03, None, None, None, None, None, None, None, None, None, None,2016-04-10 00:00:00, None, None,15
None,-0.493, None, None, None, None, None, None, None, None, None, None,2016-04-10 01:00:00, None, None,15
None,-0.833, None, None, None, None, None, None, None, None, None, None,2016-04-10 02:00:00, None, None,15
