CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,8.09, 40.29, None, None, None,10.03,25.79, None,183.2, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-08 00:00:00, None, None, None, None,15
None,7.57, 43.18, None, None, None,8.16,29.16, None,186.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-08 01:00:00, None, None, None, None,15
None,7.1, 46.39, None, None, None,8.39,32.6, None,191.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-08 02:00:00, None, None, None, None,15
None,6.761, 51.28, None, None, None,8.48,31.61, None,191.5, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-08 03:00:00, None, None, None, None,15
None,6.857, 52.75, None, None, None,12.55,30.16, None,205.5, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-04-08 04:00:00, None, None, None, None,15
None,6.33, 56.3, None, None, None,9.04,33.07, None,214.0, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-04-08 05:00:00, None, None, None, None,15
None,6.186, 51.35, None, None, None,9.6,33.05, None,218.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-08 06:00:00, None, None, None, None,15
None,6.043, 46.39, None, None, None,9.24,33.35, None,217.8, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-08 07:00:00, None, None, None, None,15
None,6.569, 42.51, None, None, None,8.33,34.27, None,217.5, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-08 08:00:00, None, None, None, None,15
None,6.665, 43.65, None, None, None,8.23,34.31, None,213.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-08 09:00:00, None, None, None, None,15
None,6.809, 41.57, None, None, None,11.25,31.76, None,212.1, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-08 10:00:00, None, None, None, None,15
None,7.19, 39.7, None, None, None,12.75,33.39, None,215.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-08 11:00:00, None, None, None, None,15
None,7.27, 41.03, None, None, None,14.08,34.07, None,209.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-08 12:00:00, None, None, None, None,15
None,7.64, 31.12, None, None, None,20.58,30.58, None,229.8, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-04-08 13:00:00, None, None, None, None,15
None,7.17, 41.63, None, None, None,15.98,37.14, None,238.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-08 14:00:00, None, None, None, None,15
None,7.36, 43.77, None, None, None,14.9,33.48, None,237.8, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-08 15:00:00, None, None, None, None,15
None,7.17, 45.11, None, None, None,18.26,34.7, None,247.0, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-08 16:00:00, None, None, None, None,15
None,6.878, 45.11, None, None, None,13.07,25.06, None,256.4, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-08 17:00:00, None, None, None, None,15
None,4.724, 48.05, None, None, None,8.55,29.21, None,259.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-08 19:00:00, None, None, None, None,15
None,2.952, 62.37, None, None, None,10.25,30.63, None,257.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-08 20:00:00, None, None, None, None,15
None,2.378, 57.22, None, None, None,9.05,29.11, None,260.1, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-08 21:00:00, None, None, None, None,15
None,1.967, 57.77, None, None, None,8.57,24.58, None,261.3, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-08 22:00:00, None, None, None, None,15
None,1.828, 54.83, None, None, None,7.79,16.6, None,258.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-08 23:00:00, None, None, None, None,15
None,1.407, 58.32, None, None, None,13.74,11.42, None,268.6, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-09 00:00:00, None, None, None, None,15
None,0.883, 61.2, None, None, None,8.86,11.01, None,267.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-09 01:00:00, None, None, None, None,15
None,0.176, 67.17, None, None, None,20.77,3.449, None,248.8, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-09 02:00:00, None, None, None, None,15
None,-0.734, 69.71, None, None, None,10.63,4.667, None,313.8, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-09 03:00:00, None, None, None, None,15
None,-1.405, 70.9, None, None, None,14.56,4.757, None,333.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-09 04:00:00, None, None, None, None,15
None,-2.363, 73.1, None, None, None,19.51,6.011, None,5.984, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-09 05:00:00, None, None, None, None,15
None,-1.879, 72.6, None, None, None,28.51,6.453, None,114.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-09 06:00:00, None, None, None, None,15
None,-2.16, 73.4, None, None, None,7.98,10.78, None,128.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-09 07:00:00, None, None, None, None,15
None,-1.292, 69.86, None, None, None,10.07,6.946, None,113.5, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-09 08:00:00, None, None, None, None,15
None,-1.344, 68.72, None, None, None,12.01,6.383, None,113.2, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-09 09:00:00, None, None, None, None,15
None,-1.261, 70.9, None, None, None,24.0,8.08, None,94.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-09 10:00:00, None, None, None, None,15
None,0.507, 66.56, None, None, None,21.14,10.04, None,132.5, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-09 11:00:00, None, None, None, None,15
None,2.212, 60.39, None, None, None,24.12,9.34, None,149.7, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-09 12:00:00, None, None, None, None,15
None,3.868, 54.75, None, None, None,24.14,8.55, None,172.5, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-09 13:00:00, None, None, None, None,15
None,5.155, 46.31, None, None, None,30.97,8.23, None,179.3, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-09 14:00:00, None, None, None, None,15
None,8.36, 36.94, None, None, None,63.31,2.201, None,197.5, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-09 15:00:00, None, None, None, None,15
None,5.991, 42.82, None, None, None,42.19,3.585, None,260.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-09 16:00:00, None, None, None, None,15
None,5.368, 49.11, None, None, None,28.42,6.101, None,271.9, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-09 17:00:00, None, None, None, None,15
None,4.793, 46.03, None, None, None,26.93,8.43, None,294.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-09 18:00:00, None, None, None, None,15
None,4.219, 48.1, None, None, None,15.71,9.15, None,297.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-09 19:00:00, None, None, None, None,15
None,1.826, 49.91, None, None, None,17.36,9.1, None,343.0, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-04-09 20:00:00, None, None, None, None,15
None,0.827, 54.26, None, None, None,26.74,6.955, None,33.42, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-04-09 21:00:00, None, None, None, None,15
None,0.845, 56.95, None, None, None,14.85,10.02, None,130.3, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-04-09 22:00:00, None, None, None, None,15
None,0.295, 52.02, None, None, None,9.38,14.63, None,130.4, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-04-09 23:00:00, None, None, None, None,15
None,0.067, 55.1, None, None, None,4.447,19.14, None,135.1, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-04-10 00:00:00, None, None, None, None,15
None,-0.405, 59.33, None, None, None,3.689,14.94, None,133.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-04-10 01:00:00, None, None, None, None,15
None,-1.644, 65.23, None, None, None,7.21,5.018, None,118.0, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-04-10 02:00:00, None, None, None, None,15
None,-1.405, 66.16, None, None, None,5.989,2.212, None,115.8, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-10 03:00:00, None, None, None, None,15
None,-0.686, 61.61, None, None, None,8.75,6.53, None,124.5, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-10 04:00:00, None, None, None, None,15
None,-2.209, 74.8, None, None, None,21.93,1.857, None,157.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-10 05:00:00, None, None, None, None,15
None,-2.064, 79.6, None, None, None,22.52,1.874, None,327.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-10 06:00:00, None, None, None, None,15
None,3.862, 55.41, None, None, None,18.02,6.362, None,242.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-10 13:00:00, None, None, None, None,15
None,5.442, 52.4, None, None, None,17.88,8.67, None,244.7, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-10 14:00:00, None, None, None, None,15
None,4.606, 56.6, None, None, None,16.56,10.44, None,251.9, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-10 15:00:00, None, None, None, None,15
None,4.554, 57.74, None, None, None,12.08,12.28, None,248.8, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-10 16:00:00, None, None, None, None,15
None,3.836, 59.68, None, None, None,8.49,14.81, None,254.9, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-10 17:00:00, None, None, None, None,15
None,3.693, 62.02, None, None, None,8.07,17.12, None,262.3, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-10 18:00:00, None, None, None, None,15
None,2.735, 69.38, None, None, None,6.521,18.65, None,263.7, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-04-10 19:00:00, None, None, None, None,15
None,1.175, 80.0, None, None, None,9.29,16.81, None,257.2, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-04-10 20:00:00, None, None, None, None,15
None,0.175, 84.9, None, None, None,9.94,8.24, None,241.8, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-04-10 21:00:00, None, None, None, None,15
None,-0.003, 90.8, None, None, None,19.49,7.51, None,227.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2016-04-10 22:00:00, None, None, None, None,15
None,-0.088, 91.0, None, None, None,11.0,12.34, None,229.4, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2016-04-10 23:00:00, None, None, None, None,15
None,0.02, 81.1, None, None, None,8.19,10.22, None,221.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 00:00:00, None, None, None, None,15
None,0.08, 81.8, None, None, None,12.13,10.17, None,230.8, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 01:00:00, None, None, None, None,15
None,-0.207, 81.9, None, None, None,7.32,14.59, None,229.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 02:00:00, None, None, None, None,15
None,-0.494, 75.9, None, None, None,12.43,14.83, None,217.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-11 03:00:00, None, None, None, None,15
None,-2.315, 99.5, None, None, None,15.73,11.14, None,206.7, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2016-04-11 04:00:00, None, None, None, None,15
None,-2.555, None, None, None, None,12.35,13.45, None,239.4, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 05:00:00, None, None, None, None,15
None,-2.89, None, None, None, None,9.3,14.21, None,242.3, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 06:00:00, None, None, None, None,15
None,-3.129, None, None, None, None,23.93,12.76, None,226.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 07:00:00, None, None, None, None,15
None,-3.177, None, None, None, None,11.02,12.11, None,243.9, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 08:00:00, None, None, None, None,15
None,-3.081, 102.7, None, None, None,12.95,11.77, None,246.8, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 09:00:00, None, None, None, None,15
None,-3.369, 99.7, None, None, None,17.07,10.14, None,244.6, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 10:00:00, None, None, None, None,15
None,-2.123, 93.4, None, None, None,23.99,7.84, None,221.1, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 11:00:00, None, None, None, None,15
None,-1.514, 92.0, None, None, None,16.72,9.52, None,224.4, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 12:00:00, None, None, None, None,15
None,-1.045, 88.0, None, None, None,19.21,7.42, None,240.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 13:00:00, None, None, None, None,15
None,-0.375, 83.2, None, None, None,19.36,8.51, None,257.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 14:00:00, None, None, None, None,15
None,0.466, 68.73, None, None, None,16.71,10.51, None,251.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-11 15:00:00, None, None, None, None,15
None,-0.303, 71.9, None, None, None,10.92,17.59, None,258.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-11 16:00:00, None, None, None, None,15
None,-0.351, 72.5, None, None, None,10.16,16.42, None,255.6, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-11 17:00:00, None, None, None, None,15
None,-0.256, 77.6, None, None, None,11.39,16.1, None,264.1, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 18:00:00, None, None, None, None,15
None,-1.788, 89.0, None, None, None,10.19,17.11, None,267.7, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-04-11 19:00:00, None, None, None, None,15
None,-3.415, 95.9, None, None, None,11.96,14.44, None,250.1, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-11 20:00:00, None, None, None, None,15
None,-4.021, 97.9, None, None, None,6.903,10.96, None,238.8, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-11 21:00:00, None, None, None, None,15
None,-4.253, 101.5, None, None, None,10.43,8.92, None,217.9, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-11 22:00:00, None, None, None, None,15
None,-4.137, 98.4, None, None, None,17.15,6.985, None,176.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-11 23:00:00, None, None, None, None,15
None,-4.375, 96.9, None, None, None,17.03,10.02, None,169.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-12 00:00:00, None, None, None, None,15
None,-4.844, 97.7, None, None, None,8.35,12.84, None,179.5, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-12 01:00:00, None, None, None, None,15
