WDIR_VECT,time,week_of_year
2.4,2019-02-12 00:00:00,7
344.5,2019-02-12 01:00:00,7
30.6,2019-02-12 02:00:00,7
298.1,2019-02-12 03:00:00,7
287.2,2019-02-12 04:00:00,7
101.7,2019-02-12 06:00:00,7
96.7,2019-02-12 07:00:00,7
73.9,2019-02-12 08:00:00,7
87.7,2019-02-12 09:00:00,7
89.3,2019-02-12 10:00:00,7
92.3,2019-02-12 11:00:00,7
88.3,2019-02-12 12:00:00,7
105.0,2019-02-12 13:00:00,7
109.3,2019-02-12 14:00:00,7
126.4,2019-02-12 15:00:00,7
109.1,2019-02-12 16:00:00,7
103.9,2019-02-12 17:00:00,7
222.1,2019-02-12 18:00:00,7
69.3,2019-02-12 19:00:00,7
89.2,2019-02-12 20:00:00,7
83.4,2019-02-12 21:00:00,7
76.2,2019-02-12 22:00:00,7
80.0,2019-02-12 23:00:00,7
67.0,2019-02-13 00:00:00,7
80.3,2019-02-13 01:00:00,7
68.1,2019-02-13 02:00:00,7
93.8,2019-02-13 03:00:00,7
123.8,2019-02-13 04:00:00,7
132.6,2019-02-13 05:00:00,7
131.5,2019-02-13 06:00:00,7
91.7,2019-02-13 07:00:00,7
71.4,2019-02-13 08:00:00,7
69.0,2019-02-13 09:00:00,7
54.1,2019-02-13 10:00:00,7
107.3,2019-02-13 11:00:00,7
148.7,2019-02-13 12:00:00,7
121.9,2019-02-13 13:00:00,7
184.6,2019-02-13 14:00:00,7
208.9,2019-02-13 15:00:00,7
219.8,2019-02-13 16:00:00,7
224.7,2019-02-13 17:00:00,7
186.8,2019-02-13 18:00:00,7
139.8,2019-02-13 19:00:00,7
70.8,2019-02-13 20:00:00,7
98.4,2019-02-13 21:00:00,7
343.4,2019-02-13 22:00:00,7
39.8,2019-02-13 23:00:00,7
309.8,2019-02-14 00:00:00,7
333.5,2019-02-14 01:00:00,7
330.7,2019-02-14 02:00:00,7
327.5,2019-02-14 03:00:00,7
351.9,2019-02-14 04:00:00,7
312.1,2019-02-14 05:00:00,7
342.7,2019-02-14 06:00:00,7
347.6,2019-02-14 07:00:00,7
322.6,2019-02-14 08:00:00,7
343.5,2019-02-14 09:00:00,7
325.6,2019-02-14 10:00:00,7
273.9,2019-02-14 11:00:00,7
356.9,2019-02-14 12:00:00,7
26.6,2019-02-14 13:00:00,7
