,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
2,1,EC,1123977,233,KELOWNA BYLANDS,636,BC,-119.583333,49.866667,480.0,1994-05-01,1995-10-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
4,1,EC,1125703,237,OKANAGAN MISSION,640,BC,-119.516667,49.8,408.0,1970-11-15,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
29,1,EC,1123930,1030,KELOWNA,1433,BC,-119.466667,49.9,354.0,1899-03-01,1962-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
30,1,EC,1123965,1031,KELOWNA AWOS,1434,BC,-119.383333,49.95,430.0,2005-01-21,2010-02-22,Daily,Precipitation Amount|Temperature (Max.)|Temperature (Min.)
31,1,EC,1123970,1032,KELOWNA A,1435,BC,-119.383333,49.95,430.0,1968-10-01,2005-09-30,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
32,1,EC,1123972,1033,KELOWNA BANKHEAD,1436,BC,-119.3,49.9,0.0,1914-03-25,1931-06-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
33,1,EC,1123975,1034,KELOWNA BOWES STREET,1437,BC,-119.466667,49.883333,351.0,1961-08-01,1969-11-11,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
34,1,EC,1123980,1035,KELOWNA CDA,1438,BC,-119.416667,49.866667,485.0,1950-01-01,1970-04-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
35,1,EC,1123981,1036,KELOWNA CEDARCREEK,1439,BC,-119.533333,49.783333,375.0,1994-05-01,2008-11-30,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
36,1,EC,1123982,1037,KELOWNA DAV-SPIERS ROAD,1440,BC,-119.45,49.85,375.0,1978-06-01,2004-09-30,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
37,1,EC,1123984,1038,KELOWNA EAST,1441,BC,-119.4,49.866667,491.0,1980-08-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
38,1,EC,1123990,1039,KELOWNA LAKEVIEW,1442,BC,-119.55,49.866667,525.0,1952-05-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
39,1,EC,1123992,1040,KELOWNA PC BURNETTS NURS,1443,BC,-119.483333,49.866667,350.0,1969-01-01,2003-04-30,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
40,1,EC,1123993,1041,KELOWNA QUAILS GATE,1444,BC,-119.566667,49.85,417.0,1995-06-15,2014-04-07,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
41,1,EC,11239R0,1042,KELOWNA MWS0,1445,BC,-119.4,49.95,456.0,1994-01-01,2017-06-29,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
47,1,EC,1125707,1063,OKANAGAN MISSION TOZER,1466,BC,-119.483333,49.816667,359.0,1984-12-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
55,1,EC,1126915,1083,RUTLAND MISSION CREEK,1486,BC,-119.45,49.966667,914.0,1926-01-01,1947-10-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
72,1,EC,112C991,1102,KELOWNA N GLENMORE,1505,BC,-119.433333,49.933333,451.0,1984-12-01,1986-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
193,9,ENV-AQN,M112070,2623,Kelowna College,3026,BC,-119.475,49.86111111,300.0,1994-10-28,2009-07-01,Hourly,Relative Humidity (Point)|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
213,1,EC,1123939,3256,KELOWNA,4095,BC,-119.377778,49.957222,433.0,2009-09-03,2013-01-14,Unspecified,Precipitation Amount|Temperature (Max.)|Temperature (Min.)
215,17,ARDA,112008,4824,CASERSO,6504,BC,-119.443055555556,49.8444444444444,396.0,1975-05-15,1975-09-18,Daily,Temperature (Max.)|Temperature (Min.)
216,17,ARDA,112009,4825,FITZGERALD,6505,BC,-119.4,49.8555555555556,491.0,1975-03-10,1975-09-18,Daily,Temperature (Max.)|Temperature (Min.)
217,17,ARDA,112021,4837,HUME,6517,BC,-119.409722222222,49.9263888888889,427.0,1975-03-20,1975-09-17,Daily,Temperature (Max.)|Temperature (Min.)
218,17,ARDA,112022,4838,LOWER GLENMORE,6518,BC,-119.4375,49.9152777777778,402.0,1975-03-25,1975-09-16,Daily,Temperature (Max.)|Temperature (Min.)
219,17,ARDA,112023,4839,MIDDLE GLENMORE,6519,BC,-119.436111111111,49.9138888888889,418.0,1975-03-25,1975-09-17,Daily,Temperature (Max.)|Temperature (Min.)
220,17,ARDA,112024,4840,ROSS,6520,BC,-119.419444444444,49.8625,427.0,1975-03-10,1975-09-18,Daily,Temperature (Max.)|Temperature (Min.)
222,17,ARDA,112026,4842,STUART,6522,BC,-119.430555555556,49.8375,503.0,1975-03-10,1975-09-18,Daily,Temperature (Max.)|Temperature (Min.)
224,17,ARDA,112038,4854,TELLMAN,6534,BC,-119.554166666667,49.8736111111111,483.0,1975-03-10,1975-09-17,Daily,Temperature (Max.)|Temperature (Min.)
225,17,ARDA,112039,4855,UPPER GLENMORE,6535,BC,-119.433333333333,49.9125,437.0,1975-03-25,1975-09-16,Daily,Temperature (Max.)|Temperature (Min.)
226,17,ARDA,112041,4857,CEDAR CREEK,6537,BC,-119.531944444444,49.8083333333333,389.0,1989-07-05,1991-02-28,Daily,Temperature (Max.)|Temperature (Min.)
236,17,ARDA,112096,4910,MANHARDT,6590,BC,-119.55,49.85,381.0,1978-04-01,1989-01-27,Daily,Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
237,17,ARDA,112098,4912,GEEN,6592,BC,-119.490277777778,49.8125,400.0,1979-01-10,1991-03-04,Daily,Temperature (Max.)|Temperature (Min.)
238,17,ARDA,112103,4917,BELGO,6597,BC,-119.386666666667,49.8713888888889,479.0,1989-02-02,1991-03-04,Daily,Temperature (Max.)|Temperature (Min.)
239,17,ARDA,112104,4918,DAY,6598,BC,-119.456944444444,49.875,360.0,1989-02-02,1991-03-04,Daily,Temperature (Max.)|Temperature (Min.)
240,17,ARDA,112105,4919,GLENMORE,6599,BC,-119.448333333333,49.9055555555556,399.0,1989-02-02,1991-03-04,Daily,Temperature (Max.)|Temperature (Min.)
241,17,ARDA,112118,4930,BERTRUM CK,6610,BC,-119.558333333333,49.7791666666667,490.0,1979-04-26,1989-01-30,Daily,Precipitation (Cumulative)|Temperature (Max.)|Temperature (Min.)
260,17,ARDA,112177,4970,BOUCHERIE,6650,BC,-119.570833333333,49.8416666666667,433.0,1971-03-19,1972-10-29,Daily,Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
261,17,ARDA,112178,4971,KALAMOIR,6651,BC,-119.5075,49.8333333333333,348.0,1971-03-23,1972-10-29,Daily,Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
262,17,ARDA,112193,4972,BELLEVUE,6652,BC,-119.4775,49.8316666666667,347.0,1971-03-10,1975-09-17,Daily,Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
263,17,ARDA,112194,4973,BEAU SEJOUR,6653,BC,-119.531666666667,49.7933333333333,375.0,1971-04-01,1971-10-31,Daily,Temperature (Max.)|Temperature (Min.)
264,17,ARDA,112195,4974,DEEPER,6654,BC,-119.6,49.7775,341.0,1971-04-06,1972-10-25,Daily,Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
