,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
117,1,EC,1167778,1319,SUGAR LAKE,1722,BC,-118.533333,50.333333,610.0,1957-12-01,1964-11-23,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
175,12,FLNRO-WMB,854,2278,ZZ SITKUM CREEK,2681,BC,-118.4234,50.3926,1200.0,2003-07-27,2003-09-03,Hourly,Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
186,5,BCH,SGL,2502,Sugar Lake Res. @ Outlet,2905,BC,-118.53,50.35,675.0,1999-01-03,2024-01-09,Daily,Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
489,12,FLNRO-WMB,1214,11413,ZZ KEALY CREEK TS,13474,BC,-118.4452833,50.40876667,1223.0,2015-06-09,2015-10-07,Unspecified,Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
