time,tasmin,tasmax,pcp,week_of_year
2017-12-24,-15.9,-10.2,0.0,52
2017-12-25,-21.5,-11.9,0.0,52
2017-12-26,-18.8,-9.2,0.3,52
2017-12-27,-21.1,-16.2,0.4,52
2017-12-28,-22.0,-17.9,5.8,52
2017-12-29,-23.7,-20.5,0.8,52
2017-12-30,-25.6,-8.0,0.9,52
