TempC,time,RH,week_of_year
-2.8,2021-02-19 00:00:00,95.4,8
-2.742,2021-02-19 01:00:00,95.2,8
-2.479,2021-02-19 02:00:00,93.6,8
-2.654,2021-02-19 03:00:00,94.1,8
-2.566,2021-02-19 04:00:00,93.9,8
-3.538,2021-02-19 05:00:00,93.3,8
-5.885,2021-02-19 06:00:00,93.9,8
-6.42,2021-02-19 07:00:00,94.3,8
-5.948,2021-02-19 08:00:00,95.4,8
-1.043,2021-02-19 09:00:00,85.3,8
-0.311,2021-02-19 10:00:00,81.2,8
0.88,2021-02-19 11:00:00,77.1,8
0.962,2021-02-19 12:00:00,69.7,8
2.236,2021-02-19 13:00:00,67.0,8
1.805,2021-02-19 14:00:00,64.5,8
1.588,2021-02-19 15:00:00,65.5,8
1.017,2021-02-19 16:00:00,67.2,8
0.467,2021-02-19 17:00:00,70.6,8
-2.189,2021-02-19 18:00:00,75.1,8
-4.53,2021-02-19 19:00:00,89.7,8
-4.106,2021-02-19 20:00:00,92.9,8
-5.48,2021-02-19 21:00:00,89.8,8
-7.608,2021-02-19 22:00:00,94.0,8
-8.965,2021-02-19 23:00:00,94.9,8
-9.747,2021-02-20 00:00:00,94.7,8
-9.473,2021-02-20 01:00:00,94.4,8
-5.605,2021-02-20 02:00:00,95.4,8
-2.976,2021-02-20 03:00:00,92.5,8
-0.423,2021-02-20 04:00:00,69.9,8
-1.498,2021-02-20 05:00:00,72.2,8
-1.958,2021-02-20 06:00:00,76.9,8
-2.305,2021-02-20 07:00:00,73.9,8
-2.479,2021-02-20 08:00:00,74.4,8
0.632,2021-02-20 09:00:00,66.1,8
0.77,2021-02-20 10:00:00,59.2,8
1.425,2021-02-20 11:00:00,57.0,8
1.588,2021-02-20 12:00:00,53.8,8
1.235,2021-02-20 13:00:00,55.4,8
0.135,2021-02-20 14:00:00,63.8,8
-1.356,2021-02-20 15:00:00,77.0,8
-0.423,2021-02-20 16:00:00,87.3,8
0.107,2021-02-20 17:00:00,79.9,8
1.208,2021-02-20 18:00:00,72.1,8
1.588,2021-02-20 19:00:00,65.6,8
2.101,2021-02-20 20:00:00,61.8,8
2.128,2021-02-20 21:00:00,62.3,8
1.18,2021-02-20 22:00:00,68.6,8
2.744,2021-02-20 23:00:00,66.3,8
2.316,2021-02-21 00:00:00,71.4,8
0.962,2021-02-21 01:00:00,69.5,8
0.88,2021-02-21 02:00:00,82.9,8
4.402,2021-02-21 03:00:00,64.3,8
4.454,2021-02-21 04:00:00,55.9,8
4.844,2021-02-21 05:00:00,55.6,8
4.818,2021-02-21 06:00:00,55.4,8
4.921,2021-02-21 07:00:00,55.1,8
4.636,2021-02-21 08:00:00,57.3,8
4.714,2021-02-21 09:00:00,60.6,8
5.591,2021-02-21 10:00:00,61.3,8
5.796,2021-02-21 11:00:00,57.6,8
6.23,2021-02-21 12:00:00,58.4,8
4.402,2021-02-21 13:00:00,67.6,8
3.459,2021-02-21 14:00:00,85.0,8
3.827,2021-02-21 15:00:00,88.2,8
2.503,2021-02-21 16:00:00,89.8,8
1.425,2021-02-21 17:00:00,96.7,8
4.61,2021-02-21 18:00:00,91.8,8
4.48,2021-02-21 19:00:00,81.9,8
3.433,2021-02-21 20:00:00,86.3,8
3.009,2021-02-21 21:00:00,87.3,8
3.142,2021-02-21 22:00:00,88.7,8
2.61,2021-02-21 23:00:00,87.0,8
2.128,2021-02-22 00:00:00,88.5,8
0.77,2021-02-22 01:00:00,87.1,8
-0.76,2021-02-22 02:00:00,90.2,8
1.153,2021-02-22 03:00:00,88.9,8
-0.171,2021-02-22 04:00:00,87.4,8
-1.641,2021-02-22 05:00:00,86.6,8
-3.124,2021-02-22 06:00:00,93.3,8
-2.976,2021-02-22 07:00:00,96.0,8
1.859,2021-02-22 08:00:00,84.3,8
2.477,2021-02-22 09:00:00,69.3,8
3.036,2021-02-22 10:00:00,62.2,8
3.301,2021-02-22 11:00:00,57.7,8
3.722,2021-02-22 12:00:00,55.8,8
2.557,2021-02-22 13:00:00,57.1,8
1.371,2021-02-22 14:00:00,74.9,8
2.717,2021-02-22 15:00:00,73.3,8
0.495,2021-02-22 16:00:00,79.7,8
0.356,2021-02-22 17:00:00,86.4,8
-0.395,2021-02-22 18:00:00,85.1,8
-0.423,2021-02-22 19:00:00,78.9,8
-2.859,2021-02-22 20:00:00,82.6,8
-0.311,2021-02-22 21:00:00,84.8,8
-0.958,2021-02-22 22:00:00,75.5,8
-0.62,2021-02-22 23:00:00,82.3,8
-1.356,2021-02-23 00:00:00,77.0,8
-2.102,2021-02-23 01:00:00,80.1,8
-2.742,2021-02-23 02:00:00,74.3,8
-1.043,2021-02-23 03:00:00,69.5,8
-1.727,2021-02-23 04:00:00,69.1,8
-2.189,2021-02-23 05:00:00,73.3,8
-2.073,2021-02-23 06:00:00,72.8,8
-3.006,2021-02-23 07:00:00,72.9,8
-0.902,2021-02-23 08:00:00,71.6,8
-0.591,2021-02-23 09:00:00,69.4,8
-0.171,2021-02-23 10:00:00,68.6,8
0.495,2021-02-23 11:00:00,66.4,8
1.289,2021-02-23 12:00:00,60.2,8
1.262,2021-02-23 13:00:00,59.8,8
2.209,2021-02-23 14:00:00,58.1,8
0.962,2021-02-23 15:00:00,58.3,8
0.687,2021-02-23 16:00:00,58.9,8
-2.073,2021-02-23 17:00:00,66.2,8
-4.773,2021-02-23 18:00:00,76.8,8
-3.777,2021-02-23 19:00:00,80.4,8
-1.128,2021-02-23 20:00:00,70.4,8
-4.227,2021-02-23 21:00:00,71.2,8
-6.42,2021-02-23 22:00:00,77.3,8
-2.918,2021-02-23 23:00:00,78.5,8
-3.777,2021-02-24 00:00:00,70.2,8
-4.287,2021-02-24 01:00:00,70.7,8
-6.294,2021-02-24 02:00:00,74.2,8
-9.134,2021-02-24 03:00:00,82.4,8
-9.713,2021-02-24 04:00:00,89.0,8
-12.013,2021-02-24 05:00:00,90.1,8
-12.343,2021-02-24 06:00:00,92.0,8
-10.511,2021-02-24 07:00:00,91.3,8
-6.42,2021-02-24 08:00:00,90.2,8
-3.183,2021-02-24 09:00:00,75.3,8
-1.327,2021-02-24 10:00:00,64.1,8
0.163,2021-02-24 11:00:00,53.6,8
0.989,2021-02-24 12:00:00,47.0,8
0.852,2021-02-24 13:00:00,46.0,8
0.742,2021-02-24 14:00:00,46.8,8
0.797,2021-02-24 15:00:00,45.9,8
0.439,2021-02-24 16:00:00,47.6,8
0.301,2021-02-24 17:00:00,48.0,8
-0.311,2021-02-24 18:00:00,46.9,8
-0.339,2021-02-24 19:00:00,56.5,8
-0.507,2021-02-24 20:00:00,56.7,8
-0.283,2021-02-24 21:00:00,55.4,8
-2.305,2021-02-24 22:00:00,76.0,8
-2.508,2021-02-24 23:00:00,93.5,8
-2.305,2021-02-25 00:00:00,95.8,8
-1.958,2021-02-25 01:00:00,96.6,8
-0.958,2021-02-25 02:00:00,97.1,8
0.605,2021-02-25 03:00:00,95.6,8
0.412,2021-02-25 04:00:00,87.5,8
0.218,2021-02-25 05:00:00,78.2,8
0.384,2021-02-25 06:00:00,74.8,8
0.384,2021-02-25 07:00:00,69.6,8
0.632,2021-02-25 08:00:00,66.6,8
0.632,2021-02-25 09:00:00,64.7,8
0.852,2021-02-25 10:00:00,64.2,8
0.605,2021-02-25 11:00:00,67.9,8
0.797,2021-02-25 12:00:00,69.4,8
-0.032,2021-02-25 13:00:00,80.2,8
0.024,2021-02-25 14:00:00,88.2,8
0.605,2021-02-25 15:00:00,87.9,8
0.715,2021-02-25 16:00:00,85.6,8
-0.227,2021-02-25 17:00:00,88.4,8
-0.423,2021-02-25 18:00:00,96.1,8
-0.789,2021-02-25 19:00:00,97.5,8
-0.507,2021-02-25 20:00:00,97.6,8
-0.06,2021-02-25 21:00:00,97.6,8
-0.227,2021-02-25 22:00:00,97.8,8
-0.255,2021-02-25 23:00:00,97.5,8
