station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 7.3, 2014-01-01 00:00:00, 4.7, 6.8
None, 32.7, 2014-01-02 00:00:00, 0.7, 6.4
None, 0.0, 2014-01-03 00:00:00, -0.3, 2.7
None, 0.0, 2014-01-04 00:00:00, -1.9, 0.3
None, 0.0, 2014-01-05 00:00:00, -0.8, 3.2
None, 0.0, 2014-01-06 00:00:00, -0.3, 3.4
None, 4.0, 2014-01-07 00:00:00, 2.5, 6.0
None, 29.0, 2014-01-08 00:00:00, 3.2, 4.9
None, 30.5, 2014-01-09 00:00:00, 2.0, 5.3
None, 41.5, 2014-01-10 00:00:00, 3.1, 5.6
None, 37.0, 2014-01-11 00:00:00, 2.5, 6.0
None, 28.0, 2014-01-12 00:00:00, 2.2, 7.7
None, 16.7, 2014-01-13 00:00:00, 7.7, 9.9
None, 5.8, 2014-01-14 00:00:00, 6.7, 8.0
None, 0.3, 2014-01-15 00:00:00, 6.0, 8.5
None, 0.0, 2014-01-16 00:00:00, 3.4, 7.6
None, 0.0, 2014-01-17 00:00:00, 2.3, 5.8
None, 0.0, 2014-01-18 00:00:00, 0.6, 5.7
None, 0.0, 2014-01-19 00:00:00, 2.6, 6.5
None, 0.0, 2014-01-20 00:00:00, 1.8, 7.0
None, 0.0, 2014-01-21 00:00:00, 3.4, 7.8
None, 0.0, 2014-01-22 00:00:00, 2.4, 6.7
None, 0.0, 2014-01-23 00:00:00, 1.3, 7.4
None, 0.0, 2014-01-24 00:00:00, 2.7, 8.9
None, 0.0, 2014-01-25 00:00:00, 1.1, 6.4
None, 0.0, 2014-01-26 00:00:00, 0.5, 5.9
None, 5.0, 2014-01-27 00:00:00, 2.0, 6.8
None, 6.0, 2014-01-28 00:00:00, 5.1, 7.9
None, 0.0, 2014-01-29 00:00:00, 1.3, 9.9
None, 0.0, 2014-01-30 00:00:00, 0.2, 7.2
None, 0.0, 2014-01-31 00:00:00, -1.5, 3.5
None, 0.0, 2014-02-01 00:00:00, -0.3, 5.7
None, 0.0, 2014-02-02 00:00:00, -1.1, 6.0
None, 0.0, 2014-02-03 00:00:00, -2.6, 2.8
None, 0.0, 2014-02-04 00:00:00, -2.2, 0.2
None, 0.0, 2014-02-05 00:00:00, -5.6, 1.4
None, 0.0, 2014-02-06 00:00:00, -8.3, 1.2
None, 1.0, 2014-02-07 00:00:00, -8.8, 2.4
None, 0.0, 2014-02-08 00:00:00, -7.2, 3.7
None, 0.0, 2014-02-09 00:00:00, -7.5, 4.7
None, 32.0, 2014-02-10 00:00:00, 0.2, 4.1
None, 50.0, 2014-02-11 00:00:00, -0.5, 2.3
None, 26.0, 2014-02-12 00:00:00, 0.7, 4.9
None, 27.0, 2014-02-13 00:00:00, 0.5, 6.3
None, 23.0, 2014-02-14 00:00:00, 2.1, 6.5
None, 26.0, 2014-02-15 00:00:00, 1.1, 4.2
None, 35.0, 2014-02-16 00:00:00, 0.1, 2.9
None, 18.0, 2014-02-17 00:00:00, 0.1, 3.0
None, 25.0, 2014-02-18 00:00:00, -0.4, 2.0
None, 19.0, 2014-02-19 00:00:00, 0.2, 2.6
None, 10.0, 2014-02-20 00:00:00, 0.1, 5.4
None, 0.0, 2014-02-21 00:00:00, -1.1, 4.1
None, 9.0, 2014-02-22 00:00:00, 0.0, 1.1
None, 8.0, 2014-02-23 00:00:00, 0.4, 1.2
None, 11.0, 2014-02-24 00:00:00, 0.4, 2.3
None, 0.0, 2014-02-25 00:00:00, 2.3, 9.4
None, 0.0, 2014-02-26 00:00:00, 2.8, 9.0
None, 0.0, 2014-02-27 00:00:00, 2.9, 11.2
None, 0.0, 2014-02-28 00:00:00, 2.3, 9.3
None, 0.0, 2014-03-01 00:00:00, 3.2, 8.2
None, 11.0, 2014-03-02 00:00:00, 1.0, 3.2
None, 12.0, 2014-03-03 00:00:00, 0.2, 4.1
None, 0.0, 2014-03-04 00:00:00, 0.2, 7.4
None, 9.0, 2014-03-05 00:00:00, 1.8, 7.8
None, 13.0, 2014-03-06 00:00:00, 4.4, 8.6
