ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
,777.0,711.0, None, None,2016-04-01 00:00:00,11.4, None,177.0, None,14
,777.0,711.0, None, None,2016-04-01 01:00:00,9.8, None,177.0, None,14
,777.0,711.0, None, None,2016-04-01 02:00:00,6.6, None,177.0, None,14
,777.0,711.0, None, None,2016-04-01 03:00:00,3.7, None,178.0, None,14
,777.0,710.0, None, None,2016-04-01 04:00:00,3.1, None,178.0, None,14
,777.0,709.0, None, None,2016-04-01 05:00:00,2.8, None,178.0, None,14
,777.0,708.0, None, None,2016-04-01 06:00:00,2.7, None,178.0, None,14
,777.0,707.0, None, None,2016-04-01 07:00:00,2.1, None,178.0, None,14
,777.0,706.0, None, None,2016-04-01 08:00:00,2.3, None,178.0, None,14
,777.0,705.0, None, None,2016-04-01 09:00:00,2.3, None,177.0, None,14
,777.0,705.0, None, None,2016-04-01 10:00:00,2.3, None,178.0, None,14
,777.0,704.0, None, None,2016-04-01 11:00:00,2.0, None,177.0, None,14
,777.0,704.0, None, None,2016-04-01 12:00:00,2.5, None,178.0, None,14
,777.0,704.0, None, None,2016-04-01 13:00:00,2.1, None,177.0, None,14
,777.0,703.0, None, None,2016-04-01 14:00:00,2.3, None,177.0, None,14
,777.0,703.0, None, None,2016-04-01 15:00:00,2.6, None,177.0, None,14
,777.0,703.0, None, None,2016-04-01 16:00:00,5.8, None,176.0, None,14
,777.0,703.0, None, None,2016-04-01 17:00:00,8.8, None,176.0, None,14
,777.0,703.0, None, None,2016-04-01 18:00:00,10.4, None,176.0, None,14
,777.0,703.0, None, None,2016-04-01 19:00:00,10.4, None,177.0, None,14
,777.0,705.0, None, None,2016-04-01 20:00:00,11.2, None,177.0, None,14
,777.0,707.0, None, None,2016-04-01 21:00:00,12.0, None,176.0, None,14
,776.0,709.0, None, None,2016-04-01 22:00:00,12.6, None,176.0, None,14
,776.0,711.0, None, None,2016-04-01 23:00:00,13.2, None,175.0, None,14
,776.0,713.0, None, None,2016-04-02 00:00:00,13.1, None,174.0, None,14
,776.0,713.0, None, None,2016-04-02 01:00:00,12.7, None,173.0, None,14
