wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
355.0,71.0,5.3,0.0,-15.3,7.0,-11.1,-11.4,353.0,0.0,0.6,72.0,2020-02-19 00:00:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0,72.0,7.0,0.0,-15.4,5.9,-11.4,-11.9,355.0,0.0,0.6,72.0,2020-02-19 01:00:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0,72.0,5.9,0.0,-15.9,8.9,-11.9,-11.8,359.0,0.0,0.6,74.0,2020-02-19 02:00:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,74.0,8.9,0.0,-15.5,6.3,-11.8,-12.2,357.0,0.0,0.6,75.0,2020-02-19 03:00:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,75.0,6.3,0.0,-15.7,8.9,-12.2,-12.4,3.0,0.0,0.6,75.0,2020-02-19 04:00:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0,75.0,8.9,0.0,-15.9,7.5,-12.4,-12.1,5.0,0.0,0.6,75.0,2020-02-19 05:00:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,75.0,7.5,0.0,-15.6,5.7,-12.1,-12.5,359.0,0.0,0.6,75.0,2020-02-19 06:00:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,75.0,5.7,0.0,-16.0,6.5,-12.5,-11.3,0.0,0.0,0.6,74.0,2020-02-19 07:00:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,74.0,6.5,0.0,-15.0,4.6,-11.3,-7.1,1.0,0.0,0.6,63.0,2020-02-19 08:00:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0,63.0,4.6,0.0,-12.9,6.1,-7.1,-4.6,4.0,0.0,0.6,58.0,2020-02-19 09:00:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
