station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 1.2, 2018-01-01 00:00:00, -42.3, -21.2
None, 0.0, 2018-01-02 00:00:00, -21.2, -13.8
None, 0.0, 2018-01-03 00:00:00, -13.8, -9.7
None, 0.0, 2018-01-04 00:00:00, -11.9, -6.1
None, 1.1, 2018-01-05 00:00:00, -8.4, -3.5
None, 0.0, 2018-01-06 00:00:00, -15.3, -7.3
None, 0.1, 2018-01-07 00:00:00, -18.9, -8.8
None, 12.4, 2018-01-08 00:00:00, -11.2, -4.2
None, 5.2, 2018-01-09 00:00:00, -21.9, -11.2
None, 0.0, 2018-01-10 00:00:00, -41.0, -21.3
None, 0.0, 2018-01-11 00:00:00, -44.2, -31.7
None, 0.1, 2018-01-12 00:00:00, -40.8, -27.1
None, 6.6, 2018-01-13 00:00:00, -27.1, -16.6
None, 0.0, 2018-01-14 00:00:00, -16.6, -10.5
None, 0.0, 2018-01-15 00:00:00, -10.6, -6.2
None, 0.0, 2018-01-16 00:00:00, -8.1, -5.9
None, 3.4, 2018-01-17 00:00:00, -7.5, -3.5
None, 0.3, 2018-01-18 00:00:00, -6.0, -0.9
None, 0.0, 2018-01-19 00:00:00, -8.1, -2.5
None, 0.0, 2018-01-20 00:00:00, -5.6, -3.2
None, 2.0, 2018-01-21 00:00:00, -9.4, -1.8
None, 0.0, 2018-01-22 00:00:00, -16.4, -5.0
None, 0.6, 2018-01-23 00:00:00, -19.9, -8.6
None, 0.6, 2018-01-24 00:00:00, -12.5, -5.7
None, 1.0, 2018-01-25 00:00:00, -14.4, -7.8
None, 0.0, 2018-01-26 00:00:00, -17.3, -10.7
None, 0.7, 2018-01-27 00:00:00, -25.2, -13.1
None, 1.6, 2018-01-28 00:00:00, -16.7, -14.2
None, 0.7, 2018-01-29 00:00:00, -18.0, -10.1
None, 3.5, 2018-01-30 00:00:00, -15.9, -12.1
None, 0.6, 2018-01-31 00:00:00, -16.2, -12.4
None, 2.1, 2018-02-01 00:00:00, -17.8, -16.1
None, 17.7, 2018-02-02 00:00:00, -19.2, -17.8
None, 0.0, 2018-02-03 00:00:00, -37.3, -19.2
None, 0.0, 2018-02-04 00:00:00, -40.3, -22.7
None, 0.0, 2018-02-05 00:00:00, -38.6, -19.1
None, 4.4, 2018-02-06 00:00:00, -36.8, -20.1
None, 0.0, 2018-02-07 00:00:00, -20.1, -11.9
None, 0.0, 2018-02-08 00:00:00, -30.9, -11.6
None, 0.0, 2018-02-09 00:00:00, -37.3, -14.8
None, 0.0, 2018-02-10 00:00:00, -34.3, -16.0
None, 0.0, 2018-02-11 00:00:00, -29.5, -11.9
None, 0.0, 2018-02-12 00:00:00, -31.1, -14.3
None, 6.4, 2018-02-13 00:00:00, -15.1, -7.7
None, 0.0, 2018-02-14 00:00:00, -23.0, -3.3
None, 0.1, 2018-02-15 00:00:00, -26.8, -11.5
None, 0.6, 2018-02-16 00:00:00, -22.6, -4.9
None, 0.0, 2018-02-17 00:00:00, -26.2, -6.5
None, 0.0, 2018-02-18 00:00:00, -33.1, -8.5
None, 0.0, 2018-02-19 00:00:00, -33.9, -11.2
None, 0.0, 2018-02-20 00:00:00, -34.9, -9.6
