station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
None, 0.0, None, 2018-01-01 00:00:00, -8.7, 4.3
None, 0.0, None, 2018-01-02 00:00:00, -2.8, 2.6
None, 0.0, None, 2018-01-03 00:00:00, -1.6, 7.8
None, 0.0, None, 2018-01-04 00:00:00, -1.8, 4.0
None, 0.0, None, 2018-01-05 00:00:00, -1.6, 2.5
None, 2.0, None, 2018-01-06 00:00:00, -5.5, -0.8
None, 0.0, None, 2018-01-07 00:00:00, -5.9, -3.4
None, 5.0, None, 2018-01-08 00:00:00, -4.2, -2.8
None, 17.0, None, 2018-01-09 00:00:00, -7.3, -2.2
None, 5.0, None, 2018-01-10 00:00:00, -13.1, -4.0
None, 0.0, None, 2018-01-11 00:00:00, -13.3, -5.0
None, 0.0, None, 2018-01-12 00:00:00, -11.4, -2.5
None, 0.0, None, 2018-01-13 00:00:00, -4.1, 1.0
None, 6.0, None, 2018-01-14 00:00:00, -1.6, 4.8
None, 0.0, None, 2018-01-15 00:00:00, 0.5, 10.4
None, 2.0, None, 2018-01-16 00:00:00, -4.4, 1.0
None, 12.0, None, 2018-01-17 00:00:00, -5.0, -1.2
None, 12.0, None, 2018-01-18 00:00:00, -6.7, -3.0
None, 0.0, None, 2018-01-19 00:00:00, -6.9, -3.4
None, 1.0, None, 2018-01-20 00:00:00, -7.1, -4.0
None, 13.0, None, 2018-01-21 00:00:00, -6.8, -2.3
None, 4.0, None, 2018-01-22 00:00:00, -8.2, -4.2
None, 1.0, None, 2018-01-23 00:00:00, -8.8, -1.7
None, 4.0, None, 2018-01-24 00:00:00, -6.0, 1.0
None, 4.0, None, 2018-01-25 00:00:00, -10.0, -5.0
None, 2.0, None, 2018-01-26 00:00:00, -10.8, -4.0
None, 4.0, None, 2018-01-27 00:00:00, -10.6, -5.7
None, 4.0, None, 2018-01-28 00:00:00, -8.1, -1.4
None, 19.0, None, 2018-01-29 00:00:00, -7.6, -0.4
None, 1.0, None, 2018-01-30 00:00:00, -8.9, -5.3
None, 1.0, None, 2018-01-31 00:00:00, -10.1, -5.1
None, 0.0, None, 2018-02-01 00:00:00, -8.9, -5.5
None, 3.0, None, 2018-02-02 00:00:00, -5.5, -0.1
None, 7.0, None, 2018-02-03 00:00:00, -8.0, -1.3
None, 7.0, None, 2018-02-04 00:00:00, -6.0, -0.3
None, 2.0, None, 2018-02-05 00:00:00, -4.2, -2.1
None, 2.0, None, 2018-02-06 00:00:00, -5.4, -3.4
None, 0.0, None, 2018-02-07 00:00:00, -3.6, -0.8
None, 11.0, None, 2018-02-08 00:00:00, -12.2, 0.8
None, 0.0, None, 2018-02-09 00:00:00, -15.5, -7.4
None, 0.0, None, 2018-02-10 00:00:00, -15.7, -1.3
None, 0.0, None, 2018-02-11 00:00:00, -17.5, -5.9
None, 0.0, None, 2018-02-12 00:00:00, -17.9, 0.6
None, 0.0, None, 2018-02-13 00:00:00, -9.9, -4.9
None, 3.0, None, 2018-02-14 00:00:00, -11.6, -0.5
None, 0.0, None, 2018-02-15 00:00:00, -15.0, -7.5
None, 4.0, None, 2018-02-16 00:00:00, -10.0, -2.9
None, 9.0, None, 2018-02-17 00:00:00, -17.7, -7.9
None, 2.0, None, 2018-02-18 00:00:00, -21.4, -15.1
None, 0.0, None, 2018-02-19 00:00:00, -22.0, -9.3
None, 0.0, None, 2018-02-20 00:00:00, -19.6, -10.2
None, 3.3, None, 2018-02-21 00:00:00, -20.6, -12.6
None, 0.8, None, 2018-02-22 00:00:00, -18.4, -7.3
None, 0.0, None, 2018-02-23 00:00:00, -15.1, -6.1
None, 0.0, None, 2018-02-24 00:00:00, -13.0, -3.4
None, 0.0, None, 2018-02-25 00:00:00, -12.6, -5.7
None, 0.0, None, 2018-02-26 00:00:00, -14.1, -4.8
None, 0.0, None, 2018-02-27 00:00:00, -10.1, -0.3
None, 1.0, None, 2018-02-28 00:00:00, -9.6, -2.9
None, 7.0, None, 2018-03-01 00:00:00, -8.4, 0.1
None, 2.0, None, 2018-03-02 00:00:00, -11.2, -6.7
None, 1.0, None, 2018-03-03 00:00:00, -13.9, -2.0
None, 0.0, None, 2018-03-04 00:00:00, -15.2, -4.0
None, 0.0, None, 2018-03-05 00:00:00, -10.6, -3.9
None, 0.0, None, 2018-03-06 00:00:00, -11.0, 0.0
None, 0.0, None, 2018-03-07 00:00:00, -11.9, 0.5
None, 2.0, None, 2018-03-08 00:00:00, -5.6, 1.7
None, 6.0, None, 2018-03-09 00:00:00, -10.0, -0.5
None, 0.0, None, 2018-03-10 00:00:00, -10.4, 4.1
None, 0.0, None, 2018-03-11 00:00:00, -6.9, 7.1
None, 0.0, None, 2018-03-12 00:00:00, -3.6, 9.2
None, 1.0, None, 2018-03-13 00:00:00, -2.9, 9.8
None, 2.0, None, 2018-03-14 00:00:00, -6.5, -1.3
None, 0.0, None, 2018-03-15 00:00:00, -8.8, 1.5
None, 0.0, None, 2018-03-16 00:00:00, -6.8, 1.9
None, 0.0, None, 2018-03-17 00:00:00, -6.0, 5.1
None, 0.0, None, 2018-03-18 00:00:00, -7.3, 4.1
None, 0.0, None, 2018-03-19 00:00:00, -5.9, 4.0
None, 0.0, None, 2018-03-20 00:00:00, -6.1, -0.5
None, 0.0, None, 2018-03-21 00:00:00, -7.1, 3.0
None, 2.0, None, 2018-03-22 00:00:00, -10.5, 3.5
None, 0.0, None, 2018-03-23 00:00:00, -11.3, -1.3
None, 0.0, None, 2018-03-24 00:00:00, -11.8, 1.3
None, 0.0, None, 2018-03-25 00:00:00, -10.2, -3.5
None, 6.0, None, 2018-03-26 00:00:00, -7.5, -4.2
None, 1.0, None, 2018-03-27 00:00:00, -5.5, 2.3
None, 0.0, None, 2018-03-28 00:00:00, -6.6, 2.0
None, 0.0, None, 2018-03-29 00:00:00, -6.8, -0.9
None, 0.0, None, 2018-03-30 00:00:00, -9.2, 0.3
None, 3.0, None, 2018-03-31 00:00:00, -10.7, 0.6
None, 21.0, None, 2018-04-01 00:00:00, -12.4, -3.2
None, 0.0, None, 2018-04-02 00:00:00, -14.4, -1.8
None, 1.0, None, 2018-04-03 00:00:00, -9.1, -1.2
None, 0.0, None, 2018-04-04 00:00:00, -10.0, 2.6
None, 4.0, None, 2018-04-05 00:00:00, -5.8, 2.1
None, 0.0, None, 2018-04-06 00:00:00, -2.3, 4.3
None, 3.0, None, 2018-04-07 00:00:00, -3.1, 1.8
None, 0.0, None, 2018-04-08 00:00:00, -2.5, 6.4
None, 0.0, None, 2018-04-09 00:00:00, -1.8, 5.5
None, 2.0, None, 2018-04-10 00:00:00, -4.8, 4.0
None, 1.0, None, 2018-04-11 00:00:00, -5.6, 3.5
None, 1.0, None, 2018-04-12 00:00:00, -6.1, 2.0
None, 9.0, None, 2018-04-13 00:00:00, -6.5, -1.1
None, 0.0, None, 2018-04-14 00:00:00, -6.4, 0.6
None, 0.0, None, 2018-04-15 00:00:00, -7.1, 0.5
None, 11.0, None, 2018-04-16 00:00:00, -4.9, 0.1
None, 0.0, None, 2018-04-17 00:00:00, -6.0, 0.5
None, 2.0, None, 2018-04-18 00:00:00, -6.9, 5.1
None, 0.0, None, 2018-04-19 00:00:00, -6.2, 4.9
None, 0.0, None, 2018-04-20 00:00:00, -3.4, 5.0
None, 0.0, None, 2018-04-21 00:00:00, -6.0, 1.6
None, 0.0, None, 2018-04-22 00:00:00, -8.3, 7.1
None, 0.0, None, 2018-04-23 00:00:00, -4.8, 12.1
None, 2.0, None, 2018-04-24 00:00:00, -0.2, 11.1
None, 0.0, None, 2018-04-25 00:00:00, 0.3, 14.5
None, 0.0, None, 2018-04-26 00:00:00, 4.0, 18.8
None, 0.0, None, 2018-04-27 00:00:00, 3.3, 19.5
None, 0.0, None, 2018-04-28 00:00:00, -0.8, 8.1
None, 0.0, None, 2018-04-29 00:00:00, -1.5, 4.3
None, 0.0, None, 2018-04-30 00:00:00, -1.3, 9.7
None, 0.0, None, 2018-05-01 00:00:00, -0.9, 11.2
None, 0.0, None, 2018-05-02 00:00:00, 0.6, 13.7
None, 0.0, None, 2018-05-03 00:00:00, 2.0, 12.2
None, 0.0, None, 2018-05-04 00:00:00, 2.2, 10.6
None, 0.0, None, 2018-05-05 00:00:00, 1.9, 11.3
None, 0.0, None, 2018-05-06 00:00:00, 4.3, 14.9
None, 0.0, None, 2018-05-07 00:00:00, 2.8, 15.6
