CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,-2.443, None, None,2016-01-22 00:00:00, None, None,15.25,15.51,47.34, None, None, None, None, None, None, 154.3,4
None,-2.595, None, None,2016-01-22 01:00:00, None, None,20.11,16.43,47.95, None, None, None, None, None, None, 154.0,4
None,-2.624, None, None,2016-01-22 02:00:00, None, None,12.58,17.13,43.13, None, None, None, None, None, None, 153.9,4
None,-2.748, None, None,2016-01-22 03:00:00, None, None,12.34,17.17,43.9, None, None, None, None, None, None, 153.7,4
None,-2.7, None, None,2016-01-22 04:00:00, None, None,13.69,15.28,43.83, None, None, None, None, None, None, 153.6,4
None,-2.862, None, None,2016-01-22 05:00:00, None, None,13.47,14.4,42.76, None, None, None, None, None, None, 153.5,4
None,-2.205, None, None,2016-01-22 06:00:00, None, None,23.46,9.73,51.9, None, None, None, None, None, None, 153.4,4
None,-2.263, None, None,2016-01-22 07:00:00, None, None,24.77,8.4,34.39, None, None, None, None, None, None, 153.2,4
None,-1.693, None, None,2016-01-22 08:00:00, None, None,15.74,10.83,41.6, None, None, None, None, None, None, 153.0,4
None,-2.767, None, None,2016-01-22 09:00:00, None, None,14.05,12.39,39.58, None, None, None, None, None, None, 152.7,4
None,-1.997, None, None,2016-01-22 10:00:00, None, None,14.25,13.41,47.33, None, None, None, None, None, None, 153.2,4
None,-1.75, None, None,2016-01-22 11:00:00, None, None,12.37,10.51,45.06, None, None, None, None, None, None, 153.0,4
None,-1.864, None, None,2016-01-22 12:00:00, None, None,11.46,11.39,58.12, None, None, None, None, None, None, 152.8,4
None,-1.474, None, None,2016-01-22 13:00:00, None, None,13.34,11.06,52.49, None, None, None, None, None, None, 152.6,4
None,-1.598, None, None,2016-01-22 14:00:00, None, None,14.52,9.84,54.64, None, None, None, None, None, None, 152.2,4
None,-1.987, None, None,2016-01-22 15:00:00, None, None,14.25,10.1,55.69, None, None, None, None, None, None, 151.8,4
None,-2.235, None, None,2016-01-22 16:00:00, None, None,13.14,12.5,49.19, None, None, None, None, None, None, 152.0,4
None,-2.729, None, None,2016-01-22 17:00:00, None, None,12.09,13.96,46.98, None, None, None, None, None, None, 152.6,4
None,-2.919, None, None,2016-01-22 18:00:00, None, None,14.45,13.14,50.52, None, None, None, None, None, None, 153.1,4
None,-3.187, None, None,2016-01-22 19:00:00, None, None,11.16,13.81,48.5, None, None, None, None, None, None, 153.2,4
None,-3.034, None, None,2016-01-22 20:00:00, None, None,13.89,12.52,43.58, None, None, None, None, None, None, 152.7,4
None,-3.463, None, None,2016-01-22 21:00:00, None, None,33.67,7.01,50.82, None, None, None, None, None, None, 152.3,4
None,-3.874, None, None,2016-01-22 22:00:00, None, None,51.02,1.992,320.4, None, None, None, None, None, None, 152.3,4
None,-3.578, None, None,2016-01-22 23:00:00, None, None,11.81,5.934,43.08, None, None, None, None, None, None, 152.7,4
None,-3.54, None, None,2016-01-23 00:00:00, None, None,17.06,4.938,36.37, None, None, None, None, None, None, 152.5,4
None,-3.549, None, None,2016-01-23 01:00:00, None, None,11.57,6.908,48.95, None, None, None, None, None, None, 153.1,4
None,-3.702, None, None,2016-01-23 02:00:00, None, None,17.82,5.278,51.5, None, None, None, None, None, None, 154.0,4
None,-3.549, None, None,2016-01-23 03:00:00, None, None,14.81,6.896,41.37, None, None, None, None, None, None, 153.2,4
None,-3.692, None, None,2016-01-23 04:00:00, None, None,12.24,7.39,44.62, None, None, None, None, None, None, 151.4,4
None,-3.693, None, None,2016-01-23 05:00:00, None, None,12.25,7.84,49.64, None, None, None, None, None, None, 154.8,4
None,-3.922, None, None,2016-01-23 06:00:00, None, None,11.62,6.589,53.76, None, None, None, None, None, None, 153.4,4
None,-4.047, None, None,2016-01-23 07:00:00, None, None,10.63,8.48,47.6, None, None, None, None, None, None, 154.6,4
None,-4.2, None, None,2016-01-23 08:00:00, None, None,10.31,8.01,55.0, None, None, None, None, None, None, 154.3,4
None,-4.258, None, None,2016-01-23 09:00:00, None, None,12.53,6.372,52.84, None, None, None, None, None, None, 153.8,4
None,-4.008, None, None,2016-01-23 10:00:00, None, None,13.71,7.65,53.13, None, None, None, None, None, None, 154.7,4
None,-3.492, None, None,2016-01-23 11:00:00, None, None,19.75,4.347,63.39, None, None, None, None, None, None, 153.8,4
None,-1.958, None, None,2016-01-23 12:00:00, None, None,36.03,1.997,80.0, None, None, None, None, None, None, 153.8,4
None,-1.939, None, None,2016-01-23 13:00:00, None, None,40.05,0.797,149.1, None, None, None, None, None, None, 154.6,4
None,-0.535, None, None,2016-01-23 14:00:00, None, None,53.86,1.011,132.1, None, None, None, None, None, None, 154.1,4
None,-2.853, None, None,2016-01-23 15:00:00, None, None,52.44,1.557,86.6, None, None, None, None, None, None, 154.2,4
None,-3.933, None, None,2016-01-23 16:00:00, None, None,38.11,2.949,70.4, None, None, None, None, None, None, 154.2,4
None,-4.287, None, None,2016-01-23 17:00:00, None, None,51.71,0.84,238.6, None, None, None, None, None, None, 154.2,4
None,-5.201, None, None,2016-01-23 18:00:00, None, None,45.46,0.943,293.9, None, None, None, None, None, None, 154.4,4
None,-5.967, None, None,2016-01-23 19:00:00, None, None,33.08,2.085,26.66, None, None, None, None, None, None, 154.2,4
None,-6.464, None, None,2016-01-23 20:00:00, None, None,37.1,1.832,323.6, None, None, None, None, None, None, 154.6,4
None,-5.472, None, None,2016-01-23 21:00:00, None, None,21.8,2.572,309.7, None, None, None, None, None, None, 154.0,4
None,-6.758, None, None,2016-01-23 22:00:00, None, None,43.45,1.496,18.63, None, None, None, None, None, None, 153.8,4
None,-6.611, None, None,2016-01-23 23:00:00, None, None,57.07,0.944,354.1, None, None, None, None, None, None, 153.8,4
None,-6.778, None, None,2016-01-24 00:00:00, None, None,42.43,1.572,329.6, None, None, None, None, None, None, 153.7,4
None,-6.464, None, None,2016-01-24 01:00:00, None, None,19.84,4.465,49.36, None, None, None, None, None, None, 153.6,4
None,-6.582, None, None,2016-01-24 02:00:00, None, None,10.93,7.9,53.61, None, None, None, None, None, None, 153.1,4
None,-6.21, None, None,2016-01-24 03:00:00, None, None,12.27,8.5,52.6, None, None, None, None, None, None, 153.0,4
None,-6.386, None, None,2016-01-24 04:00:00, None, None,13.71,8.5,51.62, None, None, None, None, None, None, 152.6,4
None,-6.347, None, None,2016-01-24 05:00:00, None, None,17.83,4.918,67.39, None, None, None, None, None, None, 152.4,4
None,-6.455, None, None,2016-01-24 06:00:00, None, None,18.14,4.812,60.82, None, None, None, None, None, None, 152.3,4
None,-6.689, None, None,2016-01-24 07:00:00, None, None,16.42,4.797,57.25, None, None, None, None, None, None, 152.1,4
None,-7.23, None, None,2016-01-24 08:00:00, None, None,17.21,5.02,53.08, None, None, None, None, None, None, 152.0,4
None,-7.44, None, None,2016-01-24 09:00:00, None, None,12.01,5.268,56.56, None, None, None, None, None, None, 151.9,4
None,-7.11, None, None,2016-01-24 10:00:00, None, None,24.65,3.208,55.08, None, None, None, None, None, None, 152.1,4
None,-7.19, None, None,2016-01-24 11:00:00, None, None,17.22,3.78,59.96, None, None, None, None, None, None, 151.6,4
None,-6.445, None, None,2016-01-24 12:00:00, None, None,21.83,2.836,60.34, None, None, None, None, None, None, 151.7,4
None,-5.52, None, None,2016-01-24 13:00:00, None, None,18.32,4.066,58.91, None, None, None, None, None, None, 151.4,4
None,-5.366, None, None,2016-01-24 14:00:00, None, None,21.79,5.393,57.39, None, None, None, None, None, None, 151.9,4
None,-5.773, None, None,2016-01-24 15:00:00, None, None,14.26,7.5,55.62, None, None, None, None, None, None, 151.3,4
None,-6.396, None, None,2016-01-24 16:00:00, None, None,11.91,9.0,54.4, None, None, None, None, None, None, 152.2,4
