pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
None,1.121,95.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 00:00:00, None,4
None,0.865,95.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 01:00:00, None,4
None,1.024,95.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 02:00:00, None,4
None,1.103,95.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 03:00:00, None,4
None,1.099,96.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 04:00:00, None,4
None,1.022,96.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 05:00:00, None,4
None,1.057,96.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 06:00:00, None,4
None,1.11,96.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 07:00:00, None,4
None,1.394,96.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 08:00:00, None,4
None,1.6,96.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 09:00:00, None,4
None,2.0,95.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 10:00:00, None,4
None,2.669,91.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 11:00:00, None,4
None,3.119,93.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 12:00:00, None,4
None,3.221,93.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 13:00:00, None,4
None,3.863,91.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 14:00:00, None,4
None,5.02,84.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 15:00:00, None,4
None,2.669,93.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 16:00:00, None,4
None,1.751,94.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 17:00:00, None,4
None,0.97,95.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 18:00:00, None,4
None,0.473,95.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 19:00:00, None,4
None,0.36,96.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 20:00:00, None,4
None,0.169,96.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 21:00:00, None,4
None,-0.369,96.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 22:00:00, None,4
None,0.004,97.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-22 23:00:00, None,4
None,-0.312,97.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 00:00:00, None,4
None,0.161,97.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 01:00:00, None,4
None,0.58,97.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 02:00:00, None,4
None,0.265,97.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 03:00:00, None,4
None,0.41,97.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 04:00:00, None,4
None,0.362,97.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 05:00:00, None,4
None,0.24,97.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 06:00:00, None,4
None,-0.054,97.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 07:00:00, None,4
None,-0.334,97.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 08:00:00, None,4
None,-0.178,97.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 09:00:00, None,4
None,0.434,97.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 10:00:00, None,4
None,0.385,97.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 11:00:00, None,4
None,1.105,97.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 12:00:00, None,4
None,1.057,97.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 13:00:00, None,4
None,1.364,96.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 14:00:00, None,4
None,2.255,92.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 15:00:00, None,4
None,1.939,90.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 16:00:00, None,4
None,1.201,91.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 17:00:00, None,4
None,0.482,93.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 18:00:00, None,4
None,0.366,94.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 19:00:00, None,4
None,0.57,95.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 20:00:00, None,4
None,0.677,95.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 21:00:00, None,4
None,0.362,95.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 22:00:00, None,4
None,-0.139,95.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-23 23:00:00, None,4
None,-0.313,95.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 00:00:00, None,4
None,-0.105,95.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 01:00:00, None,4
None,0.019,95.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 02:00:00, None,4
None,-0.759,94.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 03:00:00, None,4
None,-1.055,95.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 04:00:00, None,4
None,-0.408,95.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 05:00:00, None,4
None,-0.708,95.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 06:00:00, None,4
None,-0.362,95.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 07:00:00, None,4
None,-0.08,94.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 09:00:00, None,4
None,0.473,80.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 10:00:00, None,4
None,0.408,83.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 11:00:00, None,4
None,1.709,74.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 12:00:00, None,4
None,2.026,74.86, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 13:00:00, None,4
None,1.556,81.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 14:00:00, None,4
None,0.481,89.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 15:00:00, None,4
None,0.289,90.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 16:00:00, None,4
None,-0.088,90.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 17:00:00, None,4
None,-0.576,92.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 18:00:00, None,4
None,-0.552,92.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 19:00:00, None,4
None,-1.04,92.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 20:00:00, None,4
None,-1.273,93.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 21:00:00, None,4
None,-1.348,92.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 22:00:00, None,4
None,-2.13,92.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-24 23:00:00, None,4
None,-2.415,92.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 00:00:00, None,4
None,-2.73,93.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 01:00:00, None,4
None,-2.737,92.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 02:00:00, None,4
None,-2.663,91.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 03:00:00, None,4
None,-2.334,90.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 04:00:00, None,4
None,-2.745,93.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 05:00:00, None,4
None,-2.548,91.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 06:00:00, None,4
None,-2.934,92.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 07:00:00, None,4
None,-3.316,91.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 08:00:00, None,4
None,-3.512,92.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 09:00:00, None,4
None,-2.986,92.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 10:00:00, None,4
None,-0.244,75.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 11:00:00, None,4
None,0.609,74.62, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 12:00:00, None,4
None,1.403,74.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 13:00:00, None,4
None,0.769,81.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 14:00:00, None,4
None,2.111,75.86, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 15:00:00, None,4
None,2.251,75.53, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 16:00:00, None,4
None,2.214,75.08, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 17:00:00, None,4
None,1.738,77.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 18:00:00, None,4
None,1.903,77.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 19:00:00, None,4
None,2.353,74.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 20:00:00, None,4
None,2.145,76.42, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 21:00:00, None,4
None,2.012,78.78, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 22:00:00, None,4
None,2.354,77.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-25 23:00:00, None,4
None,2.593,76.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 00:00:00, None,4
None,1.938,79.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 01:00:00, None,4
None,1.754,81.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 02:00:00, None,4
None,2.216,81.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 03:00:00, None,4
None,1.336,85.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 04:00:00, None,4
None,1.001,88.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 05:00:00, None,4
None,0.865,92.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 06:00:00, None,4
None,0.913,94.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 07:00:00, None,4
None,0.913,94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 08:00:00, None,4
None,1.394,93.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 09:00:00, None,4
None,1.25,94.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-01-26 10:00:00, None,4
