RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,5.227,99.1, None, None, None, None, None, None, None, None, None, None, None, 1.373, None, None, None, None,26.08, None, None, None, None,2016-01-22 00:00:00, None,4
None, None, None, None,5.532,94.8, None, None, None, None, None, None, None, None, None, None, None, 1.535, None, None, None, None,26.77, None, None, None, None,2016-01-22 01:00:00, None,4
None, None, None, None,6.556,103.7, None, None, None, None, None, None, None, None, None, None, None, 1.297, None, None, None, None,18.22, None, None, None, None,2016-01-22 02:00:00, None,4
None, None, None, None,5.936,110.4, None, None, None, None, None, None, None, None, None, None, None, 1.079, None, None, None, None,18.65, None, None, None, None,2016-01-22 03:00:00, None,4
None, None, None, None,6.276,102.0, None, None, None, None, None, None, None, None, None, None, None, 1.184, None, None, None, None,18.28, None, None, None, None,2016-01-22 04:00:00, None,4
None, None, None, None,6.72,105.1, None, None, None, None, None, None, None, None, None, None, None, 0.785, None, None, None, None,17.65, None, None, None, None,2016-01-22 05:00:00, None,4
None, None, None, None,5.565,101.0, None, None, None, None, None, None, None, None, None, None, None, 0.586, None, None, None, None,17.93, None, None, None, None,2016-01-22 06:00:00, None,4
None, None, None, None,5.062,89.2, None, None, None, None, None, None, None, None, None, None, None, 0.919, None, None, None, None,23.78, None, None, None, None,2016-01-22 07:00:00, None,4
None, None, None, None,6.117,102.7, None, None, None, None, None, None, None, None, None, None, None, 0.795, None, None, None, None,18.21, None, None, None, None,2016-01-22 08:00:00, None,4
None, None, None, None,5.855,103.8, None, None, None, None, None, None, None, None, None, None, None, 0.501, None, None, None, None,16.83, None, None, None, None,2016-01-22 09:00:00, None,4
None, None, None, None,5.976,103.6, None, None, None, None, None, None, None, None, None, None, None, 0.596, None, None, None, None,16.42, None, None, None, None,2016-01-22 10:00:00, None,4
None, None, None, None,7.35,103.8, None, None, None, None, None, None, None, None, None, None, None, 1.27, None, None, None, None,12.42, None, None, None, None,2016-01-22 11:00:00, None,4
None, None, None, None,4.207,99.6, None, None, None, None, None, None, None, None, None, None, None, 2.104, None, None, None, None,20.52, None, None, None, None,2016-01-22 12:00:00, None,4
None, None, None, None,5.808,107.4, None, None, None, None, None, None, None, None, None, None, None, 1.819, None, None, None, None,15.83, None, None, None, None,2016-01-22 13:00:00, None,4
