RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
98.9, None, None, 9.3, 4.308, 223.0, 0.0, -2.1, None, None, 223.0, None, None, 20.0, None, 20.44, None, None, -0.244, None, 0.1, 99.0, None, 43.16, 4.3, -0.2, 0.4, 0.0,2020-12-09 00:00:00,50
98.9, None, None, 10.1, 4.196, 194.0, -1.0, -2.1, None, None, 194.0, None, None, 21.0, None, 21.32, None, None, -0.41, None, 0.1, 99.0, None, 45.44, 4.2, -0.4, 2.3, 1.0,2020-12-09 01:00:00,50
99.0, None, None, 8.3, 4.359, 210.1, 0.0, -2.1, None, None, 210.0, None, None, 22.0, None, 22.13, None, None, -0.283, None, 0.1, 99.0, None, 22.95, 4.4, -0.3, 1.1, 1.0,2020-12-09 02:00:00,50
99.0, None, None, 7.7, 3.805, 212.6, 0.0, -2.1, None, None, 213.0, None, None, 22.0, None, 22.27, None, None, -0.205, None, 0.1, 99.0, None, 17.76, 3.8, -0.2, 0.1, 0.0,2020-12-09 03:00:00,50
99.0, None, None, 6.4, 3.002, 208.8, 0.0, -2.1, None, None, 209.0, None, None, 23.0, None, 22.51, None, None, -0.313, None, 0.1, 99.0, None, 18.57, 3.0, -0.3, 0.1, 0.0,2020-12-09 04:00:00,50
99.0, None, None, 5.4, 2.019, 207.0, -1.0, -2.1, None, None, 207.0, None, None, 23.0, None, 22.75, None, None, -0.52, None, 0.1, 99.0, None, 20.92, 2.0, -0.5, 0.0, 0.0,2020-12-09 05:00:00,50
99.0, None, None, 7.8, 2.853, 209.7, -1.0, -1.2, None, None, 210.0, None, None, 23.0, None, 23.04, None, None, -0.945, None, -0.7, 99.0, None, 18.13, 2.9, -0.9, -0.1, 1.0,2020-12-09 06:00:00,50
99.0, None, None, 8.8, 4.293, 211.9, -1.0, -1.2, None, None, 212.0, None, None, 23.0, None, 23.04, None, None, -1.16, None, -0.7, 99.0, None, 22.52, 4.3, -1.2, -0.1, 0.0,2020-12-09 07:00:00,50
99.0, None, None, 12.1, 5.339, 216.7, -1.0, -1.4, None, None, 217.0, None, None, 23.0, None, 23.25, None, None, -1.224, None, -0.7, 99.0, None, 19.19, 5.3, -1.2, 0.0, 0.0,2020-12-09 08:00:00,50
98.9, None, None, 9.3, 4.868, 208.2, -1.0, -1.5, None, None, 208.0, None, None, 23.0, None, 22.75, None, None, -1.275, None, -0.7, 99.0, None, 24.43, 4.9, -1.3, 0.2, 0.0,2020-12-09 09:00:00,50
