station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, 458.3, None, -5.8, 77.0, None, None, None, 219.0, None, 2023-01-02 10:30:00, None
None, None, 458.3, None, -5.6, 77.0, None, None, 0.0, 220.0, None, 2023-01-02 11:30:00, None
None, None, 458.4, None, -4.2, 76.0, None, None, 0.1, 220.0, None, 2023-01-02 12:30:00, None
None, None, 458.6, None, -7.8, 75.0, None, None, None, 217.0, None, 2023-01-05 00:30:00, None
None, None, 458.6, None, -7.3, 74.0, None, None, 0.0, 217.0, None, 2023-01-05 01:30:00, None
None, None, 458.8, None, -7.6, 74.0, None, None, 0.2, 218.0, None, 2023-01-05 02:30:00, None
None, None, 458.7, None, -8.7, 74.0, None, None, None, 218.0, None, 2023-01-05 03:30:00, None
None, None, 458.7, None, -8.0, 75.0, None, None, None, 218.0, None, 2023-01-05 05:30:00, None
None, None, 458.7, None, -7.5, 73.0, None, None, 0.0, 218.0, None, 2023-01-05 06:30:00, None
None, None, 458.7, None, -7.3, 74.0, None, None, 0.0, 218.0, None, 2023-01-05 07:30:00, None
None, None, 470.4, None, -0.3, 71.0, None, None, None, 228.0, None, 2023-01-10 11:30:00, None
None, None, 470.4, None, 1.2, 72.0, None, None, 0.0, 229.0, None, 2023-01-10 12:30:00, None
None, None, 470.4, None, 0.5, 71.0, None, None, 0.0, 229.0, None, 2023-01-10 13:30:00, None
None, None, 470.4, None, 0.0, 72.0, None, None, 0.0, 229.0, None, 2023-01-10 14:30:00, None
0.2, None, 470.6, None, -1.8, 77.0, None, None, None, 225.0, None, 2023-01-11 11:30:00, None
0.2, None, 470.6, None, -1.1, 77.0, None, None, 0.0, 225.0, None, 2023-01-11 12:30:00, None
0.1, None, 470.5, None, -0.7, 77.0, None, None, None, 225.0, None, 2023-01-11 13:30:00, None
0.1, None, 470.5, None, -1.7, 74.0, None, None, 0.0, 225.0, None, 2023-01-11 14:30:00, None
None, None, 472.6, None, -1.2, 75.0, None, None, None, 226.0, None, 2023-01-12 10:30:00, None
2.0, None, 472.6, None, -0.7, 74.0, None, None, 0.0, 226.0, None, 2023-01-12 11:30:00, None
2.0, None, 472.6, None, 0.0, 74.0, None, None, 0.0, 227.0, None, 2023-01-12 12:30:00, None
2.2, None, 472.7, None, 0.3, 146.0, None, None, 0.1, 227.0, None, 2023-01-12 13:30:00, None
None, None, 478.1, None, 1.1, 76.0, None, None, None, 237.0, None, 2023-01-14 11:30:00, None
None, None, 478.3, None, 1.1, 79.0, None, None, 0.2, 237.0, None, 2023-01-14 12:30:00, None
None, None, 478.3, None, 1.1, 76.0, None, None, 0.0, 237.0, None, 2023-01-14 13:30:00, None
None, None, 478.2, None, 1.3, 77.0, None, None, None, 237.0, None, 2023-01-14 14:30:00, None
3.9, None, 482.0, None, 1.3, 78.0, None, None, None, 239.0, None, 2023-01-15 11:30:00, None
3.7, None, 482.0, None, 1.0, 76.0, None, None, 0.0, 239.0, None, 2023-01-15 12:30:00, None
3.8, None, 482.1, None, 1.1, 75.0, None, None, 0.1, 239.0, None, 2023-01-15 13:30:00, None
3.9, None, 482.1, None, 0.9, 76.0, None, None, 0.0, 239.0, None, 2023-01-15 14:30:00, None
None, None, 486.9, None, -0.4, 81.0, None, None, None, 242.0, None, 2023-01-15 21:30:00, None
None, None, 488.8, None, -0.7, 82.0, None, None, 1.9, 244.0, None, 2023-01-15 22:30:00, None
None, None, 488.9, None, -0.9, 80.0, None, None, 0.1, 244.0, None, 2023-01-15 23:30:00, None
7.1, None, 489.1, None, 0.1, 84.0, None, None, None, 244.0, None, 2023-01-16 11:30:00, None
7.1, None, 489.1, None, -0.7, 83.0, None, None, 0.0, 244.0, None, 2023-01-16 12:30:00, None
7.0, None, 489.1, None, -1.0, 83.0, None, None, 0.0, 244.0, None, 2023-01-16 13:30:00, None
None, None, 489.1, None, -1.9, 83.0, None, None, None, 244.0, None, 2023-01-16 16:30:00, None
None, None, 489.1, None, -2.1, 84.0, None, None, 0.0, 244.0, None, 2023-01-16 17:30:00, None
None, None, 489.1, None, -2.1, 83.0, None, None, 0.0, 244.0, None, 2023-01-16 18:30:00, None
0.2, None, 489.3, None, -3.7, 83.0, None, None, None, 241.0, None, 2023-01-17 16:30:00, None
0.3, None, 489.4, None, -3.7, 82.0, None, None, 0.1, 241.0, None, 2023-01-17 17:30:00, None
0.3, None, 489.4, None, -3.9, 82.0, None, None, 0.0, 241.0, None, 2023-01-17 18:30:00, None
None, None, 489.7, None, -3.2, 82.0, None, None, None, 242.0, None, 2023-01-18 12:30:00, None
None, None, 489.8, None, -2.8, 83.0, None, None, 0.1, 242.0, None, 2023-01-18 13:30:00, None
None, None, 489.9, None, -2.6, 83.0, None, None, 0.1, 242.0, None, 2023-01-18 14:30:00, None
None, None, 489.9, None, -2.8, 83.0, None, None, 0.0, 242.0, None, 2023-01-18 15:30:00, None
None, None, 491.4, None, -3.6, 80.0, None, None, None, 243.0, None, 2023-01-19 04:30:00, None
None, None, 491.5, None, -3.5, 80.0, None, None, 0.1, 242.0, None, 2023-01-19 05:30:00, None
None, None, 491.5, None, -3.5, 80.0, None, None, 0.0, 242.0, None, 2023-01-19 06:30:00, None
None, None, 491.7, None, -5.3, 80.0, None, None, None, 239.0, None, 2023-01-19 22:30:00, None
None, None, 491.7, None, -5.4, 81.0, None, None, 0.0, 239.0, None, 2023-01-19 23:30:00, None
None, None, 491.7, None, -5.7, 81.0, None, None, 0.0, 239.0, None, 2023-01-20 00:30:00, None
None, None, 491.7, None, -6.1, 81.0, None, None, 0.0, 239.0, None, 2023-01-20 01:30:00, None
None, None, 492.7, None, -5.5, 78.0, None, None, None, 237.0, None, 2023-01-24 17:30:00, None
None, None, 492.7, None, -5.9, 78.0, None, None, 0.0, 236.0, None, 2023-01-24 18:30:00, None
None, None, 492.8, None, -6.0, 78.0, None, None, 0.1, 236.0, None, 2023-01-24 19:30:00, None
None, None, 492.8, None, -6.1, 78.0, None, None, 0.0, 236.0, None, 2023-01-24 20:30:00, None
None, None, 493.5, None, -2.0, 79.0, None, None, None, 244.0, None, 2023-01-27 06:30:00, None
None, None, 493.5, None, -2.1, 79.0, None, None, 0.0, 243.0, None, 2023-01-27 07:30:00, None
None, None, 493.5, None, -2.1, 79.0, None, None, 0.0, 243.0, None, 2023-01-27 08:30:00, None
None, None, 495.2, None, -2.1, 74.0, None, None, 1.7, 244.0, None, 2023-01-27 09:30:00, None
None, None, 524.2, None, -4.9, 98.0, None, None, None, 281.0, None, 2023-02-08 07:30:00, None
None, None, 524.2, None, -4.5, 97.0, None, None, 0.0, 280.0, None, 2023-02-08 08:30:00, None
None, None, 524.3, None, -4.2, 97.0, None, None, 0.1, 279.0, None, 2023-02-08 09:30:00, None
None, None, 524.5, None, -6.2, 96.0, None, None, None, 278.0, None, 2023-02-09 03:30:00, None
None, None, 524.4, None, -6.2, 96.0, None, None, None, 278.0, None, 2023-02-09 04:30:00, None
None, None, 524.4, None, -6.3, 96.0, None, None, 0.0, 278.0, None, 2023-02-09 05:30:00, None
None, None, 524.6, None, -3.2, 92.0, None, None, None, 283.0, None, 2023-02-10 22:30:00, None
None, None, 524.6, None, -3.4, 92.0, None, None, 0.0, 283.0, None, 2023-02-10 23:30:00, None
None, None, 524.6, None, -3.6, 92.0, None, None, 0.0, 283.0, None, 2023-02-11 00:30:00, None
None, None, 528.2, None, -6.3, 94.0, None, None, None, 292.0, None, 2023-02-14 00:30:00, None
None, None, 528.4, None, -6.7, 93.0, None, None, 0.2, 292.0, None, 2023-02-14 01:30:00, None
None, None, 528.2, None, -6.3, 94.0, None, None, None, 291.0, None, 2023-02-14 02:30:00, None
None, None, 528.2, None, -5.8, 94.0, None, None, 0.0, 290.0, None, 2023-02-14 03:30:00, None
None, None, 528.3, None, -5.8, 94.0, None, None, 0.1, 289.0, None, 2023-02-14 04:30:00, None
None, None, 528.4, None, -6.2, 93.0, None, None, 0.1, 289.0, None, 2023-02-14 05:30:00, None
None, None, 528.8, None, -6.2, 94.0, None, None, 0.4, 288.0, None, 2023-02-14 06:30:00, None
None, None, 529.8, None, -5.8, 93.0, None, None, None, 288.0, None, 2023-02-17 05:30:00, None
None, None, 529.8, None, -5.7, 93.0, None, None, 0.0, 288.0, None, 2023-02-17 06:30:00, None
None, None, 529.9, None, -5.7, 93.0, None, None, 0.1, 288.0, None, 2023-02-17 07:30:00, None
None, None, 531.7, None, -1.5, 95.0, None, None, None, 293.0, None, 2023-02-20 09:30:00, None
None, None, 531.6, None, -0.2, 94.0, None, None, None, 293.0, None, 2023-02-20 10:30:00, None
None, None, 531.5, None, 0.3, 94.0, None, None, None, 294.0, None, 2023-02-20 11:30:00, None
None, None, 553.7, None, -23.5, 106.0, None, None, None, 318.0, None, 2023-02-22 06:30:00, None
None, None, 553.8, None, -23.6, 106.0, None, None, 0.1, 318.0, None, 2023-02-22 07:30:00, None
None, None, 553.7, None, -23.3, 106.0, None, None, None, 318.0, None, 2023-02-22 08:30:00, None
None, None, 578.8, None, -1.8, 116.0, None, None, None, 364.0, None, 2023-03-12 23:30:00, None
None, None, 578.6, None, -1.7, 116.0, None, None, None, 364.0, None, 2023-03-13 00:30:00, None
None, None, 578.7, None, -1.6, 115.0, None, None, 0.1, 364.0, None, 2023-03-13 01:30:00, None
None, None, 590.1, None, -2.9, 120.0, None, None, None, 380.0, None, 2023-03-14 15:30:00, None
None, None, 590.2, None, -3.7, 120.0, None, None, 0.1, 380.0, None, 2023-03-14 16:30:00, None
None, None, 590.2, None, -3.9, 120.0, None, None, 0.0, 381.0, None, 2023-03-14 17:30:00, None
None, None, 590.2, None, -4.7, 121.0, None, None, 0.0, 383.0, None, 2023-03-14 18:30:00, None
None, None, 590.6, None, -6.6, 120.0, None, None, None, 373.0, None, 2023-03-16 00:30:00, None
None, None, 590.6, None, -7.6, 120.0, None, None, 0.0, 373.0, None, 2023-03-16 01:30:00, None
None, None, 590.6, None, -7.0, 120.0, None, None, 0.0, 372.0, None, 2023-03-16 02:30:00, None
None, None, 590.7, None, -8.0, 120.0, None, None, 0.1, 372.0, None, 2023-03-16 03:30:00, None
None, None, 593.3, None, -1.7, 106.0, None, None, None, 385.0, None, 2023-03-25 15:30:00, None
None, None, 593.4, None, -2.6, 105.0, None, None, 0.1, 385.0, None, 2023-03-25 16:30:00, None
None, None, 593.3, None, -3.1, 106.0, None, None, None, 385.0, None, 2023-03-25 17:30:00, None
None, None, 593.5, None, -2.0, 102.0, None, None, None, 383.0, None, 2023-03-31 07:30:00, None
None, None, 593.5, None, -1.9, 102.0, None, None, 0.0, 383.0, None, 2023-03-31 08:30:00, None
None, None, 593.5, None, -1.8, 102.0, None, None, 0.0, 383.0, None, 2023-03-31 09:30:00, None
None, None, 593.4, None, -1.3, 102.0, None, None, None, 383.0, None, 2023-03-31 10:30:00, None
None, None, 605.6, None, 0.4, 106.0, None, None, None, 393.0, None, 2023-04-08 04:30:00, None
None, None, 605.6, None, 0.3, 106.0, None, None, 0.0, 393.0, None, 2023-04-08 05:30:00, None
None, None, 605.7, None, 0.2, 106.0, None, None, 0.1, 393.0, None, 2023-04-08 06:30:00, None
None, None, 607.1, None, 1.3, 107.0, None, None, None, 392.0, None, 2023-04-08 12:30:00, None
None, None, 607.3, None, 0.9, 107.0, None, None, 0.2, 392.0, None, 2023-04-08 13:30:00, None
None, None, 607.2, None, 1.8, 107.0, None, None, None, 392.0, None, 2023-04-08 14:30:00, None
None, None, 607.2, None, 2.0, 107.0, None, None, 0.0, 392.0, None, 2023-04-08 15:30:00, None
None, None, 608.1, None, 4.1, 103.0, None, None, None, 398.0, None, 2023-04-10 06:30:00, None
None, None, 608.5, None, 4.1, 102.0, None, None, 0.4, 398.0, None, 2023-04-10 07:30:00, None
None, None, 608.7, None, 4.0, 103.0, None, None, 0.2, 399.0, None, 2023-04-10 08:30:00, None
None, None, 609.1, None, 4.4, 101.0, None, None, 0.4, 399.0, None, 2023-04-10 09:30:00, None
None, None, 609.8, None, 4.6, 101.0, None, None, 0.7, 400.0, None, 2023-04-10 10:30:00, None
None, None, 610.9, None, 4.6, 101.0, None, None, 1.1, 401.0, None, 2023-04-10 11:30:00, None
None, None, 612.3, None, 5.0, 101.0, None, None, 1.4, 402.0, None, 2023-04-10 12:30:00, None
