station_observations
pcpn_amt_pst24hrs, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, cum_pcpn_amt, MIN_TEMP, ONE_DAY_SNOW, time, air_temp_1, SNOW_ON_THE_GROUND, snw_dpth, MAX_TEMP
None, None, 0.0, 229.0, 1232.0, None, None, 2023-01-01 00:00:00, -4.1, None, 110.0, None
None, None, 0.0, 229.0, 1232.0, None, None, 2023-01-01 01:00:00, -4.0, None, 110.0, None
None, None, 0.0, 229.0, 1232.0, None, None, 2023-01-01 02:00:00, -4.0, None, 111.0, None
0.0, None, 0.0, 229.0, 1232.0, None, None, 2023-01-01 03:00:00, -4.0, None, 111.0, None
0.0, None, 0.0, 229.0, 1232.0, None, None, 2023-01-01 04:00:00, -4.0, None, 111.0, None
0.0, None, 0.0, 229.0, 1232.0, None, None, 2023-01-01 05:00:00, -3.9, None, 111.0, None
0.0, None, 0.0, 229.0, 1232.0, None, None, 2023-01-01 06:00:00, -4.0, None, 111.0, None
0.0, None, 0.0, 229.0, 1232.0, None, None, 2023-01-01 07:00:00, -4.1, None, 111.0, None
1.0, None, 0.0, 229.0, 1232.0, None, None, 2023-01-01 08:00:00, -4.2, None, 111.0, None
1.0, None, None, 229.0, 1231.0, None, None, 2023-01-01 10:00:00, -3.6, None, 110.0, None
0.0, None, None, 229.0, 1230.0, None, None, 2023-01-01 11:00:00, -2.8, None, 110.0, None
1.0, None, 1.0, 230.0, 1231.0, None, None, 2023-01-01 12:00:00, -1.7, None, 110.0, None
3.0, None, 3.0, 229.0, 1234.0, None, None, 2023-01-01 13:00:00, -1.2, None, 110.0, None
2.0, None, 1.0, 230.0, 1235.0, None, None, 2023-01-01 14:00:00, -1.6, None, 110.0, None
3.0, None, 1.0, 229.0, 1236.0, None, None, 2023-01-01 15:00:00, -2.1, None, 110.0, None
4.0, None, 1.0, 229.0, 1237.0, None, None, 2023-01-01 16:00:00, -2.8, None, 110.0, None
4.0, None, 0.0, 230.0, 1237.0, None, None, 2023-01-01 17:00:00, -3.2, None, 110.0, None
4.0, None, 0.0, 229.0, 1237.0, None, None, 2023-01-01 18:00:00, -3.8, None, 110.0, None
4.0, None, 0.0, 230.0, 1237.0, None, None, 2023-01-01 19:00:00, -4.2, None, 110.0, None
6.0, None, 1.0, 230.0, 1238.0, None, None, 2023-01-01 20:00:00, -4.7, None, 109.0, None
7.0, None, 1.0, 229.0, 1239.0, None, None, 2023-01-01 21:00:00, -5.1, None, 109.0, None
8.0, None, 1.0, 230.0, 1240.0, None, None, 2023-01-01 22:00:00, -5.4, None, 109.0, None
9.0, None, 1.0, 230.0, 1241.0, None, None, 2023-01-01 23:00:00, -5.7, None, 109.0, None
9.0, None, 0.0, 230.0, 1241.0, None, None, 2023-01-02 00:00:00, -5.4, None, 109.0, None
10.0, None, 1.0, 230.0, 1242.0, None, None, 2023-01-02 01:00:00, -5.6, None, 109.0, None
10.0, None, 0.0, 230.0, 1242.0, None, None, 2023-01-02 02:00:00, -5.8, None, 109.0, None
11.0, None, 1.0, 230.0, 1243.0, None, None, 2023-01-02 03:00:00, -6.6, None, 108.0, None
11.0, None, 0.0, 231.0, 1243.0, None, None, 2023-01-02 04:00:00, -7.5, None, 109.0, None
12.0, None, 1.0, 231.0, 1244.0, None, None, 2023-01-02 05:00:00, -8.5, None, 108.0, None
12.0, None, 0.0, 231.0, 1244.0, None, None, 2023-01-02 06:00:00, -8.2, None, 108.0, None
12.0, None, 0.0, 232.0, 1244.0, None, None, 2023-01-02 07:00:00, -8.3, None, 108.0, None
12.0, None, 0.0, 231.0, 1244.0, None, None, 2023-01-02 08:00:00, -8.2, None, 108.0, None
13.0, None, 1.0, 231.0, 1245.0, None, None, 2023-01-02 09:00:00, -7.1, None, 108.0, None
14.0, None, 0.0, 231.0, 1245.0, None, None, 2023-01-02 10:00:00, -7.1, None, 108.0, None
14.0, None, None, 231.0, 1244.0, None, None, 2023-01-02 11:00:00, -4.9, None, 108.0, None
12.0, None, None, 231.0, 1243.0, None, None, 2023-01-02 12:00:00, -4.3, None, 108.0, None
10.0, None, 1.0, 232.0, 1244.0, None, None, 2023-01-02 13:00:00, -4.4, None, 108.0, None
9.0, None, 0.0, 231.0, 1244.0, None, None, 2023-01-02 14:00:00, -5.2, None, 108.0, None
9.0, None, 1.0, 232.0, 1245.0, None, None, 2023-01-02 15:00:00, -5.6, None, 107.0, None
8.0, None, 0.0, 232.0, 1245.0, None, None, 2023-01-02 16:00:00, -6.7, None, 108.0, None
9.0, None, 1.0, 232.0, 1246.0, None, None, 2023-01-02 17:00:00, -8.0, None, 108.0, None
9.0, None, 0.0, 233.0, 1246.0, None, None, 2023-01-02 18:00:00, -9.2, None, 108.0, None
9.0, None, 0.0, 232.0, 1246.0, None, None, 2023-01-02 19:00:00, -10.2, None, 107.0, None
8.0, None, 0.0, 233.0, 1246.0, None, None, 2023-01-02 20:00:00, -10.2, None, 108.0, None
8.0, None, 1.0, 232.0, 1247.0, None, None, 2023-01-02 21:00:00, -10.1, None, 108.0, None
7.0, None, 0.0, 233.0, 1247.0, None, None, 2023-01-02 22:00:00, -9.6, None, 108.0, None
6.0, None, 0.0, 233.0, 1247.0, None, None, 2023-01-02 23:00:00, -10.1, None, 108.0, None
7.0, None, 1.0, 233.0, 1248.0, None, None, 2023-01-03 00:00:00, -12.3, None, 107.0, None
6.0, None, 0.0, 233.0, 1248.0, None, None, 2023-01-03 01:00:00, -12.0, None, 107.0, None
7.0, None, 1.0, 233.0, 1249.0, None, None, 2023-01-03 02:00:00, -11.0, None, 107.0, None
6.0, None, 0.0, 233.0, 1249.0, None, None, 2023-01-03 03:00:00, -12.0, None, 107.0, None
7.0, None, 1.0, 234.0, 1250.0, None, None, 2023-01-03 04:00:00, -13.3, None, 107.0, None
