station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
0.0, 0.0, 0.0, 2013-01-01 00:00:00, 57.0
17.8, 17.8, 0.0, 2013-01-02 00:00:00, 56.0
5.4, 5.4, 0.0, 2013-01-03 00:00:00, 47.0
0.6, 0.6, 0.0, 2013-01-04 00:00:00, 44.0
18.0, 0.0, 18.0, 2013-01-05 00:00:00, 40.0
17.0, 0.0, 17.0, 2013-01-06 00:00:00, 54.0
6.8, 6.8, 0.0, 2013-01-07 00:00:00, 64.0
2.0, 0.0, 2.0, 2013-01-08 00:00:00, 50.0
0.0, 0.0, 0.0, 2013-01-09 00:00:00, 51.0
0.0, 0.0, 0.0, 2013-01-10 00:00:00, 50.0
0.0, 0.0, 0.0, 2013-01-11 00:00:00, 48.0
0.0, 0.0, 0.0, 2013-01-12 00:00:00, 48.0
1.6, 1.6, 0.0, 2013-01-13 00:00:00, 48.0
0.4, 0.4, 0.0, 2013-01-14 00:00:00, 48.0
1.8, 1.8, 0.0, 2013-01-15 00:00:00, 42.0
2.4, 2.4, 0.0, 2013-01-16 00:00:00, 40.0
8.4, 8.4, 0.0, 2013-01-17 00:00:00, 35.0
3.6, 3.6, 0.0, 2013-01-18 00:00:00, 30.0
