wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
268.0, None, None,0.0, None,3.9, None,1.9, None, None, None,85.0,2021-05-14 00:00:00,20
262.0, None, None,0.0, None,3.0, None,1.5, None, None, None,90.0,2021-05-14 01:00:00,20
257.0, None, None,0.0, None,4.2, None,1.4, None, None, None,89.0,2021-05-14 02:00:00,20
268.0, None, None,0.0, None,3.6, None,0.9, None, None, None,91.0,2021-05-14 03:00:00,20
251.0, None, None,0.0, None,2.7, None,1.4, None, None, None,91.0,2021-05-14 04:00:00,20
42.0, None, None,0.0, None,2.5, None,6.1, None, None, None,70.0,2021-05-14 05:00:00,20
88.0, None, None,0.0, None,3.3, None,11.0, None, None, None,49.0,2021-05-14 06:00:00,20
78.0, None, None,0.0, None,3.8, None,12.8, None, None, None,47.0,2021-05-14 07:00:00,20
36.0, 49.0, 3.3,0.0, 0.7,5.0, 11.0,14.5, 88.0, 0.0, 0.0,38.0,2021-05-14 08:00:00,20
43.0, 47.0, 3.8,0.0, 1.8,5.1, 12.8,16.6, 78.0, 0.0, 0.0,31.0,2021-05-14 09:00:00,20
62.0, None, None,0.0, None,5.6, None,18.0, None, None, None,22.0,2021-05-14 10:00:00,20
238.0, 31.0, 5.1,0.0, -0.6,5.3, 16.6,17.4, 43.0, 0.0, None,27.0,2021-05-14 11:00:00,20
119.0, 22.0, 5.6,0.0, -4.0,2.0, 18.0,18.8, 62.0, 0.0, 0.0,23.0,2021-05-14 12:00:00,20
3.0, 27.0, 5.3,0.0, -1.8,2.4, 17.4,14.4, 238.0, 0.0, 0.0,33.0,2021-05-14 13:00:00,20
320.0, 23.0, 2.0,0.0, -2.8,3.2, 18.8,17.9, 119.0, 0.0, 0.0,23.0,2021-05-14 14:00:00,20
66.0, 33.0, 2.4,0.0, -1.7,5.3, 14.4,19.3, 3.0, 0.0, 0.0,21.0,2021-05-14 15:00:00,20
261.0, 23.0, 3.2,0.0, -3.5,7.0, 17.9,16.2, 320.0, 0.0, 0.0,25.0,2021-05-14 16:00:00,20
282.0, 21.0, 5.3,0.0, -3.6,5.4, 19.3,10.7, 66.0, 0.0, 0.0,44.0,2021-05-14 17:00:00,20
270.0, 25.0, 7.0,0.0, -3.8,4.4, 16.2,8.6, 261.0, 0.0, 0.0,56.0,2021-05-14 18:00:00,20
236.0, 44.0, 5.4,0.0, -1.1,4.3, 10.7,5.6, 282.0, 0.0, 0.0,66.0,2021-05-14 19:00:00,20
265.0, 56.0, 4.4,0.0, 0.3,4.4, 8.6,4.3, 270.0, 0.0, 0.0,71.0,2021-05-14 20:00:00,20
286.0, None, None,0.0, None,4.0, None,4.1, None, None, None,72.0,2021-05-14 21:00:00,20
272.0, 71.0, 4.4,0.0, -0.5,3.0, 4.3,3.8, 265.0, 0.0, 0.0,73.0,2021-05-14 22:00:00,20
257.0, None, None,0.0, None,4.8, None,3.8, None, None, None,76.0,2021-05-14 23:00:00,20
275.0, 73.0, 3.0,0.0, -0.6,3.2, 3.8,3.3, 272.0, 0.0, 0.0,79.0,2021-05-15 00:00:00,20
272.0, 76.0, 4.8,0.0, 0.0,3.8, 3.8,3.4, 257.0, 0.0, 0.0,77.0,2021-05-15 01:00:00,20
278.0, 79.0, 3.2,0.0, 0.0,2.9, 3.3,2.5, 275.0, 0.0, 0.0,84.0,2021-05-15 02:00:00,20
267.0, 77.0, 3.8,0.0, -0.2,3.2, 3.4,2.1, 272.0, 0.0, 0.0,85.0,2021-05-15 03:00:00,20
236.0, 84.0, 2.9,0.0, 0.1,3.2, 2.5,2.7, 278.0, 0.0, 0.0,85.0,2021-05-15 04:00:00,20
49.0, 85.0, 3.2,0.0, -0.2,2.7, 2.1,8.0, 267.0, 0.0, 0.0,60.0,2021-05-15 05:00:00,20
54.0, 85.0, 3.2,0.0, 0.4,3.7, 2.7,12.4, 236.0, 0.0, 0.0,47.0,2021-05-15 06:00:00,20
67.0, 60.0, 2.7,0.0, 0.7,3.9, 8.0,14.5, 49.0, 0.0, 0.0,45.0,2021-05-15 07:00:00,20
