air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
3.2,3.1,-7999.0,5.6,78.0,2021-12-03 00:00:00,-1.0,49
3.2,2.8,-7999.0,5.6,78.0,2021-12-03 01:00:00,0.0,49
3.2,2.8,-7999.0,5.6,81.0,2021-12-03 02:00:00,0.0,49
3.4,2.8,-7999.0,5.6,77.0,2021-12-03 03:00:00,0.0,49
3.5,2.8,-7999.0,5.6,76.0,2021-12-03 04:00:00,0.0,49
3.5,2.8,-7999.0,5.6,77.0,2021-12-03 05:00:00,0.0,49
3.3,2.8,-7999.0,5.6,77.0,2021-12-03 06:00:00,0.0,49
3.0,2.6,-7999.0,3.3,78.0,2021-12-03 07:00:00,-1.0,49
2.6,2.2,-7999.0,3.3,77.0,2021-12-03 08:00:00,-1.0,49
2.7,2.2,-7999.0,3.3,81.0,2021-12-03 09:00:00,0.0,49
2.1,2.1,-7999.0,3.3,90.0,2021-12-03 10:00:00,1.0,49
3.1,2.0,-7999.0,3.3,87.0,2021-12-03 11:00:00,1.0,49
5.2,2.0,-7999.0,5.3,74.0,2021-12-03 12:00:00,1.0,49
5.4,2.0,-7999.0,6.7,74.0,2021-12-03 13:00:00,1.0,49
5.4,2.0,-7999.0,6.7,61.0,2021-12-03 14:00:00,-2.0,49
4.3,2.0,-7999.0,6.7,70.0,2021-12-03 15:00:00,-1.0,49
4.2,2.0,-7999.0,6.7,67.0,2021-12-03 16:00:00,-1.0,49
4.1,2.0,-7999.0,6.7,64.0,2021-12-03 17:00:00,-2.0,49
4.0,2.0,-7999.0,6.7,69.0,2021-12-03 18:00:00,-1.0,49
3.9,3.8,-7999.0,4.1,70.0,2021-12-03 19:00:00,-1.0,49
4.1,3.8,-7999.0,4.1,71.0,2021-12-03 20:00:00,0.0,49
4.1,3.8,-7999.0,4.2,75.0,2021-12-03 21:00:00,0.0,49
3.7,3.7,-7999.0,4.2,74.0,2021-12-03 22:00:00,-1.0,49
4.1,3.6,-7999.0,4.2,69.0,2021-12-03 23:00:00,-1.0,49
3.7,3.5,-7999.0,4.2,74.0,2021-12-04 00:00:00,0.0,49
4.0,3.5,-7999.0,4.2,68.0,2021-12-04 01:00:00,-1.0,49
3.5,3.5,-7999.0,4.5,76.0,2021-12-04 02:00:00,-1.0,49
4.1,3.5,-7999.0,4.6,71.0,2021-12-04 03:00:00,-1.0,49
2.9,2.9,-7999.0,4.6,82.0,2021-12-04 04:00:00,0.0,49
2.0,1.9,-7999.0,4.6,100.0,2021-12-04 05:00:00,2.0,49
1.1,1.0,-7999.0,4.6,100.0,2021-12-04 06:00:00,1.0,49
None,6999.0,-7999.0,1.4,0.0,2021-12-04 07:00:00,940.0,49
None,6999.0,-7999.0,1.4,0.0,2021-12-04 08:00:00,940.0,49
None,6999.0,-7999.0,1.4,0.0,2021-12-04 09:00:00,940.0,49
None,6999.0,-7999.0,1.4,0.0,2021-12-04 10:00:00,940.0,49
None,6999.0,-7999.0,1.4,0.0,2021-12-04 11:00:00,940.0,49
2.1,-585.1,-7999.0,1.4,100.0,2021-12-04 12:00:00,2.0,49
None,6999.0,-7999.0,2.4,0.0,2021-12-04 13:00:00,940.0,49
3.0,-5832.0,-7999.0,3.0,96.0,2021-12-04 14:00:00,2.0,49
3.3,-5832.0,-7999.0,3.4,81.0,2021-12-04 15:00:00,1.0,49
3.5,-5832.0,-7999.0,3.5,78.0,2021-12-04 16:00:00,0.0,49
3.3,-5832.0,-7999.0,3.6,83.0,2021-12-04 17:00:00,1.0,49
3.2,-5832.0,-7999.0,3.6,82.0,2021-12-04 18:00:00,1.0,49
2.9,2.8,-7999.0,3.2,82.0,2021-12-04 19:00:00,0.0,49
2.9,2.8,-7999.0,3.2,86.0,2021-12-04 20:00:00,1.0,49
2.9,2.5,-7999.0,3.2,83.0,2021-12-04 21:00:00,0.0,49
3.2,2.5,-7999.0,3.4,73.0,2021-12-04 22:00:00,-1.0,49
2.9,2.5,-7999.0,3.4,77.0,2021-12-04 23:00:00,-1.0,49
2.5,2.2,-7999.0,3.4,86.0,2021-12-05 00:00:00,0.0,49
2.1,2.0,-7999.0,3.4,94.0,2021-12-05 01:00:00,1.0,49
2.3,2.0,-7999.0,3.4,99.0,2021-12-05 02:00:00,2.0,49
1.7,1.7,-7999.0,3.4,88.0,2021-12-05 03:00:00,0.0,49
1.5,1.0,-7999.0,3.4,88.0,2021-12-05 04:00:00,0.0,49
1.3,1.0,-7999.0,3.4,89.0,2021-12-05 05:00:00,0.0,49
1.1,1.0,-7999.0,3.4,91.0,2021-12-05 06:00:00,0.0,49
0.3,0.1,-7999.0,1.2,100.0,2021-12-05 07:00:00,0.0,49
1.7,0.1,-7999.0,1.8,75.0,2021-12-05 08:00:00,-2.0,49
2.1,0.1,-7999.0,2.1,69.0,2021-12-05 09:00:00,-3.0,49
1.9,0.1,-7999.0,2.2,72.0,2021-12-05 10:00:00,-3.0,49
2.4,0.1,-7999.0,2.4,70.0,2021-12-05 11:00:00,-3.0,49
2.9,0.1,-7999.0,3.0,70.0,2021-12-05 12:00:00,-2.0,49
2.7,0.1,-7999.0,3.0,77.0,2021-12-05 13:00:00,-1.0,49
2.9,0.1,-7999.0,3.5,79.0,2021-12-05 14:00:00,0.0,49
3.1,0.1,-7999.0,3.5,77.0,2021-12-05 15:00:00,0.0,49
3.0,0.1,-7999.0,3.5,80.0,2021-12-05 16:00:00,0.0,49
2.7,0.1,-7999.0,3.5,80.0,2021-12-05 17:00:00,0.0,49
2.7,0.1,-7999.0,3.5,76.0,2021-12-05 18:00:00,-1.0,49
2.2,2.2,-7999.0,2.7,79.0,2021-12-05 19:00:00,-1.0,49
2.0,2.0,-7999.0,2.7,78.0,2021-12-05 20:00:00,-1.0,49
2.1,1.9,-7999.0,2.7,78.0,2021-12-05 21:00:00,-1.0,49
2.2,1.8,-7999.0,2.7,71.0,2021-12-05 22:00:00,-2.0,49
2.0,1.8,-7999.0,2.7,79.0,2021-12-05 23:00:00,-1.0,49
1.3,1.3,-7999.0,2.7,92.0,2021-12-06 00:00:00,0.0,49
1.3,1.2,-7999.0,2.7,86.0,2021-12-06 01:00:00,-1.0,49
0.6,0.6,-7999.0,2.7,100.0,2021-12-06 02:00:00,0.0,49
0.3,0.3,-7999.0,2.7,100.0,2021-12-06 03:00:00,0.0,49
None,6999.0,-7999.0,2.7,0.0,2021-12-06 04:00:00,940.0,49
None,6999.0,-7999.0,2.7,0.0,2021-12-06 05:00:00,940.0,49
None,6999.0,-7999.0,2.7,0.0,2021-12-06 06:00:00,940.0,49
None,6999.0,-7999.0,13.2,0.0,2021-12-06 07:00:00,988.0,49
None,6999.0,-7999.0,13.2,0.0,2021-12-06 08:00:00,988.0,49
None,6999.0,-7999.0,13.2,0.0,2021-12-06 09:00:00,988.0,49
None,6999.0,-7999.0,13.2,0.0,2021-12-06 10:00:00,988.0,49
None,6999.0,-7999.0,13.2,0.0,2021-12-06 11:00:00,940.0,49
1.3,-582.0,-7999.0,13.2,100.0,2021-12-06 12:00:00,1.0,49
1.6,-582.0,-7999.0,13.2,100.0,2021-12-06 13:00:00,2.0,49
2.0,-582.0,-7999.0,13.2,100.0,2021-12-06 14:00:00,2.0,49
2.1,-582.0,-7999.0,13.2,100.0,2021-12-06 15:00:00,2.0,49
2.4,-582.0,-7999.0,13.2,90.0,2021-12-06 16:00:00,1.0,49
2.6,-582.0,-7999.0,13.2,89.0,2021-12-06 17:00:00,1.0,49
2.5,-582.0,-7999.0,13.2,97.0,2021-12-06 18:00:00,2.0,49
2.4,2.4,-7999.0,2.7,100.0,2021-12-06 19:00:00,3.0,49
2.7,2.4,-7999.0,2.7,99.0,2021-12-06 20:00:00,2.0,49
2.7,2.4,-7999.0,2.8,100.0,2021-12-06 21:00:00,3.0,49
None,6999.0,-7999.0,2.8,0.0,2021-12-06 22:00:00,940.0,49
None,6999.0,-7999.0,2.8,0.0,2021-12-06 23:00:00,940.0,49
None,6999.0,-7999.0,2.8,0.0,2021-12-07 00:00:00,988.0,49
None,6999.0,-7999.0,2.8,0.0,2021-12-07 01:00:00,988.0,49
None,6999.0,-7999.0,2.8,0.0,2021-12-07 02:00:00,940.0,49
None,6999.0,-7999.0,2.8,0.0,2021-12-07 03:00:00,940.0,49
None,6999.0,-7999.0,2.8,0.0,2021-12-07 04:00:00,1010.0,49
None,6999.0,-7999.0,2.8,0.0,2021-12-07 05:00:00,940.0,49
None,6999.0,-7999.0,2.8,0.0,2021-12-07 06:00:00,940.0,49
None,6999.0,-7999.0,12.7,0.0,2021-12-07 07:00:00,988.0,49
None,6999.0,-7999.0,12.7,0.0,2021-12-07 08:00:00,940.0,49
None,6999.0,-7999.0,12.7,0.0,2021-12-07 09:00:00,940.0,49
None,6999.0,-7999.0,12.7,0.0,2021-12-07 10:00:00,988.0,49
None,6999.0,-7999.0,12.7,0.0,2021-12-07 11:00:00,940.0,49
None,6999.0,-7999.0,12.7,0.0,2021-12-07 12:00:00,940.0,49
None,6999.0,-7999.0,12.7,0.0,2021-12-07 13:00:00,1010.0,49
