CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, None, 90.0, None, None, None, 14.59, 1.693, None, 278.5, -42.0, None, -41.5, -41.7, 0.0, -42.0, None, None, -41.4, None, None, 90.0, None,2021-12-03 00:00:00, None, None, None, None,49
None, None, 89.7, None, None, None, 0.252, 0.0, None, 306.6, -43.0, None, -41.8, -41.8, 0.0, -43.0, None, None, -41.4, None, None, 90.0, None,2021-12-03 01:00:00, None, None, None, None,49
None, None, 89.6, None, None, None, 0.247, 0.0, None, 306.5, -43.0, None, -42.2, -42.2, 0.0, -43.0, None, None, -41.4, None, None, 90.0, None,2021-12-03 02:00:00, None, None, None, None,49
None, None, 89.3, None, None, None, 0.244, 0.0, None, 306.5, -43.0, None, -42.4, -42.4, 0.0, -43.0, None, None, -41.4, None, None, 89.0, None,2021-12-03 03:00:00, None, None, None, None,49
None, None, 88.5, None, None, None, 0.207, 0.0, None, 306.5, -44.0, None, -42.6, -42.6, 0.0, -44.0, None, None, -41.4, None, None, 89.0, None,2021-12-03 04:00:00, None, None, None, None,49
None, None, 88.5, None, None, None, 0.249, 0.0, None, 306.6, -44.0, None, -42.5, -42.6, 0.0, -44.0, None, None, -41.4, None, None, 89.0, None,2021-12-03 05:00:00, None, None, None, None,49
None, None, 88.6, None, None, None, 3.382, 2.384, None, 105.2, -44.0, None, -42.5, -42.6, 0.0, -44.0, None, None, -41.4, None, None, 89.0, None,2021-12-03 06:00:00, None, None, None, None,49
None, None, 88.7, None, None, None, 0.131, 3.826, None, 107.0, -44.0, None, -42.5, -42.6, 0.0, -44.0, None, None, -42.5, None, None, 89.0, None,2021-12-03 07:00:00, None, None, None, None,49
None, None, 88.6, None, None, None, 9.17, 5.832, None, 120.7, -44.0, None, -42.5, -42.6, 0.0, -44.0, None, None, -42.5, None, None, 89.0, None,2021-12-03 08:00:00, None, None, None, None,49
None, None, 88.7, None, None, None, 4.051, 7.53, None, 136.5, -43.0, None, -42.3, -42.6, 0.0, -43.0, None, None, -42.3, None, None, 89.0, None,2021-12-03 09:00:00, None, None, None, None,49
None, None, 88.7, None, None, None, 4.203, 7.18, None, 139.2, -43.0, None, -42.3, -42.6, 0.0, -43.0, None, None, -42.3, None, None, 89.0, None,2021-12-03 10:00:00, None, None, None, None,49
None, None, 88.6, None, None, None, 4.102, 8.33, None, 141.9, -43.0, None, -42.3, -42.6, 0.0, -43.0, None, None, -42.3, None, None, 89.0, None,2021-12-03 11:00:00, None, None, None, None,49
None, None, 88.9, None, None, None, 4.295, 8.13, None, 139.8, -43.0, None, -42.0, -42.6, 0.0, -43.0, None, None, -42.0, None, None, 89.0, None,2021-12-03 12:00:00, None, None, None, None,49
None, None, 89.7, None, None, None, 4.289, 8.37, None, 142.8, -43.0, None, -41.6, -42.6, 0.0, -43.0, None, None, -41.6, None, None, 90.0, None,2021-12-03 13:00:00, None, None, None, None,49
None, None, 90.1, None, None, None, 4.266, 6.946, None, 140.2, -42.0, None, -41.2, -42.6, 0.0, -42.0, None, None, -41.2, None, None, 90.0, None,2021-12-03 14:00:00, None, None, None, None,49
None, None, 90.1, None, None, None, 4.013, 6.727, None, 141.0, -42.0, None, -41.4, -42.6, 0.0, -42.0, None, None, -41.1, None, None, 90.0, None,2021-12-03 15:00:00, None, None, None, None,49
None, None, 88.8, None, None, None, 3.564, 7.57, None, 139.7, -43.0, None, -42.2, -42.6, 0.0, -43.0, None, None, -41.1, None, None, 89.0, None,2021-12-03 16:00:00, None, None, None, None,49
None, None, 88.5, None, None, None, 2.539, 10.34, None, 135.6, -44.0, None, -42.5, -42.6, 0.0, -44.0, None, None, -41.1, None, None, 89.0, None,2021-12-03 17:00:00, None, None, None, None,49
None, None, 88.3, None, None, None, 2.137, 9.6, None, 133.2, -44.0, None, -42.7, -42.7, 0.0, -44.0, None, None, -41.1, None, None, 88.0, None,2021-12-03 18:00:00, None, None, None, None,49
