wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
248.0, 53.0, 4.6, 0.0, 6.9, 1.9, 16.5, 13.6, 260.0, 0.0, 0.0, 76.0,2021-07-02 00:00:00, 193.0,27
254.0, 62.0, 3.7, 0.0, 9.1, 3.0, 16.4, 12.8, 266.0, 0.0, 0.0, 78.0,2021-07-02 01:00:00, 193.0,27
269.0, 76.0, 1.9, 0.0, 9.5, 2.7, 13.6, 11.7, 248.0, 0.0, 0.0, 82.0,2021-07-02 02:00:00, 193.0,27
345.0, 78.0, 3.0, 0.0, 9.1, 1.7, 12.8, 11.1, 254.0, 0.0, 0.0, 86.0,2021-07-02 03:00:00, 193.0,27
268.0, 82.0, 2.7, 0.0, 8.7, 1.9, 11.7, 10.4, 269.0, 0.0, 0.0, 91.0,2021-07-02 04:00:00, 193.0,27
83.0, 86.0, 1.7, 0.0, 8.8, 1.6, 11.1, 10.0, 345.0, 0.0, 0.0, 95.0,2021-07-02 05:00:00, 193.0,27
263.0, 91.0, 1.9, 0.0, 9.0, 1.8, 10.4, 9.8, 268.0, 0.0, 0.0, 96.0,2021-07-02 06:00:00, 193.0,27
88.0, 95.0, 1.6, 0.0, 9.2, 3.2, 10.0, 14.5, 83.0, 0.0, 0.0, 74.0,2021-07-02 07:00:00, 193.0,27
98.0, 96.0, 1.8, 0.0, 9.2, 5.1, 9.8, 20.5, 263.0, 0.0, 0.0, 54.0,2021-07-02 08:00:00, 193.0,27
95.0, 74.0, 3.2, 0.0, 9.9, 4.8, 14.5, 23.3, 88.0, 0.0, 0.0, 39.0,2021-07-02 09:00:00, 193.0,27
131.0, 54.0, 5.1, 0.0, 10.9, 4.8, 20.5, 25.5, 98.0, 0.0, 0.0, 34.0,2021-07-02 10:00:00, 193.0,27
95.0, None, None, 0.0, None, 6.9, None, 27.3, None, None, None, 27.0,2021-07-02 11:00:00, None,27
59.0, None, None, 0.0, None, 7.4, None, 28.8, None, None, None, 26.0,2021-07-02 12:00:00, None,27
116.0, None, None, 0.0, None, 9.4, None, 29.0, None, None, None, 24.0,2021-07-02 13:00:00, None,27
83.0, 26.0, 7.4, 0.0, 7.4, 7.8, 28.8, 29.3, 59.0, 0.0, None, 24.0,2021-07-02 14:00:00, 193.0,27
26.0, 24.0, 9.4, 0.0, 6.4, 6.8, 29.0, 29.4, 116.0, 0.0, None, 25.0,2021-07-02 15:00:00, 193.0,27
246.0, 24.0, 7.8, 0.0, 6.7, 4.2, 29.3, 24.2, 83.0, 0.0, None, 41.0,2021-07-02 16:00:00, 193.0,27
268.0, 25.0, 6.8, 0.0, 7.3, 4.2, 29.4, 23.0, 26.0, 0.0, None, 36.0,2021-07-02 17:00:00, 193.0,27
263.0, None, None, 0.0, None, 3.1, None, 21.1, None, None, None, 51.0,2021-07-02 18:00:00, None,27
246.0, 36.0, 4.2, 0.0, 7.1, 3.7, 23.0, 19.8, 268.0, 0.0, 0.0, 55.0,2021-07-02 19:00:00, 193.0,27
240.0, 51.0, 3.1, 0.0, 10.6, 3.4, 21.1, 19.4, 263.0, 0.0, 0.0, 54.0,2021-07-02 20:00:00, 193.0,27
260.0, 55.0, 3.7, 0.0, 10.5, 3.3, 19.8, 17.8, 246.0, 0.0, 0.0, 59.0,2021-07-02 21:00:00, 193.0,27
268.0, 54.0, 3.4, 0.0, 9.9, 2.4, 19.4, 17.0, 240.0, 0.0, 0.0, 65.0,2021-07-02 22:00:00, 193.0,27
331.0, 59.0, 3.3, 0.0, 9.7, 2.5, 17.8, 15.8, 260.0, 0.0, 0.0, 73.0,2021-07-02 23:00:00, 193.0,27
243.0, None, None, 0.0, None, 1.9, None, 14.7, None, None, None, 79.0,2021-07-03 00:00:00, None,27
263.0, 73.0, 2.5, 0.0, 11.0, 1.7, 15.8, 13.5, 331.0, 0.0, None, 85.0,2021-07-03 01:00:00, 193.0,27
263.0, 79.0, 1.9, 0.0, 11.1, 1.6, 14.7, 13.0, 243.0, 0.0, None, 87.0,2021-07-03 02:00:00, 193.0,27
76.0, 85.0, 1.7, 0.0, 11.0, 1.6, 13.5, 12.3, 263.0, 0.0, None, 89.0,2021-07-03 03:00:00, 193.0,27
271.0, 87.0, 1.6, 0.0, 10.9, 1.8, 13.0, 11.8, 263.0, 0.0, None, 92.0,2021-07-03 04:00:00, 193.0,27
278.0, 89.0, 1.6, 0.0, 10.5, 0.0, 12.3, 11.3, 76.0, 0.0, None, 95.0,2021-07-03 05:00:00, 193.0,27
296.0, 92.0, 1.8, 0.0, 10.5, 1.6, 11.8, 11.3, 271.0, 0.0, None, 96.0,2021-07-03 06:00:00, 193.0,27
111.0, 95.0, 0.0, 0.0, 10.5, 3.4, 11.3, 16.1, 278.0, 0.0, 0.0, 73.0,2021-07-03 07:00:00, 193.0,27
102.0, 96.0, 1.6, 0.0, 10.7, 6.0, 11.3, 20.7, 296.0, 0.0, 0.0, 58.0,2021-07-03 08:00:00, 193.0,27
44.0, None, None, 0.0, None, 5.4, None, 23.6, None, None, None, 42.0,2021-07-03 09:00:00, None,27
58.0, 58.0, 6.0, 0.0, 12.1, 6.2, 20.7, 25.7, 102.0, 0.0, None, 35.0,2021-07-03 10:00:00, 193.0,27
60.0, 42.0, 5.4, 0.0, 9.9, 6.5, 23.6, 27.6, 44.0, 0.0, None, 32.0,2021-07-03 11:00:00, 193.0,27
105.0, 35.0, 6.2, 0.0, 9.1, 7.2, 25.7, 28.7, 58.0, 0.0, 0.0, 27.0,2021-07-03 12:00:00, 193.0,27
54.0, None, None, 0.0, None, 6.4, None, 30.7, None, None, None, 23.0,2021-07-03 13:00:00, None,27
79.0, 27.0, 7.2, 0.0, 7.9, 6.0, 28.7, 30.7, 105.0, 0.0, None, 24.0,2021-07-03 14:00:00, 193.0,27
52.0, 23.0, 6.4, 0.0, 7.2, 7.5, 30.7, 30.2, 54.0, 0.0, 0.0, 26.0,2021-07-03 15:00:00, 193.0,27
269.0, 24.0, 6.0, 0.0, 7.8, 5.2, 30.7, 25.2, 79.0, 0.0, 0.0, 36.0,2021-07-03 16:00:00, 193.0,27
286.0, None, None, 0.0, None, 5.6, None, 25.4, None, None, None, 39.0,2021-07-03 17:00:00, None,27
356.0, 36.0, 5.2, 0.0, 9.1, 5.4, 25.2, 24.8, 269.0, 0.0, None, 37.0,2021-07-03 18:00:00, 193.0,27
64.0, 39.0, 5.6, 0.0, 10.4, 3.7, 25.4, 22.9, 286.0, 0.0, None, 44.0,2021-07-03 19:00:00, 193.0,27
241.0, 37.0, 5.4, 0.0, 9.1, 3.1, 24.8, 21.2, 356.0, 0.0, None, 50.0,2021-07-03 20:00:00, 193.0,27
