station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
5.4, 5.4, 0.0, 2017-10-10 00:00:00, None
4.4, 4.4, 0.0, 2017-10-11 00:00:00, 0.0
4.8, 4.8, 0.0, 2017-10-12 00:00:00, 0.0
15.4, 15.4, 0.0, 2017-10-16 00:00:00, 0.0
40.0, 40.0, 0.0, 2017-10-18 00:00:00, 0.0
9.4, 9.4, 0.0, 2017-10-19 00:00:00, 0.0
6.2, 6.2, 0.0, 2017-10-20 00:00:00, 0.0
23.6, 23.6, 0.0, 2017-10-21 00:00:00, 0.0
2.2, 2.2, 0.0, 2017-10-22 00:00:00, 0.0
30.0, 28.0, 2.0, 2017-11-02 00:00:00, 0.0
0.2, 0.2, 0.0, 2017-11-04 00:00:00, None
5.2, 5.2, 0.0, 2017-11-09 00:00:00, 0.0
19.8, 19.8, 0.0, 2017-11-11 00:00:00, None
24.6, 24.6, 0.0, 2017-11-12 00:00:00, 0.0
13.0, 13.0, 0.0, 2017-11-13 00:00:00, 0.0
21.4, 21.4, 0.0, 2017-11-14 00:00:00, 0.0
47.6, 47.6, 0.0, 2017-11-19 00:00:00, 0.0
4.4, 4.4, 0.0, 2017-11-20 00:00:00, 0.0
28.2, 28.2, 0.0, 2017-11-21 00:00:00, 0.0
9.8, 9.8, 0.0, 2017-11-22 00:00:00, 0.0
7.0, 7.0, 0.0, 2017-11-24 00:00:00, 0.0
15.6, 15.6, 0.0, 2017-11-25 00:00:00, 0.0
9.2, 9.2, 0.0, 2017-11-29 00:00:00, None
14.4, 14.4, 0.0, 2017-11-30 00:00:00, 0.0
11.8, 11.8, 0.0, 2017-12-01 00:00:00, 0.0
8.2, 8.2, 0.0, 2017-12-02 00:00:00, 0.0
16.2, 16.2, 0.0, 2017-12-18 00:00:00, 0.0
13.4, 6.4, 7.0, 2017-12-19 00:00:00, 0.0
17.0, 14.0, 3.0, 2017-12-27 00:00:00, 6.0
22.4, 19.4, 3.0, 2017-12-29 00:00:00, 6.0
