ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
5.4, 5.4, 12.5, 0.0,2019-09-17,0.0, 15.0,38
9.6, 9.6, 10.5, 0.0,2019-09-22,0.0, 17.0,38
5.0, 5.0, 11.5, 0.0,2019-09-23,0.0, 13.0,38
