TempC,SolarRadiationWm,RH,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
-2.654,0.6,71.5,6.43, 813.75, 0.0,13.64,2017-10-15 00:00:00, 227.4,-7.1,42
-2.596,0.6,75.2,6.04, 813.05, 0.0,10.13,2017-10-15 01:00:00, 216.2,-6.4,42
-2.654,0.6,81.6,5.85, 812.05, 0.0,9.36,2017-10-15 02:00:00, 216.2,-5.4,42
-0.93,0.6,85.5,7.6, 810.65, 0.0,13.45,2017-10-15 03:00:00, 221.8,-3.1,42
-0.255,0.6,86.1,8.58, 809.15, 0.0,19.29,2017-10-15 04:00:00, 231.6,-2.3,42
0.163,0.6,86.1,9.74, 808.15, 0.0,20.85,2017-10-15 05:00:00, 228.8,-1.9,42
0.715,0.6,88.4,9.55, 807.55, 0.0,19.1,2017-10-15 06:00:00, 226.0,-1.0,42
1.262,8.1,84.9,12.47, 806.45, 0.0,23.39,2017-10-15 07:00:00, 228.8,-1.0,42
1.507,190.6,82.5,9.74, 806.85, 0.0,17.54,2017-10-15 08:00:00, 227.4,-1.1,42
1.805,180.6,80.8,10.72, 806.45, 0.0,22.02,2017-10-15 09:00:00, 227.4,-1.1,42
2.021,258.1,79.5,7.6, 806.25, 0.0,23.97,2017-10-15 10:00:00, 228.8,-1.1,42
2.289,585.6,79.2,6.24, 806.35, 0.0,23.97,2017-10-15 11:00:00, 248.5,-0.9,42
2.477,336.9,77.7,6.43, 806.45, 0.0,18.71,2017-10-15 12:00:00, 287.8,-1.0,42
2.744,433.1,77.1,5.46, 806.65, 0.2,14.62,2017-10-15 13:00:00, 36.5,-0.9,42
2.61,329.4,74.1,4.87, 806.65, 0.0,12.47,2017-10-15 14:00:00, 47.7,-1.5,42
1.289,159.4,79.0,5.85, 806.05, 0.0,19.29,2017-10-15 15:00:00, 244.3,-1.9,42
1.126,153.1,85.7,6.63, 805.95, 0.0,19.49,2017-10-15 16:00:00, 234.5,-1.0,42
-1.128,4.4,83.7,3.31, 807.15, 0.0,12.67,2017-10-15 17:00:00, 54.8,-3.5,42
-0.535,0.6,87.4,3.51, 807.25, 0.0,11.11,2017-10-15 18:00:00, 35.1,-2.4,42
-0.283,0.6,69.1,4.87, 807.15, 0.0,13.06,2017-10-15 19:00:00, 15.4,-5.3,42
-0.535,0.6,62.6,4.68, 806.95, 0.0,12.67,2017-10-15 20:00:00, 28.1,-6.8,42
-0.704,0.6,62.4,5.26, 806.35, 0.0,14.23,2017-10-15 21:00:00, 44.9,-7.0,42
-1.015,0.6,62.3,6.04, 805.75, 0.0,15.98,2017-10-15 22:00:00, 53.3,-7.3,42
-1.015,0.6,64.0,5.85, 806.25, 0.0,15.4,2017-10-15 23:00:00, 39.3,-7.0,42
-1.015,0.6,63.7,4.87, 807.05, 0.0,14.42,2017-10-16 00:00:00, 50.5,-7.0,42
-1.242,0.6,63.8,5.46, 807.75, 0.0,13.64,2017-10-16 01:00:00, 37.9,-7.2,42
-1.213,0.6,64.2,4.29, 808.95, 0.0,11.69,2017-10-16 02:00:00, 44.9,-7.1,42
-1.527,0.6,62.9,3.12, 810.05, 0.0,8.97,2017-10-16 03:00:00, 35.1,-7.7,42
-2.276,0.6,66.7,2.92, 809.85, 0.0,10.33,2017-10-16 04:00:00, 44.9,-7.6,42
-2.771,0.6,78.9,3.12, 809.95, 0.0,9.74,2017-10-16 05:00:00, 22.5,-5.9,42
-2.596,0.6,81.8,1.95, 810.15, 0.0,6.82,2017-10-16 06:00:00, 37.9,-5.3,42
-2.683,10.6,76.6,1.56, 809.85, 0.0,5.85,2017-10-16 07:00:00, 325.7,-6.2,42
-2.218,90.6,73.3,2.14, 809.55, 0.0,5.26,2017-10-16 08:00:00, 217.6,-6.3,42
-2.16,111.9,72.7,3.9, 808.95, 0.0,7.21,2017-10-16 09:00:00, 212.0,-6.4,42
-1.9,169.4,74.0,3.12, 808.55, 0.0,5.46,2017-10-16 10:00:00, 174.1,-5.9,42
-2.247,138.1,75.9,4.09, 808.25, 0.0,7.21,2017-10-16 11:00:00, 195.1,-5.9,42
-2.015,131.9,80.7,6.24, 807.55, 0.0,10.52,2017-10-16 12:00:00, 221.8,-4.9,42
-1.986,140.6,80.4,3.9, 807.15, 0.0,8.77,2017-10-16 13:00:00, 214.8,-4.9,42
-2.392,114.4,83.0,3.7, 806.25, 0.0,5.85,2017-10-16 14:00:00, 136.2,-4.9,42
-2.859,96.9,86.6,4.29, 805.95, 0.0,7.21,2017-10-16 15:00:00, 146.0,-4.8,42
-3.035,84.4,92.7,4.87, 805.45, 0.0,7.8,2017-10-16 16:00:00, 160.0,-4.1,42
-3.124,3.1,94.0,4.87, 804.65, 0.0,8.58,2017-10-16 17:00:00, 185.3,-4.0,42
-3.183,0.6,93.0,7.02, 803.85, 0.0,9.94,2017-10-16 18:00:00, 206.4,-4.2,42
-3.271,0.6,94.3,5.65, 802.95, 0.0,11.11,2017-10-16 19:00:00, 228.8,-4.1,42
-2.363,0.6,90.2,3.7, 802.45, 0.0,10.72,2017-10-16 20:00:00, 39.3,-3.8,42
-2.363,0.6,82.8,6.24, 801.95, 0.0,16.76,2017-10-16 21:00:00, 245.7,-4.9,42
-2.537,0.6,79.7,3.31, 802.25, 0.0,9.55,2017-10-16 22:00:00, 71.6,-5.6,42
-2.712,0.6,79.4,4.09, 802.15, 0.0,14.03,2017-10-16 23:00:00, 327.1,-5.8,42
-2.712,0.6,77.9,4.09, 801.05, 0.0,12.47,2017-10-17 00:00:00, 44.9,-6.0,42
-2.742,0.6,73.5,6.82, 800.55, 0.0,15.79,2017-10-17 01:00:00, 247.1,-6.8,42
-3.006,0.6,71.4,4.68, 800.85, 0.0,17.93,2017-10-17 02:00:00, 254.1,-7.5,42
-2.976,0.6,69.7,4.09, 801.55, 0.0,9.55,2017-10-17 03:00:00, 262.5,-7.7,42
-2.976,0.6,68.4,2.73, 801.45, 0.0,8.97,2017-10-17 04:00:00, 286.4,-8.0,42
-3.39,0.6,69.8,5.85, 801.15, 0.0,10.33,2017-10-17 05:00:00, 272.4,-8.1,42
-4.712,0.6,73.1,4.29, 800.95, 0.0,8.19,2017-10-17 06:00:00, 300.4,-8.8,42
-4.712,5.6,83.5,5.26, 801.15, 0.0,7.41,2017-10-17 07:00:00, 327.1,-7.1,42
-4.408,84.4,86.7,5.07, 801.25, 0.0,7.21,2017-10-17 08:00:00, 304.7,-6.3,42
-4.287,111.9,84.7,4.29, 801.55, 0.0,7.21,2017-10-17 09:00:00, 292.0,-6.5,42
-3.807,154.4,82.6,2.53, 801.95, 0.0,5.65,2017-10-17 10:00:00, 261.1,-6.3,42
-3.301,226.9,85.0,1.95, 802.35, 0.0,6.24,2017-10-17 11:00:00, 237.3,-5.5,42
-2.044,493.1,80.3,1.56, 802.85, 0.0,6.82,2017-10-17 12:00:00, 30.9,-5.0,42
-2.479,429.4,65.8,2.92, 803.05, 0.0,8.97,2017-10-17 13:00:00, 61.8,-8.0,42
-2.16,465.6,58.4,3.9, 803.55, 0.0,10.72,2017-10-17 14:00:00, 42.1,-9.2,42
-3.183,64.4,60.2,2.92, 804.95, 0.0,12.28,2017-10-17 15:00:00, 67.4,-9.8,42
-4.046,111.9,62.6,4.29, 805.55, 0.0,12.28,2017-10-17 16:00:00, 43.5,-10.1,42
-4.804,4.4,68.6,3.7, 806.55, 0.0,11.5,2017-10-17 17:00:00, 99.7,-9.7,42
-5.172,0.6,72.7,3.31, 807.05, 0.0,11.11,2017-10-17 18:00:00, 119.3,-9.3,42
-5.049,0.6,69.9,4.48, 807.25, 0.0,15.01,2017-10-17 19:00:00, 248.5,-9.7,42
-5.202,0.6,65.9,6.63, 807.35, 0.0,15.01,2017-10-17 20:00:00, 248.5,-10.6,42
-5.418,0.6,64.8,4.48, 807.35, 0.0,16.96,2017-10-17 21:00:00, 28.1,-11.0,42
-5.574,0.6,63.2,3.31, 807.35, 0.0,12.47,2017-10-17 22:00:00, 227.4,-11.5,42
-6.136,0.6,64.0,3.9, 808.25, 0.0,13.06,2017-10-17 23:00:00, 275.2,-11.8,42
-6.105,0.6,64.6,2.92, 808.45, 0.0,11.3,2017-10-18 00:00:00, 36.5,-11.7,42
-5.854,0.6,65.7,4.09, 808.45, 0.0,12.47,2017-10-18 01:00:00, 248.5,-11.2,42
-5.916,0.6,67.3,7.41, 807.95, 0.0,13.25,2017-10-18 02:00:00, 237.3,-11.0,42
-6.01,0.6,70.0,6.63, 807.65, 0.0,11.69,2017-10-18 03:00:00, 234.5,-10.6,42
-6.452,0.6,69.8,5.46, 807.35, 0.0,10.13,2017-10-18 04:00:00, 230.2,-11.1,42
-6.452,0.6,71.0,3.51, 807.05, 0.0,5.65,2017-10-18 05:00:00, 216.2,-10.8,42
-6.898,0.6,73.0,3.12, 806.05, 0.0,6.43,2017-10-18 06:00:00, 221.8,-10.9,42
-6.77,3.1,75.9,4.09, 805.05, 0.0,6.04,2017-10-18 07:00:00, 206.4,-10.3,42
-6.93,60.6,80.8,6.24, 804.15, 0.0,8.97,2017-10-18 08:00:00, 160.0,-9.7,42
-7.316,148.1,86.2,7.41, 802.95, 0.0,12.08,2017-10-18 09:00:00, 140.4,-9.2,42
-7.058,138.1,91.4,8.19, 801.95, 0.0,12.08,2017-10-18 10:00:00, 140.4,-8.2,42
-6.77,176.9,93.2,7.41, 801.15, 0.0,11.3,2017-10-18 11:00:00, 144.6,-7.7,42
-6.262,95.6,92.7,5.85, 800.15, 0.0,10.91,2017-10-18 12:00:00, 140.4,-7.3,42
-6.042,74.4,92.7,5.85, 798.85, 0.0,9.94,2017-10-18 13:00:00, 123.5,-7.0,42
-6.042,81.9,92.6,6.04, 797.45, 0.0,9.55,2017-10-18 14:00:00, 115.1,-7.1,42
-5.979,51.9,92.6,7.02, 796.45, 0.0,10.91,2017-10-18 15:00:00, 124.9,-7.0,42
-5.979,31.9,92.7,6.82, 795.55, 0.0,10.91,2017-10-18 16:00:00, 126.4,-7.0,42
-6.042,0.6,92.7,6.43, 794.55, 0.0,9.94,2017-10-18 17:00:00, 134.8,-7.0,42
-6.01,0.6,92.9,5.26, 794.15, 0.0,10.13,2017-10-18 18:00:00, 137.6,-7.0,42
-5.979,0.6,92.9,3.7, 793.75, 0.0,6.04,2017-10-18 19:00:00, 162.9,-7.0,42
-5.948,0.6,92.9,2.53, 793.35, 0.0,3.9,2017-10-18 20:00:00, 176.9,-6.9,42
-5.636,0.6,93.1,2.73, 793.15, 0.0,4.68,2017-10-18 21:00:00, 207.8,-6.6,42
