pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,4.162,48.96, None, None, 16.97, 4.78, 94.1, None, None, None, None, None, None,-6.0,924.0, None, None, None,2019-03-19 00:00:00, None, 47.44, None,12
None,1.819,54.4, None, None, 17.48, 5.922, 127.0, None, None, None, None, None, None,-6.0,923.0, None, None, None,2019-03-19 01:00:00, None, 47.49, None,12
None,1.633,56.17, None, None, 23.18, 5.563, 122.4, None, None, None, None, None, None,-6.0,923.0, None, None, None,2019-03-19 02:00:00, None, 47.51, None,12
None,0.57,57.31, None, None, 19.53, 6.111, 127.9, None, None, None, None, None, None,-7.0,924.0, None, None, None,2019-03-19 03:00:00, None, 47.63, None,12
None,-0.396,63.78, None, None, 18.87, 6.279, 121.2, None, None, None, None, None, None,-6.0,924.0, None, None, None,2019-03-19 04:00:00, None, 47.59, None,12
None,-0.07,55.77, None, None, 22.12, 6.221, 128.7, None, None, None, None, None, None,-7.0,924.0, None, None, None,2019-03-19 05:00:00, None, 47.38, None,12
None,-0.885,58.41, None, None, 19.37, 6.553, 136.1, None, None, None, None, None, None,-7.0,923.0, None, None, None,2019-03-19 06:00:00, None, 47.57, None,12
None,-0.19,53.48, None, None, 23.08, 7.028, 125.5, None, None, None, None, None, None,-8.0,923.0, None, None, None,2019-03-19 07:00:00, None, 47.43, None,12
None,-1.092,61.77, None, None, 22.31, 7.296, 128.5, None, None, None, None, None, None,-7.0,923.0, None, None, None,2019-03-19 08:00:00, None, 47.69, None,12
None,-0.456,57.16, None, None, 14.57, 5.954, 111.7, None, None, None, None, None, None,-7.0,923.0, None, None, None,2019-03-19 09:00:00, None, 47.43, None,12
None,3.322,42.24, None, None, 19.52, 7.023, 124.5, None, None, None, None, None, None,-8.0,923.0, None, None, None,2019-03-19 10:00:00, None, 48.03, None,12
