RelativeHumidity,AirTemperature,time,Rain,week_of_year
99.0,3.0,2020-02-26 00:00:00,0.0,9
98.0,3.1,2020-02-26 00:15:00,0.0,9
98.0,2.9,2020-02-26 00:30:00,0.0,9
98.0,2.3,2020-02-26 00:45:00,0.0,9
98.0,1.8,2020-02-26 01:00:00,0.0,9
99.0,2.5,2020-02-26 01:15:00,0.0,9
99.0,2.7,2020-02-26 01:30:00,0.0,9
99.0,3.1,2020-02-26 01:45:00,0.0,9
99.0,3.1,2020-02-26 02:00:00,0.0,9
98.0,2.7,2020-02-26 02:15:00,0.0,9
99.0,2.9,2020-02-26 02:30:00,0.0,9
99.0,2.9,2020-02-26 02:45:00,0.0,9
99.0,3.0,2020-02-26 03:00:00,0.0,9
99.0,2.9,2020-02-26 03:15:00,0.0,9
99.0,2.7,2020-02-26 03:30:00,0.0,9
99.0,2.6,2020-02-26 03:45:00,0.0,9
99.0,2.4,2020-02-26 04:00:00,0.0,9
99.0,2.2,2020-02-26 04:15:00,0.0,9
99.0,2.1,2020-02-26 04:30:00,0.0,9
99.0,2.2,2020-02-26 04:45:00,0.0,9
99.0,2.3,2020-02-26 05:00:00,0.0,9
100.0,2.6,2020-02-26 05:15:00,0.0,9
100.0,2.6,2020-02-26 05:30:00,0.0,9
100.0,2.8,2020-02-26 05:45:00,0.0,9
100.0,2.9,2020-02-26 06:00:00,0.0,9
100.0,2.9,2020-02-26 06:15:00,0.0,9
100.0,2.9,2020-02-26 06:30:00,0.0,9
100.0,2.9,2020-02-26 06:45:00,0.0,9
100.0,2.8,2020-02-26 07:00:00,0.0,9
100.0,2.8,2020-02-26 07:15:00,0.0,9
100.0,3.0,2020-02-26 07:30:00,0.0,9
100.0,3.1,2020-02-26 07:45:00,0.0,9
100.0,3.3,2020-02-26 08:00:00,0.0,9
100.0,3.6,2020-02-26 08:15:00,0.0,9
100.0,3.6,2020-02-26 08:30:00,0.0,9
100.0,4.0,2020-02-26 08:45:00,0.0,9
100.0,4.1,2020-02-26 09:00:00,0.0,9
100.0,4.3,2020-02-26 09:15:00,0.0,9
100.0,4.4,2020-02-26 09:30:00,0.0,9
100.0,4.3,2020-02-26 09:45:00,0.0,9
100.0,4.4,2020-02-26 10:00:00,0.0,9
100.0,4.7,2020-02-26 10:15:00,0.0,9
99.0,5.2,2020-02-26 10:30:00,0.0,9
99.0,5.7,2020-02-26 10:45:00,0.0,9
96.0,6.5,2020-02-26 11:00:00,0.0,9
94.0,6.0,2020-02-26 11:15:00,0.0,9
90.0,6.4,2020-02-26 11:30:00,0.0,9
91.0,6.3,2020-02-26 11:45:00,0.0,9
91.0,6.0,2020-02-26 12:00:00,0.0,9
91.0,6.3,2020-02-26 12:15:00,0.0,9
81.0,7.9,2020-02-26 12:30:00,0.0,9
76.0,9.2,2020-02-26 12:45:00,0.0,9
77.0,10.4,2020-02-26 13:00:00,0.0,9
78.0,9.0,2020-02-26 13:15:00,0.0,9
76.0,9.0,2020-02-26 13:30:00,0.0,9
76.0,8.7,2020-02-26 13:45:00,0.0,9
75.0,8.6,2020-02-26 14:00:00,0.0,9
73.0,7.6,2020-02-26 14:15:00,0.0,9
72.0,8.7,2020-02-26 14:30:00,0.0,9
72.0,9.2,2020-02-26 14:45:00,0.0,9
66.0,9.6,2020-02-26 15:00:00,0.0,9
64.0,9.8,2020-02-26 15:15:00,0.0,9
63.0,10.3,2020-02-26 15:30:00,0.0,9
62.0,10.5,2020-02-26 15:45:00,0.0,9
65.0,10.0,2020-02-26 16:00:00,0.0,9
60.0,9.8,2020-02-26 16:15:00,0.0,9
69.0,8.5,2020-02-26 16:30:00,0.0,9
68.0,9.0,2020-02-26 16:45:00,0.0,9
67.0,9.5,2020-02-26 17:00:00,0.0,9
78.0,8.7,2020-02-26 17:15:00,0.0,9
84.0,7.8,2020-02-26 17:30:00,0.0,9
85.0,7.1,2020-02-26 17:45:00,0.0,9
88.0,6.9,2020-02-26 18:00:00,0.0,9
90.0,6.2,2020-02-26 18:15:00,0.0,9
92.0,5.9,2020-02-26 18:30:00,0.0,9
95.0,5.4,2020-02-26 18:45:00,0.0,9
96.0,5.0,2020-02-26 19:00:00,0.0,9
96.0,5.0,2020-02-26 19:15:00,0.0,9
97.0,4.8,2020-02-26 19:30:00,0.0,9
96.0,4.8,2020-02-26 19:45:00,0.0,9
93.0,5.1,2020-02-26 20:00:00,0.0,9
93.0,5.2,2020-02-26 20:15:00,0.0,9
95.0,5.2,2020-02-26 20:30:00,0.0,9
96.0,5.2,2020-02-26 20:45:00,0.0,9
97.0,5.1,2020-02-26 21:00:00,0.0,9
95.0,5.0,2020-02-26 21:15:00,0.0,9
91.0,5.1,2020-02-26 21:30:00,0.0,9
91.0,5.1,2020-02-26 21:45:00,0.0,9
89.0,5.2,2020-02-26 22:00:00,0.0,9
86.0,5.3,2020-02-26 22:15:00,0.0,9
82.0,5.4,2020-02-26 22:30:00,0.0,9
77.0,5.5,2020-02-26 22:45:00,0.0,9
73.0,5.6,2020-02-26 23:00:00,0.0,9
72.0,5.7,2020-02-26 23:15:00,0.0,9
70.0,5.9,2020-02-26 23:30:00,0.0,9
74.0,5.8,2020-02-26 23:45:00,0.0,9
75.0,5.7,2020-02-27 00:00:00,0.0,9
77.0,5.7,2020-02-27 00:15:00,0.0,9
76.0,5.8,2020-02-27 00:30:00,0.0,9
73.0,6.0,2020-02-27 00:45:00,0.0,9
72.0,5.9,2020-02-27 01:00:00,0.0,9
70.0,6.0,2020-02-27 01:15:00,0.0,9
72.0,6.0,2020-02-27 01:30:00,0.0,9
72.0,5.8,2020-02-27 01:45:00,0.0,9
72.0,5.4,2020-02-27 02:00:00,0.0,9
73.0,5.4,2020-02-27 02:15:00,0.0,9
84.0,4.9,2020-02-27 02:30:00,0.0,9
85.0,4.6,2020-02-27 02:45:00,0.0,9
83.0,4.6,2020-02-27 03:00:00,0.0,9
82.0,4.4,2020-02-27 03:15:00,0.0,9
80.0,4.5,2020-02-27 03:30:00,0.0,9
84.0,4.5,2020-02-27 03:45:00,0.0,9
89.0,4.2,2020-02-27 04:00:00,0.0,9
91.0,4.1,2020-02-27 04:15:00,0.0,9
94.0,4.1,2020-02-27 04:30:00,0.0,9
96.0,4.1,2020-02-27 04:45:00,0.0,9
95.0,4.1,2020-02-27 05:00:00,0.0,9
95.0,4.2,2020-02-27 05:15:00,0.0,9
93.0,4.4,2020-02-27 05:30:00,0.0,9
92.0,4.5,2020-02-27 05:45:00,0.0,9
91.0,4.6,2020-02-27 06:00:00,0.0,9
91.0,4.7,2020-02-27 06:15:00,0.0,9
92.0,4.6,2020-02-27 06:30:00,0.0,9
92.0,4.6,2020-02-27 06:45:00,0.0,9
92.0,4.6,2020-02-27 07:00:00,0.0,9
92.0,4.7,2020-02-27 07:15:00,0.0,9
92.0,4.8,2020-02-27 07:30:00,0.0,9
91.0,5.0,2020-02-27 07:45:00,0.0,9
91.0,5.1,2020-02-27 08:00:00,0.0,9
90.0,5.3,2020-02-27 08:15:00,0.0,9
90.0,5.5,2020-02-27 08:30:00,0.0,9
91.0,5.5,2020-02-27 08:45:00,0.0,9
91.0,5.6,2020-02-27 09:00:00,0.0,9
90.0,5.7,2020-02-27 09:15:00,0.0,9
90.0,5.8,2020-02-27 09:30:00,0.0,9
89.0,6.0,2020-02-27 09:45:00,0.0,9
91.0,6.0,2020-02-27 10:00:00,0.0,9
91.0,6.2,2020-02-27 10:15:00,0.0,9
90.0,6.3,2020-02-27 10:30:00,0.0,9
89.0,6.4,2020-02-27 10:45:00,0.0,9
91.0,6.3,2020-02-27 11:00:00,0.0,9
90.0,6.4,2020-02-27 11:15:00,0.0,9
87.0,6.8,2020-02-27 11:30:00,0.0,9
87.0,7.0,2020-02-27 11:45:00,0.0,9
82.0,7.4,2020-02-27 12:00:00,0.0,9
81.0,8.2,2020-02-27 12:15:00,0.0,9
82.0,8.5,2020-02-27 12:30:00,0.0,9
85.0,8.6,2020-02-27 12:45:00,0.0,9
84.0,8.7,2020-02-27 13:00:00,0.0,9
83.0,8.9,2020-02-27 13:15:00,0.0,9
79.0,9.1,2020-02-27 13:30:00,0.0,9
75.0,9.9,2020-02-27 13:45:00,0.0,9
75.0,10.3,2020-02-27 14:00:00,0.0,9
72.0,10.2,2020-02-27 14:15:00,0.0,9
66.0,11.2,2020-02-27 14:30:00,0.0,9
67.0,11.8,2020-02-27 14:45:00,0.0,9
67.0,11.9,2020-02-27 15:00:00,0.0,9
73.0,11.4,2020-02-27 15:15:00,0.0,9
74.0,10.4,2020-02-27 15:30:00,0.0,9
78.0,9.3,2020-02-27 15:45:00,0.0,9
79.0,9.0,2020-02-27 16:00:00,0.0,9
80.0,9.0,2020-02-27 16:15:00,0.0,9
76.0,9.7,2020-02-27 16:30:00,0.0,9
80.0,9.0,2020-02-27 16:45:00,0.0,9
76.0,9.2,2020-02-27 17:00:00,0.0,9
74.0,9.7,2020-02-27 17:15:00,0.0,9
75.0,9.6,2020-02-27 17:30:00,0.0,9
79.0,8.3,2020-02-27 17:45:00,0.0,9
83.0,7.3,2020-02-27 18:00:00,0.0,9
91.0,6.5,2020-02-27 18:15:00,0.0,9
80.0,6.2,2020-02-27 18:30:00,0.0,9
81.0,5.9,2020-02-27 18:45:00,0.0,9
79.0,6.0,2020-02-27 19:00:00,0.0,9
79.0,6.2,2020-02-27 19:15:00,0.0,9
81.0,6.3,2020-02-27 19:30:00,0.0,9
84.0,5.9,2020-02-27 19:45:00,0.0,9
86.0,5.5,2020-02-27 20:00:00,0.0,9
87.0,5.3,2020-02-27 20:15:00,0.0,9
87.0,5.2,2020-02-27 20:30:00,0.0,9
88.0,5.2,2020-02-27 20:45:00,0.0,9
89.0,5.0,2020-02-27 21:00:00,0.0,9
89.0,4.8,2020-02-27 21:15:00,0.0,9
90.0,4.8,2020-02-27 21:30:00,0.0,9
90.0,4.8,2020-02-27 21:45:00,0.0,9
91.0,4.6,2020-02-27 22:00:00,0.0,9
92.0,4.6,2020-02-27 22:15:00,0.0,9
92.0,4.6,2020-02-27 22:30:00,0.0,9
92.0,4.7,2020-02-27 22:45:00,0.0,9
91.0,4.7,2020-02-27 23:00:00,0.0,9
88.0,4.9,2020-02-27 23:15:00,0.0,9
85.0,5.2,2020-02-27 23:30:00,0.0,9
82.0,5.6,2020-02-27 23:45:00,0.0,9
83.0,5.7,2020-02-28 00:00:00,0.0,9
84.0,5.6,2020-02-28 00:15:00,0.0,9
83.0,5.5,2020-02-28 00:30:00,0.0,9
84.0,5.4,2020-02-28 00:45:00,0.0,9
85.0,5.3,2020-02-28 01:00:00,0.0,9
85.0,5.2,2020-02-28 01:15:00,0.0,9
86.0,5.3,2020-02-28 01:30:00,0.0,9
87.0,5.2,2020-02-28 01:45:00,0.0,9
88.0,4.9,2020-02-28 02:00:00,0.0,9
86.0,5.2,2020-02-28 02:15:00,0.0,9
87.0,5.1,2020-02-28 02:30:00,0.0,9
87.0,5.0,2020-02-28 02:45:00,0.0,9
87.0,5.1,2020-02-28 03:00:00,0.0,9
87.0,5.0,2020-02-28 03:15:00,0.0,9
88.0,4.9,2020-02-28 03:30:00,0.0,9
88.0,4.7,2020-02-28 03:45:00,0.0,9
87.0,4.9,2020-02-28 04:00:00,0.0,9
86.0,5.1,2020-02-28 04:15:00,0.0,9
87.0,5.1,2020-02-28 04:30:00,0.0,9
86.0,5.1,2020-02-28 04:45:00,0.0,9
87.0,4.9,2020-02-28 05:00:00,0.0,9
89.0,4.5,2020-02-28 05:15:00,0.0,9
