station_observations
time, tasmin, tasmax, pcp
2017-01-01 00:00:00, -23.1, -6.5, 0.0
2017-01-02 00:00:00, -25.3, -9.2, 0.0
2017-01-03 00:00:00, -19.3, -8.8, 0.0
2017-01-04 00:00:00, -19.6, -8.0, 0.0
2017-01-05 00:00:00, -20.9, -12.8, 1.0
2017-01-06 00:00:00, -14.4, -7.9, 3.0
2017-01-07 00:00:00, -16.6, -10.2, 3.0
2017-01-08 00:00:00, -21.1, -17.0, 1.0
2017-01-09 00:00:00, -22.1, -11.7, 10.0
2017-01-10 00:00:00, -33.6, -17.6, 0.0
2017-01-11 00:00:00, -32.4, -16.9, 0.0
2017-01-12 00:00:00, -29.5, -15.2, 0.0
2017-01-13 00:00:00, -19.8, -7.8, 1.0
2017-01-14 00:00:00, -9.5, -3.4, 0.0
2017-01-15 00:00:00, -13.2, 2.2, 0.0
2017-01-16 00:00:00, -2.7, 6.0, 2.0
2017-01-17 00:00:00, 0.6, 4.4, 6.0
2017-01-18 00:00:00, 0.6, 6.4, 0.0
2017-01-19 00:00:00, -2.8, 3.5, 0.0
2017-01-20 00:00:00, -7.3, 4.7, 0.0
2017-01-21 00:00:00, -9.9, -2.3, 0.0
2017-01-22 00:00:00, -6.9, -4.9, 0.0
2017-01-23 00:00:00, -8.3, -1.2, 0.0
2017-01-24 00:00:00, -7.9, -0.3, 0.0
2017-01-25 00:00:00, -8.8, 0.3, 0.0
2017-01-26 00:00:00, -6.8, 3.4, 0.0
2017-01-27 00:00:00, -4.4, 4.5, 0.0
2017-01-28 00:00:00, 0.2, 6.6, 0.0
2017-01-29 00:00:00, -1.6, 2.6, 8.0
2017-01-30 00:00:00, -10.0, -0.9, 0.0
2017-01-31 00:00:00, -16.9, -5.9, 0.0
2017-02-01 00:00:00, -20.3, -5.7, 0.0
2017-02-02 00:00:00, -24.1, -9.4, 0.0
2017-02-03 00:00:00, -16.2, -9.8, 0.0
2017-02-04 00:00:00, -16.6, -10.0, 0.0
2017-02-05 00:00:00, -22.6, -10.6, 0.0
2017-02-06 00:00:00, -26.3, -12.6, 0.0
2017-02-07 00:00:00, -26.5, -12.1, 0.0
2017-02-08 00:00:00, -27.8, -11.0, 0.0
2017-02-09 00:00:00, -20.7, -11.7, 3.0
2017-02-10 00:00:00, -13.9, -4.7, 2.0
2017-02-11 00:00:00, -13.6, 1.3, 0.0
2017-02-12 00:00:00, -2.1, 5.6, 0.0
2017-02-13 00:00:00, -1.6, 12.4, 0.0
2017-02-14 00:00:00, -2.5, 11.5, 0.0
2017-02-15 00:00:00, 2.3, 10.0, 5.0
2017-02-16 00:00:00, -0.3, 5.1, 0.0
2017-02-17 00:00:00, -3.1, 1.8, 0.0
2017-02-18 00:00:00, -6.6, 0.9, 0.0
2017-02-19 00:00:00, -4.5, -0.4, 1.0
2017-02-20 00:00:00, -4.2, 0.8, 0.0
2017-02-21 00:00:00, -14.6, 1.4, 1.0
2017-02-22 00:00:00, -8.4, -1.6, 0.0
2017-02-23 00:00:00, -18.3, -2.4, 1.0
2017-02-24 00:00:00, -14.3, -1.8, 0.0
2017-02-25 00:00:00, -19.7, -1.5, 3.0
2017-02-26 00:00:00, -12.7, -2.7, 0.0
2017-02-27 00:00:00, -19.0, -3.2, 0.0
2017-02-28 00:00:00, -25.4, -2.7, 1.1
2017-03-01 00:00:00, -11.1, 0.6, 0.0
2017-03-02 00:00:00, -2.0, 6.0, 0.0
2017-03-03 00:00:00, -9.4, 0.5, 1.0
2017-03-04 00:00:00, -12.9, -6.3, 0.0
2017-03-05 00:00:00, -19.0, -2.2, 0.0
2017-03-06 00:00:00, -15.1, -3.0, 0.0
2017-03-07 00:00:00, -13.1, -5.6, 2.0
2017-03-08 00:00:00, -15.8, -9.0, 1.0
2017-03-09 00:00:00, -17.0, -11.2, 1.0
2017-03-10 00:00:00, -16.1, -6.8, 1.0
2017-03-11 00:00:00, -15.7, -11.6, 8.0
2017-03-12 00:00:00, -14.6, -5.0, 1.0
2017-03-13 00:00:00, -11.0, 10.0, 0.0
2017-03-14 00:00:00, -4.4, 10.5, 2.0
2017-03-15 00:00:00, -4.7, 4.8, 0.0
2017-03-16 00:00:00, -5.7, 4.1, 0.0
2017-03-17 00:00:00, -2.5, 6.3, 0.0
2017-03-18 00:00:00, -3.4, 2.3, 0.0
2017-03-19 00:00:00, -4.7, 4.4, 0.0
2017-03-20 00:00:00, -10.5, 4.8, 0.0
2017-03-21 00:00:00, -6.8, 5.3, 0.0
2017-03-22 00:00:00, -2.8, 9.6, 1.0
2017-03-23 00:00:00, -5.6, 4.9, 0.0
2017-03-24 00:00:00, -0.5, 8.6, 0.0
2017-03-25 00:00:00, -0.9, 4.8, 0.0
2017-03-26 00:00:00, -6.2, 5.5, 0.0
2017-03-27 00:00:00, -3.7, 9.3, 0.0
2017-03-28 00:00:00, -0.1, 7.6, 0.0
2017-03-29 00:00:00, -2.0, 6.2, 1.0
2017-03-30 00:00:00, 0.2, 6.9, 0.0
2017-03-31 00:00:00, 0.2, 8.4, 1.0
2017-04-01 00:00:00, 0.1, 6.2, 0.0
2017-04-02 00:00:00, -1.8, 6.3, 0.0
2017-04-03 00:00:00, -5.4, 9.4, 0.0
2017-04-04 00:00:00, -5.1, 6.9, 2.0
2017-04-05 00:00:00, 2.4, 10.0, 0.0
2017-04-06 00:00:00, -3.4, 11.2, 6.0
2017-04-07 00:00:00, -1.2, 4.8, 2.0
2017-04-08 00:00:00, -1.5, 6.8, 1.0
2017-04-09 00:00:00, -2.8, 10.5, 0.0
2017-04-10 00:00:00, -3.7, 9.1, 0.0
2017-04-11 00:00:00, 0.2, 9.6, 0.0
2017-04-12 00:00:00, -2.3, 9.5, 0.0
2017-04-13 00:00:00, -0.3, 7.6, 1.0
2017-04-14 00:00:00, -1.3, 4.8, 2.0
2017-04-15 00:00:00, -0.2, 7.7, 2.0
2017-04-16 00:00:00, -3.5, 8.9, 0.0
2017-04-17 00:00:00, 0.4, 4.3, 1.0
2017-04-18 00:00:00, -3.4, 4.4, 3.0
2017-04-19 00:00:00, -1.5, 10.1, 0.0
2017-04-20 00:00:00, -1.9, 10.6, 2.0
2017-04-21 00:00:00, -2.5, 15.5, 0.0
2017-04-22 00:00:00, -0.2, 11.7, 0.0
2017-04-23 00:00:00, -1.3, 4.1, 3.0
2017-04-24 00:00:00, -0.6, 9.4, 1.0
2017-04-25 00:00:00, -4.7, 12.4, 0.0
2017-04-26 00:00:00, 2.4, 12.7, 0.0
2017-04-27 00:00:00, -0.3, 8.7, 0.0
2017-04-28 00:00:00, -0.9, 8.3, 1.0
2017-04-29 00:00:00, -1.7, 5.2, 1.0
2017-04-30 00:00:00, 1.0, 8.8, 1.0
2017-05-01 00:00:00, 1.9, 7.9, 0.0
2017-05-02 00:00:00, -1.9, 14.7, 1.0
2017-05-03 00:00:00, 5.2, 16.0, 0.0
2017-05-04 00:00:00, 4.0, 17.2, 1.0
2017-05-05 00:00:00, 4.0, 12.3, 1.0
2017-05-06 00:00:00, 0.8, 8.2, 0.0
2017-05-07 00:00:00, 0.5, 10.2, 0.0
2017-05-08 00:00:00, 1.4, 11.9, 1.0
2017-05-09 00:00:00, 1.2, 11.9, 0.0
2017-05-10 00:00:00, -1.4, 13.7, 0.0
2017-05-11 00:00:00, 5.6, 13.7, 13.0
2017-05-12 00:00:00, 2.7, 5.6, 4.0
2017-05-13 00:00:00, 1.2, 8.4, 1.0
2017-05-14 00:00:00, 2.7, 8.9, 0.0
2017-05-15 00:00:00, 1.9, 8.7, 8.0
2017-05-16 00:00:00, 3.1, 15.1, 3.0
2017-05-17 00:00:00, 0.2, 15.1, 0.2
2017-05-18 00:00:00, 1.0, 15.6, 0.0
2017-05-19 00:00:00, 2.4, 15.7, 0.0
2017-05-20 00:00:00, 2.3, 19.5, 0.0
2017-05-21 00:00:00, 7.0, 21.6, 0.0
2017-05-22 00:00:00, 9.0, 19.5, 0.0
2017-05-23 00:00:00, 3.9, 15.7, 1.0
2017-05-24 00:00:00, 3.4, 19.2, 1.0
2017-05-25 00:00:00, 4.3, 20.9, 0.0
2017-05-26 00:00:00, 6.3, 24.3, 0.0
2017-05-27 00:00:00, 6.7, 25.4, 0.0
2017-05-28 00:00:00, 6.9, 27.6, 0.0
2017-05-29 00:00:00, 8.9, 23.8, 0.0
2017-05-30 00:00:00, 9.4, 20.8, 22.0
2017-05-31 00:00:00, 6.7, 20.1, 3.0
2017-06-01 00:00:00, 8.1, 16.4, 8.0
2017-06-02 00:00:00, 7.1, 17.1, 2.0
2017-06-03 00:00:00, 4.4, 13.5, 0.0
2017-06-04 00:00:00, 3.1, 15.2, 0.0
2017-06-05 00:00:00, 2.7, 18.1, 0.0
2017-06-06 00:00:00, 6.1, 22.4, 0.0
2017-06-07 00:00:00, 9.7, 26.3, 0.0
2017-06-08 00:00:00, 11.0, 22.4, 9.0
2017-06-09 00:00:00, 5.9, 10.7, 1.0
2017-06-10 00:00:00, 5.0, 15.9, 1.0
2017-06-11 00:00:00, 8.2, 20.9, 0.0
2017-06-12 00:00:00, 6.5, 16.9, 0.0
2017-06-13 00:00:00, 3.8, 17.0, 0.0
2017-06-14 00:00:00, 6.1, 12.8, 1.0
2017-06-15 00:00:00, 2.0, 12.2, 3.0
2017-06-16 00:00:00, 7.1, 15.2, 0.0
2017-06-17 00:00:00, 3.2, 16.0, 0.0
2017-06-18 00:00:00, 1.4, 18.9, 0.0
2017-06-19 00:00:00, 10.0, 18.3, 3.0
2017-06-20 00:00:00, 8.3, 13.2, 1.0
2017-06-21 00:00:00, 5.6, 14.7, 0.0
2017-06-22 00:00:00, 5.5, 19.6, 0.0
2017-06-23 00:00:00, 6.1, 23.3, 0.0
2017-06-24 00:00:00, 8.1, 25.9, 0.0
2017-06-25 00:00:00, 9.7, 26.5, 0.0
2017-06-26 00:00:00, 6.4, 15.7, 1.0
2017-06-27 00:00:00, 7.3, 21.4, 0.0
2017-06-28 00:00:00, 8.5, 21.8, 0.0
2017-06-29 00:00:00, 11.1, 23.3, 0.0
2017-06-30 00:00:00, 11.9, 26.3, 0.0
2017-07-01 00:00:00, 13.1, 20.2, 0.0
2017-07-02 00:00:00, 11.6, 20.0, 0.0
