air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
-1.5,-2.0, 0.0,-1.2,100.0,2021-10-29 00:00:00, 13.0,-1.0,44
-1.5,-2.0, 0.0,-1.2,100.0,2021-10-29 01:00:00, 13.0,-1.0,44
-1.8,-2.0, -1.0,-1.2,100.0,2021-10-29 02:00:00, 12.0,-2.0,44
-1.9,-2.0, -1.0,-1.2,100.0,2021-10-29 03:00:00, 11.0,-2.0,44
-2.0,-2.1, 0.0,-1.2,100.0,2021-10-29 04:00:00, 11.0,-2.0,44
-2.3,-2.3, 1.0,-1.2,100.0,2021-10-29 05:00:00, 12.0,-2.0,44
-2.4,-2.5, 2.0,-1.2,100.0,2021-10-29 06:00:00, 13.0,-2.0,44
-2.7,-2.8, 0.0,-2.4,100.0,2021-10-29 07:00:00, 13.0,-3.0,44
-2.9,-2.9, 0.0,-2.4,100.0,2021-10-29 08:00:00, 13.0,-3.0,44
-2.4,-2.9, 0.0,-2.3,100.0,2021-10-29 09:00:00, 13.0,-3.0,44
-2.1,-2.9, 0.0,-2.1,100.0,2021-10-29 10:00:00, 13.0,-2.0,44
-1.5,-2.9, 0.0,-1.6,100.0,2021-10-29 11:00:00, 12.0,-1.0,44
-2.1,-2.9, 2.0,-1.3,100.0,2021-10-29 12:00:00, 13.0,-2.0,44
-2.5,-2.9, 0.0,-1.3,100.0,2021-10-29 13:00:00, 13.0,-2.0,44
-3.5,-3.6, 1.0,-1.3,100.0,2021-10-29 14:00:00, 13.0,-4.0,44
-2.9,-3.7, 1.0,-1.3,100.0,2021-10-29 15:00:00, 14.0,-3.0,44
-3.7,-4.0, 1.0,-1.3,100.0,2021-10-29 16:00:00, 15.0,-4.0,44
-4.5,-4.7, 1.0,-1.3,100.0,2021-10-29 17:00:00, 15.0,-5.0,44
-5.3,-5.3, 3.0,-1.3,99.0,2021-10-29 18:00:00, 18.0,-5.0,44
-6.2,-6.2, 0.0,-5.3,98.0,2021-10-29 19:00:00, 18.0,-7.0,44
-7.1,-7.1, -1.0,-5.3,96.0,2021-10-29 20:00:00, 18.0,-8.0,44
-8.4,-8.4, 0.0,-5.3,95.0,2021-10-29 21:00:00, 17.0,-9.0,44
-8.6,-8.6, 0.0,-5.3,95.0,2021-10-29 22:00:00, 17.0,-9.0,44
-9.3,-9.5, 0.0,-5.3,94.0,2021-10-29 23:00:00, 17.0,-10.0,44
-10.0,-10.0, -1.0,-5.3,93.0,2021-10-30 00:00:00, 17.0,-11.0,44
-10.0,-10.1, 0.0,-5.3,93.0,2021-10-30 01:00:00, 16.0,-11.0,44
-10.0,-10.1, 0.0,-5.3,93.0,2021-10-30 02:00:00, 16.0,-11.0,44
-10.7,-10.9, 0.0,-5.3,92.0,2021-10-30 03:00:00, 16.0,-11.0,44
-10.6,-11.0, 0.0,-5.3,93.0,2021-10-30 04:00:00, 16.0,-11.0,44
-10.9,-11.0, 0.0,-5.3,92.0,2021-10-30 05:00:00, 16.0,-12.0,44
-11.1,-11.4, -1.0,-5.3,92.0,2021-10-30 06:00:00, 15.0,-12.0,44
-11.5,-11.5, 1.0,-11.0,92.0,2021-10-30 07:00:00, 16.0,-13.0,44
-11.4,-11.6, 0.0,-11.0,92.0,2021-10-30 08:00:00, 16.0,-12.0,44
-10.8,-11.6, 0.0,-10.6,92.0,2021-10-30 09:00:00, 15.0,-12.0,44
-9.0,-11.6, 0.0,-9.0,95.0,2021-10-30 10:00:00, 15.0,-10.0,44
-6.6,-11.6, -1.0,-6.6,97.0,2021-10-30 11:00:00, 15.0,-7.0,44
-5.9,-11.6, -1.0,-5.6,97.0,2021-10-30 12:00:00, 14.0,-6.0,44
-5.2,-11.6, 0.0,-5.0,97.0,2021-10-30 13:00:00, 14.0,-5.0,44
-5.2,-11.6, 0.0,-5.0,98.0,2021-10-30 14:00:00, 14.0,-5.0,44
-5.5,-11.6, 0.0,-5.0,97.0,2021-10-30 15:00:00, 14.0,-6.0,44
-5.0,-11.6, 0.0,-4.1,97.0,2021-10-30 16:00:00, 14.0,-6.0,44
-6.0,-11.6, -1.0,-4.1,95.0,2021-10-30 17:00:00, 13.0,-7.0,44
-9.7,-11.6, 2.0,-4.1,93.0,2021-10-30 18:00:00, 14.0,-10.0,44
-9.8,-10.1, 0.0,-9.6,94.0,2021-10-30 19:00:00, 14.0,-11.0,44
-10.5,-10.7, 0.0,-9.6,93.0,2021-10-30 20:00:00, 14.0,-11.0,44
-10.8,-11.0, 1.0,-9.6,92.0,2021-10-30 21:00:00, 14.0,-11.0,44
-11.2,-11.4, 0.0,-9.6,92.0,2021-10-30 22:00:00, 14.0,-12.0,44
-11.7,-11.8, 0.0,-9.6,92.0,2021-10-30 23:00:00, 14.0,-13.0,44
-11.5,-11.8, 0.0,-9.6,92.0,2021-10-31 00:00:00, 14.0,-12.0,44
-12.1,-12.4, 0.0,-9.6,91.0,2021-10-31 01:00:00, 13.0,-13.0,44
-11.7,-12.4, 1.0,-9.6,92.0,2021-10-31 02:00:00, 14.0,-13.0,44
-11.8,-12.4, -1.0,-9.6,91.0,2021-10-31 03:00:00, 13.0,-13.0,44
-11.9,-12.6, 1.0,-9.6,91.0,2021-10-31 04:00:00, 13.0,-13.0,44
-12.2,-12.6, 0.0,-9.6,91.0,2021-10-31 05:00:00, 13.0,-13.0,44
-12.2,-12.6, 0.0,-9.6,91.0,2021-10-31 06:00:00, 13.0,-13.0,44
-12.4,-12.6, 0.0,-12.1,91.0,2021-10-31 07:00:00, 12.0,-13.0,44
-12.4,-12.8, 1.0,-12.1,91.0,2021-10-31 08:00:00, 13.0,-14.0,44
-9.4,-12.8, -1.0,-9.5,94.0,2021-10-31 09:00:00, 12.0,-10.0,44
-5.2,-12.8, -1.0,-5.3,98.0,2021-10-31 10:00:00, 11.0,-6.0,44
-3.8,-12.8, 0.0,-3.8,100.0,2021-10-31 11:00:00, 11.0,-4.0,44
-3.1,-12.8, 0.0,-2.6,99.0,2021-10-31 12:00:00, 11.0,-3.0,44
-2.8,-12.8, 1.0,-2.6,100.0,2021-10-31 13:00:00, 11.0,-3.0,44
-1.8,-12.8, -1.0,-1.4,100.0,2021-10-31 14:00:00, 11.0,-2.0,44
-1.2,-12.8, 0.0,-1.2,100.0,2021-10-31 15:00:00, 11.0,-1.0,44
-3.4,-12.8, 1.0,-1.1,98.0,2021-10-31 16:00:00, 12.0,-4.0,44
-6.2,-12.8, 0.0,-1.1,95.0,2021-10-31 17:00:00, 12.0,-7.0,44
-7.7,-12.8, 1.0,-1.1,96.0,2021-10-31 18:00:00, 12.0,-8.0,44
-8.3,-8.7, 0.0,-7.6,94.0,2021-10-31 19:00:00, 12.0,-9.0,44
-8.5,-8.7, 0.0,-7.6,94.0,2021-10-31 20:00:00, 12.0,-9.0,44
-7.8,-8.8, 0.0,-7.6,95.0,2021-10-31 21:00:00, 12.0,-9.0,44
-7.6,-8.8, 0.0,-7.6,94.0,2021-10-31 22:00:00, 12.0,-8.0,44
-7.3,-8.8, 0.0,-7.2,95.0,2021-10-31 23:00:00, 12.0,-8.0,44
-7.4,-8.8, 0.0,-6.9,93.0,2021-11-01 00:00:00, 12.0,-8.0,44
-7.0,-8.8, 0.0,-6.9,94.0,2021-11-01 01:00:00, 12.0,-7.0,44
-7.1,-8.8, 0.0,-6.9,94.0,2021-11-01 02:00:00, 12.0,-8.0,44
-7.2,-8.8, 0.0,-6.5,92.0,2021-11-01 03:00:00, 12.0,-8.0,44
-6.0,-8.8, 0.0,-6.0,87.0,2021-11-01 04:00:00, 12.0,-8.0,44
-5.0,-8.8, 0.0,-5.0,72.0,2021-11-01 05:00:00, 12.0,-8.0,44
-5.2,-8.8, 0.0,-4.8,41.0,2021-11-01 06:00:00, 11.0,-15.0,44
-4.3,-5.4, 0.0,-4.2,31.0,2021-11-01 07:00:00, 11.0,-17.0,44
-3.5,-5.4, 0.0,-3.0,21.0,2021-11-01 08:00:00, 11.0,-21.0,44
-0.4,-5.4, 0.0,-0.4,21.0,2021-11-01 09:00:00, 11.0,-19.0,44
1.3,-5.4, 0.0,1.4,17.0,2021-11-01 10:00:00, 11.0,-20.0,44
3.9,-5.4, -1.0,4.2,41.0,2021-11-01 11:00:00, 10.0,-8.0,44
4.3,-5.4, 1.0,5.0,36.0,2021-11-01 12:00:00, 11.0,-10.0,44
3.7,-5.4, 0.0,5.0,16.0,2021-11-01 13:00:00, 11.0,-17.0,44
3.4,-5.4, 0.0,5.0,21.0,2021-11-01 14:00:00, 10.0,-16.0,44
3.4,-5.4, 0.0,5.0,23.0,2021-11-01 15:00:00, 10.0,-15.0,44
3.3,-5.4, 0.0,5.0,29.0,2021-11-01 16:00:00, 10.0,-14.0,44
0.3,-5.4, 0.0,5.0,39.0,2021-11-01 17:00:00, 10.0,-12.0,44
0.2,-5.4, 0.0,5.0,25.0,2021-11-01 18:00:00, 10.0,-18.0,44
-0.5,-0.6, 0.0,0.4,32.0,2021-11-01 19:00:00, 10.0,-13.0,44
-0.4,-1.0, 0.0,0.4,32.0,2021-11-01 20:00:00, 10.0,-14.0,44
