CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-3.073, 97.5, None, None, None, 5.399, 7.15, 359.9, -3.0, None, -3.1, -3.3, 0.0, -3.0, None, -2.7, None, None, 98.0, None,2021-10-29 00:00:00, None, None, None, None,44
-3.317, 97.4, None, None, None, 29.28, 6.332, 15.85, -4.0, None, -3.3, -3.3, 0.0, -4.0, None, -2.7, None, None, 97.0, None,2021-10-29 01:00:00, None, None, None, None,44
-3.463, 97.2, None, None, None, 42.15, 5.287, 313.6, -4.0, None, -3.5, -3.5, 0.0, -4.0, None, -2.7, None, None, 97.0, None,2021-10-29 02:00:00, None, None, None, None,44
-3.56, 97.2, None, None, None, 48.69, 4.562, 289.0, -4.0, None, -3.6, -3.6, 0.0, -4.0, None, -2.7, None, None, 97.0, None,2021-10-29 03:00:00, None, None, None, None,44
-3.754, 97.2, None, None, None, 40.43, 5.314, 26.7, -4.0, None, -3.8, -3.8, 0.0, -4.0, None, -2.7, None, None, 97.0, None,2021-10-29 04:00:00, None, None, None, None,44
-3.8, 97.1, None, None, None, 26.71, 5.583, 314.7, -4.0, None, -3.8, -3.8, 0.0, -4.0, None, -2.7, None, None, 97.0, None,2021-10-29 05:00:00, None, None, None, None,44
-3.896, 97.0, None, None, None, 35.53, 5.327, 336.2, -4.0, None, -3.9, -3.9, 0.0, -4.0, None, -2.7, None, None, 97.0, None,2021-10-29 06:00:00, None, None, None, None,44
-4.127, 97.0, None, None, None, 57.23, 3.601, 17.4, -4.0, None, -4.1, -4.1, 0.0, -4.0, None, -3.9, None, None, 97.0, None,2021-10-29 07:00:00, None, None, None, None,44
-4.218, 96.8, None, None, None, 55.21, 4.14, 246.7, -5.0, None, -4.2, -4.2, 0.0, -5.0, None, -3.9, None, None, 97.0, None,2021-10-29 08:00:00, None, None, None, None,44
-4.267, 96.7, None, None, None, 45.35, 6.337, 298.6, -5.0, None, -4.3, -4.3, 0.0, -5.0, None, -3.9, None, None, 97.0, None,2021-10-29 09:00:00, None, None, None, None,44
-4.266, 96.8, None, None, None, 0.321, 11.44, 350.9, -5.0, None, -4.3, -4.3, 0.0, -5.0, None, -3.9, None, None, 97.0, None,2021-10-29 10:00:00, None, None, None, None,44
-3.747, 96.8, None, None, None, 2.014, 7.79, 349.7, -4.0, None, -3.7, -4.3, 0.0, -4.0, None, -3.7, None, None, 97.0, None,2021-10-29 11:00:00, None, None, None, None,44
-4.241, 96.9, None, None, None, 0.867, 4.151, 346.0, -5.0, None, -4.2, -4.3, 0.0, -5.0, None, -3.2, None, None, 97.0, None,2021-10-29 12:00:00, None, None, None, None,44
-4.484, 96.9, None, None, None, 24.66, 10.47, 334.3, -5.0, None, -4.5, -4.5, 0.0, -5.0, None, -3.2, None, None, 97.0, None,2021-10-29 13:00:00, None, None, None, None,44
