pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
1.8, 0.311, 100.0, 1.1, 100.0, 33.33, 1.313, 305.8, 0.0, 0.3, -0.3, 1015.6, 0.0, 0.0, 893.0, 0.0,2021-10-29 00:00:00, 893.0,44
1.8, 0.521, 100.0, 1.1, 100.0, 54.53, 0.758, 16.29, 0.0, 0.5, -0.3, 1015.6, 0.0, 0.0, 893.0, 0.0,2021-10-29 01:00:00, 893.0,44
1.8, 0.6, 100.0, 1.1, 100.0, 33.82, 2.872, 17.2, 0.0, 0.6, -0.3, 1015.6, 0.0, 0.0, 893.0, 0.0,2021-10-29 02:00:00, 893.0,44
1.8, 0.601, 100.0, 1.1, 100.0, 54.47, 1.736, 3.769, 1.0, 0.6, -0.3, 1015.6, 0.0, 1.0, 893.0, 0.0,2021-10-29 03:00:00, 893.0,44
1.8, 0.759, 100.1, 1.1, 100.0, 59.86, 0.78, 184.1, 1.0, 0.8, -0.3, 1015.6, 0.0, 1.0, 893.0, 0.0,2021-10-29 04:00:00, 893.0,44
1.8, 0.617, 100.0, 1.1, 100.0, 33.69, 0.968, 227.4, 1.0, 0.6, -0.3, 1015.6, 0.0, 1.0, 893.0, 0.0,2021-10-29 05:00:00, 893.0,44
1.6, 0.533, 100.0, 1.1, 100.0, 61.74, 1.098, 288.9, 0.0, 0.5, -0.3, 1015.6, 0.0, 0.0, 893.0, 0.0,2021-10-29 06:00:00, 893.0,44
1.3, 0.697, 100.0, 0.8, 100.0, 27.78, 6.464, 330.6, 1.0, 0.7, 0.4, 1015.6, 0.0, 1.0, 893.0, 0.0,2021-10-29 07:00:00, 893.0,44
0.8, 0.696, 99.7, 0.8, 100.0, 14.31, 12.05, 335.3, 1.0, 0.7, 0.4, 1015.6, 0.0, 1.0, 893.0, 0.0,2021-10-29 08:00:00, 893.0,44
0.4, 0.317, 94.3, 0.8, 94.0, 13.16, 15.66, 330.1, -1.0, 0.3, 0.4, 1016.8, 0.0, -1.0, 894.0, 0.0,2021-10-29 09:00:00, 894.0,44
0.2, -0.164, 92.8, 0.8, 93.0, 18.76, 18.99, 340.0, -1.0, -0.2, -0.1, 1018.0, 0.1, -1.0, 895.0, 0.0,2021-10-29 10:00:00, 895.0,44
0.2, -0.104, 87.6, 0.8, 88.0, 18.15, 13.65, 336.8, -2.0, -0.1, -0.5, 1019.3, 0.1, -2.0, 896.0, 0.0,2021-10-29 11:00:00, 896.0,44
0.2, 0.904, 78.83, 1.2, 79.0, 20.2, 14.73, 343.9, -2.0, 0.9, -0.5, 1020.2, 0.0, -2.0, 897.0, 0.0,2021-10-29 12:00:00, 897.0,44
0.2, 0.397, 77.47, 1.2, 77.0, 21.77, 12.54, 345.4, -3.0, 0.4, -0.5, 1021.4, 0.0, -3.0, 898.0, 0.0,2021-10-29 13:00:00, 898.0,44
0.2, 0.632, 74.32, 1.2, 74.0, 21.42, 10.2, 338.0, -3.0, 0.6, -0.5, 1022.5, 0.0, -3.0, 899.0, 0.0,2021-10-29 14:00:00, 899.0,44
0.0, 1.055, 67.13, 1.2, 67.0, 22.05, 9.41, 324.4, -4.0, 1.1, -0.5, 1022.4, 0.0, -4.0, 899.0, 0.0,2021-10-29 15:00:00, 899.0,44
0.0, 2.383, 57.45, 2.5, 57.0, 20.85, 10.39, 308.0, -5.0, 2.4, -0.5, 1023.3, 0.0, -5.0, 900.0, 0.0,2021-10-29 16:00:00, 900.0,44
0.0, 1.358, 62.84, 2.5, 63.0, 17.91, 9.04, 310.9, -5.0, 1.4, -0.5, 1024.6, 0.0, -5.0, 901.0, 0.0,2021-10-29 17:00:00, 901.0,44
0.0, -0.64, 69.48, 2.5, 69.0, 12.71, 7.426, 295.7, -5.0, -0.6, -0.6, 1024.9, 0.0, -5.0, 901.0, 0.0,2021-10-29 18:00:00, 901.0,44
0.0, -0.626, 62.61, -0.4, 63.0, 8.41, 9.64, 287.5, -6.0, -0.6, -0.8, 1026.1, 0.0, -6.0, 902.0, 0.0,2021-10-29 19:00:00, 902.0,44
0.0, -0.625, 60.18, -0.4, 60.0, 8.45, 9.53, 287.1, -6.0, -0.6, -0.9, 1027.2, 0.0, -6.0, 903.0, 0.0,2021-10-29 20:00:00, 903.0,44
0.0, -1.453, 63.25, -0.4, 63.0, 34.11, 6.519, 278.1, -7.0, -1.5, -1.2, 1027.4, 0.0, -7.0, 903.0, 0.0,2021-10-29 21:00:00, 903.0,44
0.0, -2.601, 69.43, -0.4, 69.0, 68.82, 1.776, 3.451, -7.0, -2.6, -3.1, 1027.6, 0.0, -7.0, 903.0, 0.0,2021-10-29 22:00:00, 903.0,44
0.0, -2.394, 66.91, -0.4, 67.0, 17.71, 4.621, 309.3, -7.0, -2.4, -3.2, 1028.7, 0.0, -7.0, 904.0, 0.0,2021-10-29 23:00:00, 904.0,44
0.0, -4.367, 77.03, -0.4, 77.0, 38.69, 3.748, 326.1, -7.0, -4.4, -4.6, 1028.9, 0.0, -7.0, 904.0, 0.0,2021-10-30 00:00:00, 904.0,44
0.0, -3.363, 70.29, -0.4, 70.0, 38.69, 2.176, 292.9, -8.0, -3.4, -4.7, 1029.9, 0.0, -8.0, 905.0, 0.0,2021-10-30 01:00:00, 905.0,44
0.0, -4.349, 77.46, -0.4, 77.0, 63.11, 1.129, 307.7, -7.0, -4.3, -4.8, 1030.0, 0.0, -7.0, 905.0, 0.0,2021-10-30 02:00:00, 905.0,44
0.0, -5.168, 81.2, -0.4, 81.0, 35.74, 0.703, 309.9, -7.0, -5.2, -5.3, 1030.1, 0.0, -7.0, 905.0, 0.0,2021-10-30 03:00:00, 905.0,44
0.0, -4.65, 81.7, -0.4, 82.0, 34.05, 0.626, 306.5, -7.0, -4.7, -5.4, 1031.0, 0.0, -7.0, 906.0, 0.0,2021-10-30 04:00:00, 906.0,44
0.0, -5.049, 82.4, -0.4, 82.0, 19.09, 0.225, 313.2, -7.0, -5.0, -5.5, 1031.1, 0.0, -7.0, 906.0, 0.0,2021-10-30 05:00:00, 906.0,44
0.0, -5.088, 83.1, -0.4, 83.0, 15.67, 1.193, 316.4, -8.0, -5.1, -5.5, 1031.5, 0.0, -8.0, 906.0, 0.0,2021-10-30 06:00:00, 906.0,44
0.0, -6.493, 83.6, -4.9, 84.0, 49.43, 1.424, 290.3, -9.0, -6.5, -7.0, 1031.7, 0.0, -9.0, 906.0, 0.0,2021-10-30 07:00:00, 906.0,44
0.0, -8.03, 91.0, -4.9, 91.0, 36.38, 0.852, 276.7, -9.0, -8.0, -8.1, 1031.9, 0.0, -9.0, 906.0, 0.0,2021-10-30 08:00:00, 906.0,44
0.0, -5.518, 81.0, -4.9, 81.0, 52.31, 0.953, 332.1, -8.0, -5.5, -8.3, 1032.8, 0.0, -8.0, 907.0, 0.0,2021-10-30 09:00:00, 907.0,44
0.0, -4.391, 76.21, -3.8, 76.0, 58.69, 1.178, 100.4, -8.0, -4.4, -8.3, 1032.8, 0.0, -8.0, 907.0, 0.0,2021-10-30 10:00:00, 907.0,44
0.0, -1.755, 69.01, -1.5, 69.0, 50.94, 1.681, 103.3, -6.0, -1.8, -8.3, 1032.4, 0.0, -6.0, 907.0, 0.0,2021-10-30 11:00:00, 907.0,44
0.0, 0.184, 61.66, 0.2, 62.0, 34.85, 3.122, 132.3, -6.0, 0.2, -8.3, 1032.4, 0.0, -6.0, 907.0, 0.0,2021-10-30 12:00:00, 907.0,44
0.0, 1.13, 51.28, 2.0, 51.0, 43.23, 3.269, 116.5, -8.0, 1.1, -8.3, 1031.0, 0.0, -8.0, 906.0, 0.0,2021-10-30 13:00:00, 906.0,44
0.0, 2.511, 41.15, 2.5, 41.0, 42.32, 3.807, 148.0, -9.0, 2.5, -8.3, 1030.9, 0.0, -9.0, 906.0, 0.0,2021-10-30 14:00:00, 906.0,44
0.0, 2.824, 40.41, 3.5, 40.0, 60.71, 3.298, 130.1, -10.0, 2.8, -8.3, 1029.8, 0.0, -10.0, 905.0, 0.0,2021-10-30 15:00:00, 905.0,44
0.0, 3.013, 43.16, 3.5, 43.0, 34.78, 3.465, 86.7, -9.0, 3.0, -8.3, 1029.7, 0.0, -9.0, 905.0, 0.0,2021-10-30 16:00:00, 905.0,44
0.0, 2.867, 43.6, 3.7, 44.0, 56.12, 1.426, 129.7, -9.0, 2.9, -8.3, 1029.8, 0.0, -9.0, 905.0, 0.0,2021-10-30 17:00:00, 905.0,44
0.0, 0.039, 51.68, 3.7, 52.0, 16.35, 3.098, 258.1, -8.0, 0.0, -8.3, 1029.1, 0.0, -8.0, 904.0, 0.0,2021-10-30 18:00:00, 904.0,44
0.0, -0.782, 57.27, 0.4, 57.0, 22.61, 3.534, 241.6, -7.0, -0.8, -0.9, 1029.4, 0.0, -7.0, 904.0, 0.0,2021-10-30 19:00:00, 904.0,44
