AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
4.1,0.0, 23.6,2020-03-11 00:00:00, 226.0,100.0,11
4.1,0.0, 24.1,2020-03-11 00:15:00, 232.0,100.0,11
4.0,0.0, 24.6,2020-03-11 00:30:00, 238.0,100.0,11
3.7,0.0, 29.3,2020-03-11 00:45:00, 245.0,100.0,11
3.4,0.0, 24.7,2020-03-11 01:00:00, 240.0,100.0,11
3.2,0.0, 24.0,2020-03-11 01:15:00, 241.0,100.0,11
2.8,0.0, 22.4,2020-03-11 01:30:00, 246.0,100.0,11
2.4,0.0, 31.1,2020-03-11 01:45:00, 247.0,100.0,11
1.9,0.0, 27.7,2020-03-11 02:00:00, 242.0,100.0,11
1.6,0.0, 28.8,2020-03-11 02:15:00, 240.0,100.0,11
1.4,0.0, 26.1,2020-03-11 02:30:00, 242.0,100.0,11
1.1,0.0, 25.0,2020-03-11 02:45:00, 245.0,100.0,11
0.8,0.0, 22.8,2020-03-11 03:00:00, 242.0,100.0,11
0.6,0.0, 21.2,2020-03-11 03:15:00, 240.0,100.0,11
0.4,0.0, 23.1,2020-03-11 03:30:00, 238.0,100.0,11
0.3,0.0, 22.4,2020-03-11 03:45:00, 235.0,100.0,11
0.2,0.0, 21.1,2020-03-11 04:00:00, 234.0,100.0,11
0.2,0.0, 23.2,2020-03-11 04:15:00, 232.0,100.0,11
0.1,0.0, 20.8,2020-03-11 04:30:00, 230.0,100.0,11
0.1,0.254, 19.2,2020-03-11 04:45:00, 235.0,100.0,11
-0.2,0.0, 19.3,2020-03-11 05:00:00, 250.0,100.0,11
-0.1,0.0, 27.2,2020-03-11 05:15:00, 269.0,97.0,11
-0.1,0.0, 21.2,2020-03-11 05:30:00, 266.0,97.0,11
-0.3,0.0, 16.4,2020-03-11 05:45:00, 261.0,98.0,11
-0.5,0.0, 17.4,2020-03-11 06:00:00, 254.0,99.0,11
-0.6,0.0, 14.0,2020-03-11 06:15:00, 250.0,99.0,11
-0.4,0.0, 11.1,2020-03-11 06:30:00, 232.0,97.0,11
-0.4,0.0, 11.5,2020-03-11 06:45:00, 227.0,98.0,11
-0.3,0.0, 11.0,2020-03-11 07:00:00, 222.0,98.0,11
-0.3,0.0, 10.6,2020-03-11 07:15:00, 223.0,98.0,11
-0.2,0.0, 10.2,2020-03-11 07:30:00, 219.0,98.0,11
-0.1,0.0, 9.6,2020-03-11 07:45:00, 220.0,96.0,11
0.1,0.0, 9.6,2020-03-11 08:00:00, 218.0,96.0,11
1.0,0.0, 10.6,2020-03-11 08:15:00, 219.0,91.0,11
1.4,0.0, 10.0,2020-03-11 08:30:00, 222.0,91.0,11
1.7,0.0, 10.3,2020-03-11 08:45:00, 214.0,89.0,11
2.5,0.0, 7.4,2020-03-11 09:00:00, 219.0,85.0,11
2.6,0.0, 10.1,2020-03-11 09:15:00, 218.0,86.0,11
3.1,0.0, 10.0,2020-03-11 09:30:00, 225.0,85.0,11
3.4,0.0, 14.0,2020-03-11 09:45:00, 231.0,83.0,11
3.7,0.0, 15.6,2020-03-11 10:00:00, 230.0,84.0,11
4.0,0.0, 12.1,2020-03-11 10:15:00, 223.0,83.0,11
4.8,0.0, 11.9,2020-03-11 10:30:00, 238.0,74.0,11
5.6,0.0, 10.8,2020-03-11 10:45:00, 230.0,70.0,11
5.4,0.0, 13.5,2020-03-11 11:00:00, 223.0,71.0,11
5.8,0.0, 13.9,2020-03-11 11:15:00, 240.0,68.0,11
6.3,0.0, 12.5,2020-03-11 11:30:00, 233.0,63.0,11
5.8,0.0, 13.8,2020-03-11 11:45:00, 264.0,53.0,11
5.0,0.0, 15.1,2020-03-11 12:00:00, 296.0,52.0,11
5.7,0.0, 7.2,2020-03-11 12:15:00, 259.0,53.0,11
5.8,0.0, 10.2,2020-03-11 12:30:00, 220.0,63.0,11
5.7,0.0, 9.1,2020-03-11 12:45:00, 204.0,72.0,11
5.1,0.0, 9.1,2020-03-11 13:00:00, 183.0,73.0,11
5.4,0.0, 7.5,2020-03-11 13:15:00, 221.0,67.0,11
6.0,0.0, 3.8,2020-03-11 13:30:00, 180.0,61.0,11
5.7,0.0, 10.7,2020-03-11 13:45:00, 92.0,65.0,11
6.2,0.0, 9.0,2020-03-11 14:00:00, 82.0,64.0,11
5.2,0.0, 11.7,2020-03-11 14:15:00, 98.0,72.0,11
5.1,0.0, 11.2,2020-03-11 14:30:00, 104.0,69.0,11
5.4,0.0, 9.4,2020-03-11 14:45:00, 106.0,68.0,11
5.9,0.0, 9.7,2020-03-11 15:00:00, 111.0,68.0,11
6.8,0.0, 6.8,2020-03-11 15:15:00, 115.0,66.0,11
6.5,0.0, 6.5,2020-03-11 15:30:00, 121.0,58.0,11
6.8,0.0, 5.7,2020-03-11 15:45:00, 105.0,61.0,11
7.1,0.0, 5.9,2020-03-11 16:00:00, 100.0,61.0,11
7.9,0.0, 8.2,2020-03-11 16:15:00, 63.0,59.0,11
6.2,0.0, 7.4,2020-03-11 16:30:00, 81.0,63.0,11
5.7,0.0, 7.3,2020-03-11 16:45:00, 64.0,72.0,11
5.8,0.0, 9.1,2020-03-11 17:00:00, 75.0,68.0,11
5.4,0.0, 7.1,2020-03-11 17:15:00, 87.0,69.0,11
6.0,0.0, 6.2,2020-03-11 17:30:00, 86.0,67.0,11
5.2,0.0, 4.2,2020-03-11 17:45:00, 120.0,69.0,11
4.5,0.0, 3.4,2020-03-11 18:00:00, 73.0,69.0,11
3.8,0.0, 6.1,2020-03-11 18:15:00, 200.0,67.0,11
3.2,0.0, 10.8,2020-03-11 18:30:00, 227.0,69.0,11
2.8,0.0, 8.9,2020-03-11 18:45:00, 229.0,70.0,11
2.6,0.0, 8.2,2020-03-11 19:00:00, 234.0,71.0,11
2.3,0.0, 9.0,2020-03-11 19:15:00, 215.0,75.0,11
1.7,0.0, 8.6,2020-03-11 19:30:00, 214.0,81.0,11
1.5,0.0, 9.8,2020-03-11 19:45:00, 215.0,82.0,11
1.3,0.0, 11.2,2020-03-11 20:00:00, 225.0,84.0,11
1.1,0.0, 11.6,2020-03-11 20:15:00, 234.0,85.0,11
0.9,0.0, 11.8,2020-03-11 20:30:00, 226.0,88.0,11
0.8,0.0, 10.8,2020-03-11 20:45:00, 221.0,90.0,11
0.7,0.0, 11.1,2020-03-11 21:00:00, 215.0,93.0,11
0.7,0.0, 9.8,2020-03-11 21:15:00, 215.0,96.0,11
0.7,0.0, 10.6,2020-03-11 21:30:00, 218.0,97.0,11
0.5,0.0, 12.7,2020-03-11 21:45:00, 217.0,98.0,11
0.5,0.0, 12.7,2020-03-11 22:00:00, 226.0,99.0,11
0.6,0.0, 10.7,2020-03-11 22:15:00, 217.0,100.0,11
0.7,0.0, 10.9,2020-03-11 22:30:00, 223.0,100.0,11
0.8,0.0, 9.6,2020-03-11 22:45:00, 219.0,100.0,11
0.7,0.0, 10.6,2020-03-11 23:00:00, 224.0,100.0,11
0.7,0.0, 9.3,2020-03-11 23:15:00, 229.0,100.0,11
0.7,0.0, 8.6,2020-03-11 23:30:00, 232.0,100.0,11
0.6,0.0, 8.4,2020-03-11 23:45:00, 238.0,100.0,11
0.6,0.0, 9.3,2020-03-12 00:00:00, 231.0,100.0,11
0.6,0.0, 10.4,2020-03-12 00:15:00, 218.0,100.0,11
0.4,0.0, 9.6,2020-03-12 00:30:00, 231.0,100.0,11
0.6,0.0, 8.0,2020-03-12 00:45:00, 228.0,100.0,11
0.6,0.0, 6.4,2020-03-12 01:00:00, 209.0,100.0,11
0.4,0.0, 9.4,2020-03-12 01:15:00, 210.0,100.0,11
0.4,0.0, 8.1,2020-03-12 01:30:00, 205.0,100.0,11
0.5,0.0, 6.6,2020-03-12 01:45:00, 197.0,100.0,11
0.4,0.0, 3.8,2020-03-12 02:00:00, 164.0,100.0,11
0.4,0.0, 5.0,2020-03-12 02:15:00, 180.0,100.0,11
0.4,0.0, 5.7,2020-03-12 02:30:00, 211.0,100.0,11
0.0,0.0, 5.1,2020-03-12 02:45:00, 212.0,100.0,11
-0.5,0.0, 3.1,2020-03-12 03:00:00, 199.0,100.0,11
-0.1,0.0, 6.0,2020-03-12 03:15:00, 222.0,100.0,11
-0.3,0.0, 5.6,2020-03-12 03:30:00, 206.0,100.0,11
-0.2,0.0, 8.7,2020-03-12 03:45:00, 170.0,100.0,11
-0.2,0.0, 7.0,2020-03-12 04:00:00, 173.0,100.0,11
-0.4,0.0, 9.3,2020-03-12 04:15:00, 159.0,100.0,11
-0.5,0.0, 9.4,2020-03-12 04:30:00, 164.0,100.0,11
-0.7,0.0, 10.6,2020-03-12 04:45:00, 167.0,100.0,11
-0.2,0.0, 9.9,2020-03-12 05:00:00, 162.0,100.0,11
-0.1,0.0, 10.4,2020-03-12 05:15:00, 169.0,100.0,11
0.1,0.0, 8.8,2020-03-12 05:30:00, 168.0,100.0,11
0.1,0.0, 9.0,2020-03-12 05:45:00, 162.0,100.0,11
0.1,0.0, 9.7,2020-03-12 06:00:00, 157.0,100.0,11
0.0,0.0, 7.1,2020-03-12 06:15:00, 141.0,100.0,11
-0.1,0.0, 7.4,2020-03-12 06:30:00, 133.0,100.0,11
-0.2,0.0, 9.7,2020-03-12 06:45:00, 129.0,100.0,11
-0.3,0.0, 7.7,2020-03-12 07:00:00, 134.0,100.0,11
-0.3,0.0, 9.5,2020-03-12 07:15:00, 127.0,100.0,11
-0.1,0.0, 8.4,2020-03-12 07:30:00, 130.0,99.0,11
0.0,0.0, 7.3,2020-03-12 07:45:00, 142.0,96.0,11
-0.1,0.0, 5.1,2020-03-12 08:00:00, 171.0,99.0,11
0.0,0.0, 6.1,2020-03-12 08:15:00, 144.0,100.0,11
0.2,0.0, 7.4,2020-03-12 08:30:00, 114.0,100.0,11
0.5,0.0, 6.9,2020-03-12 08:45:00, 117.0,100.0,11
0.3,0.0, 6.3,2020-03-12 09:00:00, 121.0,99.0,11
0.3,0.0, 5.4,2020-03-12 09:15:00, 136.0,100.0,11
0.2,0.0, 6.7,2020-03-12 09:30:00, 121.0,100.0,11
0.1,0.0, 7.8,2020-03-12 09:45:00, 122.0,100.0,11
0.0,0.0, 8.0,2020-03-12 10:00:00, 126.0,100.0,11
0.2,0.0, 7.5,2020-03-12 10:15:00, 126.0,99.0,11
0.4,0.0, 7.2,2020-03-12 10:30:00, 118.0,99.0,11
0.5,0.0, 4.7,2020-03-12 10:45:00, 110.0,98.0,11
0.9,0.508, 6.6,2020-03-12 11:00:00, 131.0,97.0,11
2.0,1.016, 7.2,2020-03-12 11:15:00, 157.0,90.0,11
1.7,0.508, 8.2,2020-03-12 11:30:00, 175.0,94.0,11
1.7,0.0, 6.8,2020-03-12 11:45:00, 179.0,94.0,11
2.9,0.0, 9.2,2020-03-12 12:00:00, 169.0,89.0,11
3.2,0.0, 7.5,2020-03-12 12:15:00, 152.0,87.0,11
2.8,0.0, 7.2,2020-03-12 12:30:00, 232.0,91.0,11
